Protein_Group	Genes	RANKL1_vs_EmptyVector_logFC	RANKL1_vs_EmptyVector_pval	Removed?	Contaminant?
Q9UKE5	TNIK	1.82697522714434	1.46030544934869e-06	No	No
Q9UKI2	CDC42EP3	2.04795550493465	6.10452529891751e-06	No	No
Q9UKS6	PACSIN3	2.13035628717689	2.39676490808907e-07	No	No
Q9UKX3	MYH13	4.94144145188297	2.30588630341904e-06	No	No
Q9UKZ4	TENM1	2.61698637795605	3.87309083321827e-07	No	No
Q9ULC3	RAB23	2.93427330317712	1.73060086220491e-08	No	No
Q9ULC8	ZDHHC8	2.09191283724357	4.66511874463966e-06	No	No
Q9ULF5	SLC39A10	2.71115306154754	2.94405875218915e-07	No	No
Q9ULH1	ASAP1	1.50206388928781	0.0014079499149904	No	No
Q9ULI3	HEG1	3.8938529843894	4.85433937766852e-05	No	No
Q9ULI4	KIF26A	1.38869368695134	0.0037601723400822	No	No
Q9ULJ7	ANKRD50	1.83565682319508	6.19188284707965e-05	No	No
Q9ULK0	GRID1	2.88558187545798	1.85168468419904e-07	No	No
Q9ULK5	VANGL2	2.97566119417867	5.00626707406134e-08	No	No
Q9ULK6	RNF150	1.50560340405947	1.95773485172859e-05	No	No
Q9ULP0	NDRG4	2.15765957438953	0.0001414769514399	No	No
Q9ULP9	TBC1D24	1.59346771757458	5.28773260577208e-05	No	No
Q9ULQ1	TPCN1	1.46842427146272	3.22442647754001e-05	No	No
Q9ULR3	PPM1H	3.92670829722714	0.0007687401679988	No	No
Q9ULT0	TTC7A	1.74912189090598	9.08689799374256e-07	No	No
Q9ULT6	ZNRF3	2.42106789869288	0.0002470643368117	No	No
Q9UM47	NOTCH3	3.51240711859947	4.23224402737975e-05	No	No
Q9UN70	PCDHGC3	3.39703902270403	0.0002641259215127	No	No
Q9UNF0	PACSIN2	1.72254699405777	5.34944523530809e-05	No	No
Q9UNK0	STX8	2.56965801207427	6.63734302719883e-07	No	No
Q9UNK9	ANGEL1	1.39370664467057	3.4072835273531e-05	No	No
Q9UNQ0	ABCG2	3.78122338879602	5.16705165256543e-05	No	No
Q9UP65	PLA2G4C	3.96027870044791	5.93471658414651e-05	No	No
Q9UP95	SLC12A4	1.94922580210073	4.83154167276271e-06	No	No
Q9UPM9	B9D1	1.71784373984481	2.83665094445348e-05	No	No
Q9UPQ3	AGAP1	1.95953225628219	1.33490492273993e-06	No	No
Q9UPR0	PLCL2	2.81193445082354	8.74270176815817e-08	No	No
Q9UPS8	ANKRD26	1.58609493281338	9.07852406709274e-06	No	No
Q9UPU7	TBC1D2B	1.37985955029497	3.86838877310034e-05	No	No
Q9UPX8	SHANK2	2.76631152338716	1.68374406099498e-05	No	No
Q9UPY5	SLC7A11	1.91770591422454	3.44492512929839e-07	No	No
Q9UPY6	WASF3	3.33495429285884	1.02008218785205e-06	No	No
Q9UQ49	NEU3	1.55271348968554	9.02702638731264e-06	No	No
Q9UQB8	BAIAP2	2.42648533471196	7.57879781914449e-08	No	No
Q9UQQ2	SH2B3	4.41178528986373	4.74686167065161e-08	No	No
Q9Y219	JAG2	2.85783033228452	3.28852678441007e-06	No	No
Q9Y233	PDE10A	1.79681514372095	0.0003038915293781	No	No
Q9Y250	LZTS1	2.12556515604318	7.96407226933804e-06	No	No
Q9Y287	ITM2B	1.54508888636666	0.0004894792701103	No	No
Q9Y2A7	NCKAP1	2.13657076127151	1.11318905256128e-07	No	No
Q9Y2E4	DIP2C	2.20923139532447	2.67964401925344e-06	No	No
Q9Y2E8	SLC9A8	1.66207256294141	0.0001617294492632	No	No
Q9Y2G0	EFR3B	2.16868576032819	2.10288085923834e-07	No	No
Q9Y2G1	MYRF	3.12041157043538	5.05113738367877e-09	No	No
Q9Y2G3	ATP11B	1.55461416822854	5.17540849871203e-05	No	No
Q9Y2G8	DNAJC16	1.5395673482375	1.99117025923387e-06	No	No
Q9Y2H0	DLGAP4	2.18455148338321	0.0005551518990317	No	No
Q9Y2H5	PLEKHA6	3.42768309273951	0.0019902765855508	No	No
Q9Y2H6	FNDC3A	1.31434458588906	4.63566776750285e-05	No	No
Q9Y2I1	NISCH	2.22247215266193	9.278728374002e-08	No	No
Q9Y2I8	WDR37	1.36491058505885	7.09560383652307e-05	No	No
Q9Y2I9	TBC1D30	1.95571650396331	0.0016289993783432	No	No
Q9Y2J2	EPB41L3	1.88205510139972	1.25471005100646e-06	No	No
Q9Y2K9	STXBP5L	1.67804853881444	7.03941343508462e-05	No	No
Q9Y2L9	LRCH1	1.45233933925087	2.39318517339796e-06	No	No
Q9Y2Q0	ATP8A1	2.30708350415746	1.63172415537122e-06	No	No
Q9Y2Q5	LAMTOR2	2.99572104123758	1.55577117146149e-06	No	No
Q9Y394	DHRS7	1.63452820138362	2.71009661507079e-06	No	No
Q9Y397	ZDHHC9	1.4642963707816	7.27780605443872e-05	No	No
Q9Y3D2	MSRB2	1.76451860384959	0.0030020247991227	No	No
Q9Y3D7	PAM16	2.5818721668965	1.23608136886858e-05	No	No
Q9Y3M2	CBY1	2.29683578521031	0.0001039596191302	No	No
Q9Y3P4	RHBDD3	1.98179721185751	3.08134044515803e-06	No	No
Q9Y3R0	GRIP1	2.51883506771959	8.45883022923821e-07	No	No
Q9Y487	ATP6V0A2	1.77231193440021	1.83576213505922e-06	No	No
Q9Y4D1	DAAM1	1.91291367611447	8.37526610965003e-07	No	No
Q9Y4D2	DAGLA	1.98933810889318	4.72474651806207e-06	No	No
Q9Y4D7	PLXND1	2.85383785289357	0.0002220122312718	No	No
Q9Y4F1	FARP1	2.29206688586083	4.56075318280445e-07	No	No
Q9Y4G2	PLEKHM1	1.51886370536269	0.0009352312461933	No	No
Q9Y4J8	DTNA	2.43698265392107	5.32662603759101e-07	No	No
Q9Y4K4	MAP4K5	1.52253124625646	8.43296246530759e-06	No	No
Q9Y5G0	PCDHGB5	4.22623210751703	1.96083319405873e-05	No	No
Q9Y5S2	CDC42BPB	2.01419723696625	2.02507437210334e-06	No	No
Q9Y5W9	SNX11	2.33084398470268	3.76454376187821e-08	No	No
Q9Y5X2	SNX8	1.29488702959109	0.0009412440388839	No	No
Q9Y5Y0	FLVCR1	2.30814743722316	8.57718767765721e-08	No	No
Q9Y624	F11R	3.83978382778307	8.94377810503804e-08	No	No
Q9Y639	NPTN	4.27392978403676	2.09343641224101e-05	No	No
Q9Y666	SLC12A7	2.278622091922	1.2825903551049e-06	No	No
Q9Y6I3	EPN1	1.66529423062473	2.24130010699065e-06	No	No
Q9Y6I9	TEX264	1.85439958856841	4.85089229091891e-06	No	No
Q9Y6M4	CSNK1G3	2.32007618099138	8.66086726788126e-08	No	No
Q9Y6M5	SLC30A1	2.45800751268516	3.61816664165301e-07	No	No
Q9Y6M7	SLC4A7	1.73560182797227	8.8158220143986e-06	No	No
Q9Y6N7	ROBO1	2.95926296981265	1.16802016962369e-05	No	No
Q9Y6Q2	STON1	2.078072696401	1.63998922394257e-05	No	No
Q9Y6Q6	TNFRSF11A	2.39370613807331	1.73269328773326e-05	No	No
Q9Y6R0	NUMBL	2.00262673051367	4.34126637894856e-06	No	No
Q9Y6R1	SLC4A4	3.41908926347516	5.64647007391609e-06	No	No
Q9Y6W5	WASF2	2.51272866937945	6.32459691323238e-08	No	No
