Protein_Group	Genes	Protein_Names	Ctrl_Piezo1_KO_YODA1-_Avg_Peptide_Count	Ctrl_Piezo1_KO_YODA1+_Avg_Peptide_Count	Piezo1_KO_YODA1-_Avg_Peptide_Count	Piezo1_KO_YODA1+_Avg_Peptide_Count	Ctrl_Piezo1_OE_YODA1-_Avg_Peptide_Count	Ctrl_Piezo1_OE_YODA1+_Avg_Peptide_Count	Piezo1_OE_YODA1-_Avg_Peptide_Count	Piezo1_OE_YODA1+_Avg_Peptide_Count	Species	Intensity_Ctrl_Piezo1_KO_YODA1-_BR1_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR1_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR2_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR2_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR3_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR3_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR4_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR4_TR1	Intensity_Piezo1_KO_YODA1-_BR1_TR1	Intensity_Piezo1_KO_YODA1+_BR1_TR1	Intensity_Piezo1_KO_YODA1-_BR2_TR1	Intensity_Piezo1_KO_YODA1+_BR2_TR1	Intensity_Piezo1_KO_YODA1-_BR3_TR1	Intensity_Piezo1_KO_YODA1+_BR3_TR1	Intensity_Piezo1_KO_YODA1-_BR4_TR1	Intensity_Piezo1_KO_YODA1+_BR4_TR1	Intensity_Piezo1_KO_YODA1-_BR5_TR1	Intensity_Piezo1_KO_YODA1+_BR5_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR1_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR1_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR2_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR2_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR3_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR3_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR4_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR4_TR1	Intensity_Piezo1_OE_YODA1-_BR1_TR1	Intensity_Piezo1_OE_YODA1+_BR1_TR1	Intensity_Piezo1_OE_YODA1-_BR2_TR1	Intensity_Piezo1_OE_YODA1+_BR2_TR1	Intensity_Piezo1_OE_YODA1-_BR3_TR1	Intensity_Piezo1_OE_YODA1+_BR3_TR1	Intensity_Piezo1_OE_YODA1-_BR4_TR1	Intensity_Piezo1_OE_YODA1+_BR4_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR1_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR1_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR2_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR2_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR3_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR3_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR4_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR4_TR2	Intensity_Piezo1_KO_YODA1-_BR1_TR2	Intensity_Piezo1_KO_YODA1+_BR1_TR2	Intensity_Piezo1_KO_YODA1-_BR2_TR2	Intensity_Piezo1_KO_YODA1+_BR2_TR2	Intensity_Piezo1_KO_YODA1-_BR3_TR2	Intensity_Piezo1_KO_YODA1+_BR3_TR2	Intensity_Piezo1_KO_YODA1-_BR4_TR2	Intensity_Piezo1_KO_YODA1+_BR4_TR2	Intensity_Piezo1_KO_YODA1-_BR5_TR2	Intensity_Piezo1_KO_YODA1+_BR5_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR1_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR1_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR2_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR2_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR3_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR3_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR4_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR4_TR2	Intensity_Piezo1_OE_YODA1-_BR1_TR2	Intensity_Piezo1_OE_YODA1+_BR1_TR2	Intensity_Piezo1_OE_YODA1-_BR2_TR2	Intensity_Piezo1_OE_YODA1+_BR2_TR2	Intensity_Piezo1_OE_YODA1-_BR3_TR2	Intensity_Piezo1_OE_YODA1+_BR3_TR2	Intensity_Piezo1_OE_YODA1-_BR4_TR2	Intensity_Piezo1_OE_YODA1+_BR4_TR2
P42356	PI4KA	PI4KA_HUMAN	91.625	90.5	93.6	94.0	92.875	93.875	93.625	92.5	HUMAN	141041180.0	118901080.0	186067440.0	228720420.0	180957540.0	226125070.0	219891070.0	202152400.0	222916180.0	239761470.0	183942400.0	176116130.0	266222320.0	295519740.0	227279420.0	258331170.0	276706530.0	275027680.0	215442350.0	225820560.0	223112420.0	263329140.0	213537390.0	246580580.0	208202670.0	191680540.0	177002580.0	300524000.0	209558540.0	233738540.0	226234220.0	201421280.0	204036080.0	210677020.0	150782510.0	161317580.0	249083000.0	226564700.0	237764200.0	241254980.0	245864600.0	203920240.0	216221420.0	226368860.0	162225040.0	162820660.0	251227520.0	259884260.0	209994100.0	241474420.0	238500110.0	249124380.0	227803420.0	223333120.0	218401470.0	230311580.0	201276540.0	232727700.0	203891140.0	187498880.0	172414160.0	197347820.0	195936480.0	230194500.0	208705730.0	188103310.0	187581180.0	204754500.0
P42357	HAL	HUTH_HUMAN	4.166666666666667	4.75	4.888888888888889	4.166666666666667	3.5	3.0	4.4	6.5	HUMAN	4492098.0	2637326.0	343745.62	4843977.0	194334.81	4068477.2	431793.16	574052.1	1471966.5		5084102.0	488574.94	428471.88	183679.23	422246.34	78880.79		1081054.6				608751.8		277123.12			1086995.8	170656.72	2494382.5			6085409.0	250209.12		3986847.0	696373.25		3498322.2	2632499.2	97401.91		3973641.8	3456702.2		3848915.2	330837.6	166391.17		220223.64		962301.7	5488021.5			267131.06	364038.7			421610.03		1182566.5		803095.5	251393.48		12765889.0		
P42566	EPS15	EPS15_HUMAN	47.25	45.5	46.2	47.4	48.375	47.5	47.0	47.625	HUMAN	112492040.0	57276420.0	62924840.0	75295736.0	78771860.0	88600696.0	106094610.0	108204110.0	91034720.0	112236300.0	81656100.0	79563440.0	83691310.0	104782300.0	79619020.0	90245230.0	106984000.0	103037736.0	143293870.0	139647940.0	116976180.0	116032220.0	142775400.0	107735810.0	122009720.0	126088136.0	95754264.0	175449870.0	98777620.0	132137816.0	138452200.0	116796104.0	139659660.0	101389070.0	119383580.0	78112170.0	77012504.0	72663700.0	94172936.0	89034264.0	107531920.0	106591530.0	94966056.0	99757544.0	75660930.0	78887224.0	83653910.0	96038450.0	75248660.0	87316536.0	103493490.0	93782010.0	144074290.0	136779680.0	113266590.0	108536930.0	134566240.0	96211970.0	115864760.0	120205500.0	95117650.0	104058870.0	96015630.0	127632940.0	131258100.0	118254560.0	129476120.0	89730344.0
P42568	MLLT3	AF9_HUMAN	14.25	14.375	13.4	12.0	14.125	14.125	13.0	11.75	HUMAN	5169441.0	5806415.0	10344494.0	9676240.0	4030740.2	5591765.5	6106939.0	3233946.2	7471951.0	7831654.0	3339398.8	3181951.8	6753355.0	5451988.0	1503069.4	2466514.2	7558856.5	3165417.0	6954333.0	10113117.0	7593268.0	7201601.0	5135964.0	3729998.5	3057280.0	3387106.2	2019845.2	3417426.2	4578797.0	2177020.2	6830294.5	2392807.0	6704288.0	7068479.5	4924405.0	5521052.5	11076481.0	9540028.0	5207632.5	4048817.8	9130746.0	4956340.0	4117461.0	5756273.0	7017454.0	3311257.2	6157825.5	2272376.2	3680194.8	2207804.8	4707408.5	7871806.0	8274374.0	4694627.0	8314363.5	4538545.5	8013764.0	7742780.5	4667939.0	3336617.2	530174.56	1657198.9	5115548.5	5131255.5	6339829.5	3835937.5	5969194.5	2348285.8
P42574	CASP3	CASP3_HUMAN	13.625	14.125	13.4	13.4	14.625	13.625	13.5	13.125	HUMAN	50558496.0	19212162.0	32165064.0	34811290.0	21333096.0	21536838.0	47573652.0	46517236.0	29903136.0	37274280.0	30897760.0	29942458.0	35310296.0	52705020.0	35751430.0	37112884.0	45420108.0	32098452.0	61650980.0	69544504.0	60111268.0	43747796.0	60552936.0	31361284.0	47684268.0	63059970.0	48474200.0	65251804.0	45691110.0	44724764.0	45176104.0	42857600.0	49543430.0	29515884.0	53406110.0	25581422.0	35326916.0	41254104.0	25847066.0	22238668.0	43779950.0	44818584.0	29198898.0	32319606.0	30514286.0	26404224.0	35603150.0	52023524.0	33081286.0	32639172.0	41847500.0	34029450.0	54555010.0	55590108.0	47413610.0	36210144.0	55549176.0	30437942.0	49335980.0	54605756.0	39372740.0	41531640.0	38865564.0	44363292.0	40382708.0	43124484.0	49179096.0	29447686.0
P42575	CASP2	CASP2_HUMAN	28.5	25.25	27.7	27.8	31.875	29.625	29.375	29.5	HUMAN	43779732.0	13742751.0	17927526.0	17114922.0	22929884.0	24111098.0	30621156.0	28990508.0	29404592.0	42199130.0	22285230.0	18419210.0	24840278.0	36729850.0	28536678.0	25945284.0	38631140.0	33175730.0	43204236.0	45812410.0	40451810.0	31154630.0	56262990.0	32435550.0	40786264.0	33451834.0	29793386.0	43234670.0	30742626.0	32239996.0	46807988.0	35394440.0	44098150.0	31377464.0	48533884.0	23242006.0	22570438.0	17224904.0	31295804.0	21750292.0	29421260.0	26276952.0	25591900.0	33913916.0	19006676.0	15198491.0	21468386.0	33374162.0	24748122.0	22598464.0	35844470.0	27534578.0	51543572.0	41020148.0	43307750.0	29961466.0	52419684.0	26100512.0	40483720.0	33207252.0	30991548.0	28004700.0	33900132.0	29113500.0	39973420.0	33885296.0	45714620.0	27525422.0
P42677	RPS27	RS27_HUMAN	2.25	2.375	2.5	2.3	2.75	2.625	2.25	2.125	HUMAN	543735740.0	372385180.0	452937380.0	560120500.0	374711360.0	489662300.0	593009900.0	671942660.0	493905340.0	593494800.0	503082000.0	486062900.0	592769540.0	971554800.0	705536800.0	578979840.0	627973570.0	792018000.0	692584060.0	738577800.0	647620540.0	625487400.0	995816300.0	868624800.0	854746800.0	860596350.0	544182100.0	892618100.0	527331360.0	736071040.0	800836740.0	665695200.0	694137600.0	797929000.0	666175900.0	517638100.0	535601100.0	623629800.0	507895070.0	532165920.0	656431400.0	679521540.0	494931330.0	556924000.0	512021500.0	484919330.0	567928100.0	653043200.0	522307940.0	502365800.0	605904960.0	603777900.0	703560450.0	677364000.0	684513860.0	603914900.0	675718850.0	571481600.0	601806850.0	653210400.0	546836300.0	643610700.0	529395700.0	683641000.0	649926300.0	682612200.0	658396200.0	583597700.0
P42684	ABL2	ABL2_HUMAN	21.75	22.125	21.4	21.6	23.25	23.5	23.5	23.375	HUMAN	6931453.5	3756901.0	4874544.5	8944558.0	5794222.5	5753251.5	8727583.0	9309036.0	6077443.5	6797569.0	5703622.5	6944275.0	8622937.0	11602843.0	7860950.5	8221681.5	8538278.0	9841038.0	7487364.0	10482252.0	6048601.0	10922108.0	11347320.0	8931608.0	9692131.0	13628837.0	8178933.0	19230416.0	5965911.5	9060242.0	9256720.0	8726122.0	8722517.0	7250832.0	6679650.5	5968567.0	4501936.0	8648359.0	6597089.0	8124241.5	7900326.0	8628709.0	4698917.0	6414593.5	7080100.0	4974897.5	6182922.5	9458018.0	8646949.0	6830585.0	7772438.5	9093679.0	10019767.0	10189019.0	9495219.0	10029944.0	9278840.0	8490910.0	8737434.0	11549098.0	8383415.0	9676923.0	8041940.5	10965740.0	8572342.0	9450098.0	9838770.0	5944571.5
P42694	HELZ	HELZ_HUMAN	63.375	64.0	63.6	63.9	65.0	64.625	63.625	67.125	HUMAN	38300330.0	26777522.0	33663180.0	48353348.0	26096308.0	37002750.0	45010252.0	50528364.0	35238252.0	46482680.0	38822076.0	38456800.0	41801212.0	49364256.0	41743236.0	47703730.0	46537144.0	51855744.0	45332844.0	50994970.0	47619896.0	51012084.0	51422970.0	48237500.0	45978060.0	42078350.0	36572036.0	65307640.0	40335810.0	57472824.0	47604796.0	42714120.0	49112948.0	43698150.0	41894332.0	38133076.0	40768870.0	48692320.0	34271660.0	33232910.0	47410336.0	47481320.0	35783544.0	34198570.0	32964130.0	34112576.0	41401490.0	44698580.0	39348100.0	40017996.0	40271324.0	39391150.0	48834372.0	49958376.0	47742510.0	43922750.0	44332490.0	41681388.0	43192588.0	39630484.0	34200680.0	45090624.0	31778402.0	49217796.0	49940640.0	48087340.0	44272564.0	38864250.0
P42695	NCAPD3	CNDD3_HUMAN	67.375	65.375	66.4	66.7	69.875	66.75	68.0	67.75	HUMAN	142492620.0	92277060.0	112222744.0	130771270.0	100885630.0	118785624.0	187753920.0	163071200.0	129494744.0	181618400.0	122001930.0	115813410.0	134096480.0	150663580.0	110787830.0	145892380.0	164731860.0	143999120.0	149964210.0	150179800.0	160042320.0	120323300.0	157730450.0	131141920.0	170506740.0	144826320.0	100610600.0	230503070.0	110849130.0	153409760.0	208093920.0	184458050.0	171313460.0	148663730.0	139090110.0	121963250.0	127728184.0	126273250.0	120943290.0	115302296.0	190719490.0	148750190.0	114162850.0	150668620.0	111843000.0	105864680.0	125460776.0	139107380.0	91970640.0	121088130.0	147326140.0	118979864.0	169047730.0	149311140.0	162867580.0	123176140.0	157691420.0	120683600.0	165156940.0	126623850.0	106305100.0	143354830.0	106771730.0	142665550.0	191773310.0	171743120.0	170616450.0	136027650.0
P42696	RBM34	RBM34_HUMAN	37.625	38.875	38.6	39.1	37.875	38.125	39.25	38.125	HUMAN	193548500.0	222710240.0	173358800.0	226225180.0	213021600.0	296664260.0	239208740.0	244146050.0	279972100.0	293130800.0	332193500.0	328261820.0	222983940.0	243750660.0	272005380.0	323718460.0	293464670.0	337546850.0	204707620.0	233412640.0	219369870.0	311648770.0	224364180.0	300091520.0	239403890.0	238228770.0	207300060.0	317537600.0	217039410.0	237587280.0	265967380.0	241692080.0	222155230.0	267188670.0	206151680.0	324456960.0	208362200.0	244122020.0	259408960.0	301848300.0	248119200.0	238367150.0	288730850.0	259102940.0	310590800.0	311705600.0	216227250.0	233844450.0	250892000.0	306129060.0	247509220.0	299998430.0	217966670.0	213000480.0	238919200.0	287638620.0	207465390.0	287529440.0	227446720.0	225138510.0	221239330.0	206260450.0	205960560.0	229466350.0	242001550.0	233039570.0	228263540.0	274812480.0
P42702	LIFR	LIFR_HUMAN	16.0	17.5	19.2	19.3	18.0	18.125	17.375	19.125	HUMAN	18234642.0	17416616.0	17748224.0	21864670.0	9936727.0	17815058.0	14470578.0	22353034.0	24862402.0	40047372.0	89583650.0	30716944.0	28675542.0	37844756.0	56948770.0	50492500.0	29741902.0	50438224.0	26357002.0	30989620.0	17927452.0	39922540.0	21464080.0	51886064.0	29675120.0	17139036.0	26472440.0	72745780.0	37035172.0	34796012.0	21424544.0	25597880.0	18992418.0	21296140.0	18779036.0	25754144.0	29858968.0	26753484.0	11678021.0	24928182.0	16712428.0	18912534.0	31148596.0	37607188.0	34139744.0	44939964.0	28924254.0	44133400.0	18643246.0	39752176.0	37824150.0	26329620.0	24078856.0	23485828.0	25989516.0	37186640.0	29798830.0	22057408.0	23285994.0	20032554.0	30161594.0	31790838.0	6830419.5	31225154.0	15405223.0	19620672.0	18692740.0	26446830.0
P42704	LRPPRC	LPPRC_HUMAN	134.25	136.0	138.6	138.0	136.75	134.875	135.5	134.125	HUMAN	6188337700.0	6854838300.0	7339520500.0	9421089000.0	5543809500.0	7727183000.0	8441782300.0	8344090000.0	8246032000.0	8946005000.0	9210789000.0	8777583000.0	10071551000.0	11393902000.0	9086371000.0	10887657000.0	10575089000.0	11643019000.0	7110786600.0	8205836000.0	7579443700.0	9922960000.0	7305731000.0	9467943000.0	7451135500.0	7817705500.0	6815107600.0	11447976000.0	7418379300.0	8656239000.0	7805251600.0	6860017700.0	6966978000.0	7810263000.0	6270511000.0	9180151000.0	8483906600.0	9956944000.0	6756468700.0	7657535000.0	8460167000.0	8210516500.0	7826565600.0	7698810000.0	8271387000.0	8094309400.0	9495593000.0	10339752000.0	8325203000.0	9885068000.0	9162113000.0	10400565000.0	7188469000.0	7801337300.0	7565233000.0	8953331000.0	6851730400.0	8853032000.0	7137456000.0	7195404300.0	6716487000.0	7400755700.0	7000491500.0	8182754300.0	7153581000.0	6782291000.0	6644227000.0	7352150500.0
P42765	ACAA2	THIM_HUMAN	26.125	26.625	27.3	27.3	27.375	27.625	28.0	27.625	HUMAN	106002824.0	108532460.0	88975230.0	101336730.0	35757860.0	53114990.0	85344616.0	72669560.0	114263880.0	119295020.0	88507780.0	90663190.0	135956690.0	153923740.0	104693180.0	127576264.0	132178180.0	147575060.0	88763176.0	98385610.0	95785300.0	121403650.0	98517160.0	121239730.0	96232210.0	98721150.0	104223730.0	178453040.0	116445350.0	146939490.0	139715600.0	114710000.0	129428250.0	139081120.0	97794150.0	143864400.0	101504370.0	102583540.0	44431284.0	53833828.0	76039700.0	65707120.0	101640300.0	103797040.0	78759480.0	77594170.0	124458720.0	133674060.0	92126420.0	111309470.0	109987600.0	132955224.0	88538670.0	91935630.0	93539064.0	108591460.0	86918010.0	97858060.0	84560390.0	93859944.0	105011460.0	116813416.0	116170980.0	133301860.0	122394280.0	110989590.0	124180600.0	128108320.0
P42766	RPL35	RL35_HUMAN	6.5	6.5	7.0	6.8	7.375	6.75	6.875	6.5	HUMAN	1602430100.0	1115572000.0	1428291500.0	1830655500.0	1312596100.0	1845924900.0	2021144400.0	2707196000.0	1929945000.0	2125750500.0	2037284100.0	1912811900.0	2286366500.0	2559211800.0	2191000300.0	2360217600.0	2222689800.0	2684175000.0	2081171300.0	2215662800.0	2046788200.0	2236320500.0	2870447000.0	2811811800.0	2537767700.0	2688804000.0	1608539900.0	2810247700.0	1660950900.0	2158409000.0	2660394200.0	2020342500.0	2051508600.0	2667718700.0	1646590500.0	1589774200.0	1729354400.0	2027018600.0	1616070700.0	1799359700.0	1944329100.0	2024686300.0	1599041400.0	1768560500.0	1678197000.0	1594065300.0	1668001500.0	1857608100.0	1550324500.0	1701390800.0	1848334500.0	1940756100.0	2094767100.0	2260224500.0	2172121600.0	2126364400.0	2049355300.0	1999329800.0	1877877500.0	2327424800.0	1580142800.0	1993317800.0	1654219000.0	2157386200.0	1916361300.0	1978049700.0	1934422700.0	1906152200.0
P42785	PRCP	PCP_HUMAN	22.0	22.75	23.0	22.9	21.875	22.25	22.875	22.375	HUMAN	189339280.0	180669730.0	324733570.0	410031800.0	158023680.0	198007120.0	266102430.0	250488930.0	255014860.0	284474880.0	157689420.0	157013170.0	294060260.0	278405820.0	229539340.0	271326800.0	301327460.0	315640600.0	234008160.0	243628400.0	243506110.0	245080690.0	230545380.0	255222740.0	210408740.0	234117100.0	191442500.0	320824160.0	231600240.0	247041920.0	250422460.0	183049490.0	232363120.0	205883200.0	189512560.0	226939100.0	346182720.0	372850400.0	173454900.0	179670640.0	268511400.0	224599870.0	230729740.0	239829660.0	137715460.0	131701170.0	273731330.0	249926190.0	201988140.0	237176260.0	269702500.0	277857660.0	237509090.0	235284640.0	232253680.0	226497390.0	208617710.0	234353920.0	200026160.0	205000400.0	190143650.0	222713280.0	207982460.0	229015730.0	217032110.0	183205490.0	197289660.0	191812740.0
P42858	HTT	HD_HUMAN	106.5	102.0	106.5	101.8	110.5	106.25	108.5	105.25	HUMAN	97659110.0	27398552.0	97292056.0	131911190.0	59894830.0	66224104.0	94862744.0	124065850.0	60473720.0	75650904.0	64083840.0	73927390.0	170482190.0	174394200.0	95359740.0	68432780.0	129431050.0	94420376.0	194899820.0	191485420.0	178436640.0	167383200.0	171845340.0	95447050.0	110780550.0	119580440.0	112892700.0	110094824.0	153055440.0	123484700.0	156951120.0	80793336.0	123316560.0	99955160.0	96356904.0	35679500.0	137637780.0	148910160.0	72479336.0	68751230.0	105762200.0	130375540.0	72612344.0	57053844.0	66280860.0	97276110.0	111909050.0	129813064.0	105164720.0	118936910.0	154366700.0	82485630.0	179236210.0	133930184.0	141885900.0	152281340.0	118448820.0	89847240.0	99509590.0	136932080.0	105209896.0	108509590.0	120679720.0	121460664.0	106129270.0	60117984.0	141323540.0	66572744.0
P42892	ECE1	ECE1_HUMAN	47.75	46.875	47.2	47.9	48.625	49.125	47.5	48.625	HUMAN	542979900.0	546628100.0	447111400.0	434989980.0	491126430.0	644815040.0	605863300.0	559803840.0	779056000.0	927926900.0	500557280.0	520406660.0	532040800.0	658254460.0	562733200.0	744836400.0	866971700.0	1039861800.0	814941800.0	807462850.0	794268860.0	1001018400.0	787332700.0	931910500.0	681746100.0	585731260.0	522799460.0	945210000.0	695706200.0	853719100.0	867308160.0	770970600.0	777976600.0	878934600.0	594339900.0	756285200.0	519932860.0	460176540.0	613008060.0	650804350.0	647385800.0	546979260.0	801253700.0	860305700.0	477421440.0	495842080.0	521559580.0	634308000.0	536109500.0	710939800.0	819835970.0	958676500.0	842260200.0	787049150.0	804282900.0	915608900.0	772525600.0	914487800.0	669909950.0	589279200.0	522155500.0	651386430.0	653347600.0	806661570.0	802144450.0	770970300.0	795012800.0	864113100.0
P42898	MTHFR	MTHR_HUMAN	10.5	8.5	10.0	10.4	10.75	9.5	10.375	10.75	HUMAN	4268279.5	1808122.5	2550332.8	2712670.5	2262057.5	574854.44	3474348.5	3075437.5	2345705.5	2158233.5	1894639.2	1553263.5	4119069.0	5494166.0	3209088.2	2464382.8	3907641.0	3129828.2	4097581.2	3236321.5	2509473.5	2317196.2	7064870.5	1967427.2	3203176.5	5228073.0	2331368.0	3448880.0	1729678.6	2603423.8	4176612.0	3095261.5	4040206.0	1961677.5	4079797.8	1505698.2	3108892.8	2928229.2	1372350.8	2075230.5	3385514.8	2588667.5	2180506.5	1740761.6	1289100.0	1389768.0	5466401.5	3397654.0	2436211.2	2501215.2	3094068.8	2975852.2	3892027.5	3435174.2	2547092.0	1852048.5	3286886.0	1328198.4	2790131.8	2880622.0	1879080.8	2737003.2	2139073.8	3253863.5	3255072.2	3175825.5	3032695.2	2506949.0
P43003	SLC1A3	EAA1_HUMAN	7.75	8.5	7.6	7.9	8.5	8.25	8.75	8.375	HUMAN	8056319.0	8923031.0	4533222.0	9346328.0	19124834.0	27022226.0	16133822.0	17022934.0	12308414.0	14203153.0	21123088.0	23563722.0	5646463.5	8845233.0	6082422.0	11153958.0	11513526.0	13863109.0	25125696.0	29349484.0	24129674.0	30419648.0	26123540.0	31792602.0	24509832.0	28574132.0	15862556.0	27366704.0	20239924.0	22312264.0	30866590.0	24029034.0	29722648.0	26128162.0	10010201.0	12496816.0	5496978.0	7239047.0	20493100.0	24175828.0	16631738.0	15464574.0	12115012.0	11475032.0	20182106.0	20231308.0	5714475.0	5647628.0	6907704.0	7780527.0	11767817.0	13296822.0	26390034.0	31923742.0	24901524.0	29592872.0	24897262.0	30534938.0	26471578.0	26934516.0	16340940.0	18475160.0	20926124.0	24214572.0	22071872.0	21901622.0	28056270.0	27416066.0
P43005	SLC1A1	EAA3_HUMAN	3.875	4.75	4.9	4.4	4.75	4.875	4.5	5.0	HUMAN	312482.94	353624.78	181918.72	575201.4	619891.9	992128.4	364649.56	331351.44	835635.25	587552.4	1043097.44	1111944.4	459886.72	574157.1	464336.94	702317.75	959462.8	769703.1	706537.44	1055188.8	724430.9	1236664.5	548409.9	1244258.5	662953.5	540489.75	481262.7	1392326.5	625381.7	922111.75	768877.5	1014003.3	863844.7	833964.25	411491.25	786662.9	295684.88	530895.44	688790.0	1428062.0	429649.97	617806.25	951112.1	830670.1	1033217.4	1101319.0	609795.3	570516.06	514727.4	813797.1	757014.25	818168.75	883751.4	1016252.3	891249.9	1606469.8	501997.56	1285529.2	957751.94	755068.25	414472.44	829026.2	541815.94	1086008.2	884455.0	914591.0	849455.4	1111833.5
P43007	SLC1A4	SATT_HUMAN	17.375	18.5	18.2	18.9	18.0	18.75	17.5	17.75	HUMAN	103641290.0	100203240.0	86128984.0	110427944.0	144383500.0	202268320.0	152451840.0	141587980.0	139967120.0	165183820.0	141059870.0	159430220.0	165280560.0	201058220.0	132256120.0	172355440.0	186855710.0	214848600.0	119592870.0	160114670.0	136873700.0	194759070.0	130275960.0	168733090.0	119045020.0	138540510.0	105194830.0	199118690.0	119475576.0	153109540.0	151781180.0	137345250.0	137852400.0	143944960.0	109184744.0	155502420.0	110257740.0	125772510.0	187125700.0	234148600.0	175326560.0	148812580.0	165903380.0	155919090.0	141659400.0	158623470.0	171717630.0	208267040.0	133364500.0	179984690.0	179727220.0	216061780.0	146650990.0	163515000.0	156637090.0	187870820.0	138592690.0	180496480.0	130158080.0	140893600.0	116098840.0	123827990.0	123115200.0	149578240.0	147487280.0	141830530.0	144329890.0	147168220.0
P43034	PAFAH1B1	LIS1_HUMAN	37.375	37.125	39.0	38.5	39.5	38.875	40.0	38.875	HUMAN	715258700.0	250419570.0	394060770.0	463438900.0	375197980.0	386545380.0	568383100.0	569450500.0	436786880.0	528405120.0	464346750.0	434362900.0	510689400.0	667725700.0	495384740.0	461446800.0	613986900.0	475741380.0	578279230.0	668408960.0	549405200.0	473961200.0	726301000.0	455374180.0	608205700.0	639581500.0	434200500.0	675690750.0	438758200.0	556949000.0	675155400.0	542724900.0	769989000.0	514147460.0	647042800.0	341726000.0	406121730.0	422606600.0	396146800.0	341267800.0	524820500.0	506213500.0	381154850.0	427818980.0	387490660.0	357415870.0	440594000.0	539089540.0	403747840.0	384058180.0	505568000.0	381823700.0	620384060.0	648779840.0	571759940.0	439119970.0	605909760.0	391135800.0	518272000.0	538732900.0	445487840.0	452540160.0	422289860.0	558850600.0	588890240.0	544203100.0	646339700.0	432333280.0
P43121	MCAM	MUC18_HUMAN	39.125	38.375	38.8	38.5	40.5	40.375	41.25	40.0	HUMAN	603725250.0	501387840.0	291637060.0	312237150.0	576248450.0	722015740.0	609740800.0	507380220.0	637814200.0	685438200.0	841304260.0	825987650.0	468720960.0	505478530.0	498866780.0	628662660.0	609410500.0	686113800.0	750820300.0	810463300.0	860292860.0	958711100.0	787352770.0	917418050.0	866055040.0	776658700.0	721796700.0	1131519600.0	775727740.0	781804000.0	964282050.0	792349200.0	892926340.0	796952960.0	646867900.0	731178560.0	344433300.0	321616600.0	749998200.0	729071550.0	632308030.0	522826370.0	634416200.0	634903550.0	818579900.0	774973100.0	486015680.0	484188830.0	486698850.0	606582900.0	595013200.0	632867140.0	889155100.0	771174850.0	862189630.0	912655600.0	794864200.0	880427100.0	823581500.0	771863900.0	729563900.0	703327500.0	727092700.0	789885760.0	955590660.0	795565600.0	883616700.0	822367200.0
P43155	CRAT	CACP_HUMAN	37.75	38.625	37.4	37.8	35.75	35.75	36.25	35.625	HUMAN	335156480.0	379539740.0	386940160.0	482887650.0	400440200.0	568880100.0	437118140.0	438121200.0	454036960.0	482204740.0	262332980.0	259280350.0	600872600.0	659413200.0	435608830.0	516316800.0	536098940.0	594823230.0	332421500.0	399022430.0	380377340.0	479192700.0	345904640.0	436029760.0	313807780.0	355314880.0	328839650.0	569868400.0	395732160.0	468716830.0	370311460.0	372389020.0	367107070.0	397435800.0	353953280.0	546973100.0	459573900.0	525068450.0	531193300.0	607662700.0	481421800.0	440537950.0	461768000.0	461384130.0	264369810.0	259170930.0	630310850.0	650860300.0	448090270.0	521558430.0	515210600.0	587208450.0	371087900.0	364742500.0	386993280.0	443120450.0	333422940.0	427674780.0	320662800.0	347772300.0	328245440.0	346893900.0	350204640.0	442336100.0	379007070.0	370386180.0	380532130.0	429246620.0
