Protein_Group	Genes	Protein_Names	Ctrl_Piezo1_KO_YODA1-_Avg_Peptide_Count	Ctrl_Piezo1_KO_YODA1+_Avg_Peptide_Count	Piezo1_KO_YODA1-_Avg_Peptide_Count	Piezo1_KO_YODA1+_Avg_Peptide_Count	Ctrl_Piezo1_OE_YODA1-_Avg_Peptide_Count	Ctrl_Piezo1_OE_YODA1+_Avg_Peptide_Count	Piezo1_OE_YODA1-_Avg_Peptide_Count	Piezo1_OE_YODA1+_Avg_Peptide_Count	Species	Intensity_Ctrl_Piezo1_KO_YODA1-_BR1_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR1_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR2_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR2_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR3_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR3_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR4_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR4_TR1	Intensity_Piezo1_KO_YODA1-_BR1_TR1	Intensity_Piezo1_KO_YODA1+_BR1_TR1	Intensity_Piezo1_KO_YODA1-_BR2_TR1	Intensity_Piezo1_KO_YODA1+_BR2_TR1	Intensity_Piezo1_KO_YODA1-_BR3_TR1	Intensity_Piezo1_KO_YODA1+_BR3_TR1	Intensity_Piezo1_KO_YODA1-_BR4_TR1	Intensity_Piezo1_KO_YODA1+_BR4_TR1	Intensity_Piezo1_KO_YODA1-_BR5_TR1	Intensity_Piezo1_KO_YODA1+_BR5_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR1_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR1_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR2_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR2_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR3_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR3_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR4_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR4_TR1	Intensity_Piezo1_OE_YODA1-_BR1_TR1	Intensity_Piezo1_OE_YODA1+_BR1_TR1	Intensity_Piezo1_OE_YODA1-_BR2_TR1	Intensity_Piezo1_OE_YODA1+_BR2_TR1	Intensity_Piezo1_OE_YODA1-_BR3_TR1	Intensity_Piezo1_OE_YODA1+_BR3_TR1	Intensity_Piezo1_OE_YODA1-_BR4_TR1	Intensity_Piezo1_OE_YODA1+_BR4_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR1_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR1_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR2_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR2_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR3_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR3_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR4_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR4_TR2	Intensity_Piezo1_KO_YODA1-_BR1_TR2	Intensity_Piezo1_KO_YODA1+_BR1_TR2	Intensity_Piezo1_KO_YODA1-_BR2_TR2	Intensity_Piezo1_KO_YODA1+_BR2_TR2	Intensity_Piezo1_KO_YODA1-_BR3_TR2	Intensity_Piezo1_KO_YODA1+_BR3_TR2	Intensity_Piezo1_KO_YODA1-_BR4_TR2	Intensity_Piezo1_KO_YODA1+_BR4_TR2	Intensity_Piezo1_KO_YODA1-_BR5_TR2	Intensity_Piezo1_KO_YODA1+_BR5_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR1_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR1_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR2_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR2_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR3_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR3_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR4_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR4_TR2	Intensity_Piezo1_OE_YODA1-_BR1_TR2	Intensity_Piezo1_OE_YODA1+_BR1_TR2	Intensity_Piezo1_OE_YODA1-_BR2_TR2	Intensity_Piezo1_OE_YODA1+_BR2_TR2	Intensity_Piezo1_OE_YODA1-_BR3_TR2	Intensity_Piezo1_OE_YODA1+_BR3_TR2	Intensity_Piezo1_OE_YODA1-_BR4_TR2	Intensity_Piezo1_OE_YODA1+_BR4_TR2
Q9Y3E7	CHMP3	CHMP3_HUMAN	10.0	9.875	9.8	9.8	10.0	9.875	10.0	9.875	HUMAN	108736270.0	55033336.0	75447464.0	85903910.0	78727224.0	79887540.0	108533416.0	105926960.0	68693670.0	104333130.0	87180080.0	84466410.0	100038390.0	152203900.0	107808100.0	93075360.0	137020860.0	110449310.0	135453780.0	140085840.0	114867990.0	115950264.0	119935656.0	102082700.0	127158390.0	123821600.0	103886960.0	153561460.0	111603110.0	114387976.0	121616040.0	94572110.0	108181960.0	88587110.0	96463750.0	58051140.0	93152504.0	81486400.0	92042280.0	85468050.0	98770690.0	109144180.0	84583380.0	75788510.0	93269064.0	81147830.0	102718504.0	135899170.0	93929950.0	95283816.0	120860104.0	96833580.0	121584920.0	94510104.0	103012630.0	96954010.0	114503070.0	74609310.0	93520680.0	88151740.0	92642296.0	87812210.0	89666450.0	98833500.0	100055336.0	95648024.0	96162110.0	74291800.0
Q9Y3F4	STRAP	STRAP_HUMAN	30.5	30.25	30.5	30.2	32.125	31.125	31.875	31.25	HUMAN	948801200.0	450920450.0	575257800.0	733125800.0	589922940.0	650868160.0	923998700.0	956220400.0	592551740.0	680222500.0	755314560.0	668307100.0	652400500.0	894548200.0	641799230.0	607789000.0	788631600.0	705615000.0	1084741000.0	1165188100.0	968907600.0	925491650.0	1173957900.0	833178240.0	1019154400.0	1080001000.0	684154750.0	1312331900.0	704514000.0	1155721300.0	1102558600.0	1001048060.0	1107508700.0	821982200.0	937621600.0	606775100.0	644026400.0	714545340.0	694294850.0	636146900.0	918691700.0	948836860.0	542390300.0	581032260.0	663451200.0	568915460.0	587507300.0	809182700.0	569183360.0	555230660.0	714179700.0	619369900.0	1151785300.0	1135035000.0	1030891400.0	877138370.0	1093237000.0	787226750.0	959007900.0	971709760.0	692085570.0	859053200.0	677406900.0	1090883600.0	1007616200.0	980484350.0	968632800.0	784271400.0
Q9Y3I0	RTCB	RTCB_HUMAN	36.5	37.625	37.6	38.2	38.0	38.375	37.25	37.875	HUMAN	1809981800.0	1119499400.0	1407593900.0	1896853500.0	1231999900.0	1677051400.0	1971517400.0	2033396100.0	1473673200.0	1929867000.0	1604541400.0	1545716000.0	1660545900.0	1950324900.0	1516392800.0	1610552200.0	1898241000.0	1930527400.0	2023160000.0	2275869700.0	2060880600.0	2004981800.0	2131075500.0	1938261500.0	1967564800.0	2238226200.0	1401785200.0	2885747700.0	1539529100.0	2237675300.0	2168082000.0	2023029500.0	2075809000.0	1788076200.0	1774275300.0	1489977500.0	1737131100.0	1970761200.0	1559193100.0	1636905000.0	2044163100.0	1985231100.0	1381016400.0	1699496600.0	1460711200.0	1352560500.0	1560960400.0	1794558200.0	1379035300.0	1518224400.0	1682327000.0	1702817900.0	2152533000.0	2086009100.0	2021187600.0	1897644800.0	1997591600.0	1779747300.0	1870327600.0	1939785200.0	1406409900.0	1750886500.0	1371001900.0	2070323300.0	2008977800.0	1999821800.0	1928298400.0	1776982300.0
Q9Y3I1	FBXO7	FBX7_HUMAN	16.25	15.5	15.9	16.1	16.25	16.5	16.875	16.5	HUMAN	22311730.0	8740947.0	20951824.0	22873708.0	16511366.0	20505412.0	27727578.0	24464654.0	13618790.0	18961348.0	18028326.0	16419215.0	22690982.0	29880880.0	21144076.0	23688830.0	27232000.0	19504552.0	30621434.0	29517276.0	23755536.0	23351808.0	32467548.0	24349102.0	24625754.0	21945674.0	21825788.0	29436184.0	23050798.0	25917066.0	26912986.0	22356502.0	32630816.0	21878378.0	22115164.0	10853094.0	27718738.0	26448140.0	23934570.0	21302038.0	27409384.0	29074000.0	16858402.0	17826376.0	16223026.0	15081602.0	23896638.0	27865234.0	21766568.0	17641016.0	23651496.0	21244700.0	30372228.0	29799980.0	25865780.0	23188484.0	29613842.0	19696952.0	26914788.0	21402232.0	19341902.0	22840524.0	21757662.0	25336252.0	24104988.0	30321436.0	29734642.0	19905922.0
Q9Y3L3	SH3BP1	3BP1_HUMAN	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	HUMAN	1853332.0	977221.5	2836231.5	2957944.0	1249891.1	1172815.2	2208351.5	2122541.8	1164890.5	1721777.5	878953.3	564672.8	3470067.5	4210276.0	2351562.2	2082652.5	2646152.5	2492940.2	2513141.5	3042618.2	2229432.0	2375152.5	1974588.0	2330693.0	1770618.5	2159679.2	2011083.5	3011035.5	2761054.2	3086111.0	2234220.0	1866050.8	2483700.0	2050854.2	2024136.2	895469.9	3249043.0	3537447.2	1614396.6	1471240.8	2497354.0	2581321.0	1244701.5	1422339.5	949546.3	842666.25	3987329.8	5275444.0	2219661.2	2327732.2	3193287.5	2455963.0	2839943.8	2374411.8	2197792.0	1972004.1	2402644.2	1985803.8	1961102.0	2072288.9	2145879.2	1971193.8	2718949.0	3102339.2	2129005.0	1392648.0	2684535.5	1657331.2
Q9Y3L5	RAP2C	RAP2C_HUMAN	8.875	8.75	9.9	9.3	10.125	10.0	10.625	10.125	HUMAN	40736436.0	49609108.0	40161360.0	41474540.0	39089236.0	56060704.0	56563084.0	53944104.0	76168664.0	95144410.0	67196080.0	63774810.0	50308412.0	62861484.0	60192184.0	69822820.0	82119624.0	82239680.0	56699068.0	61258660.0	56653824.0	71589330.0	58679684.0	68942740.0	59959750.0	62145876.0	60686276.0	96027910.0	60691370.0	69593810.0	57294676.0	49112268.0	60366144.0	70848120.0	42024024.0	60667076.0	47386536.0	46851292.0	52436910.0	54492630.0	57427190.0	54932110.0	76117260.0	72070584.0	57025256.0	64459680.0	50565860.0	57089216.0	56235452.0	65657612.0	62078310.0	77657830.0	59062844.0	59761836.0	61168464.0	63963140.0	56019250.0	63599140.0	57060868.0	57402790.0	52747348.0	59750530.0	57833876.0	73198296.0	53235684.0	49864744.0	52542384.0	59916070.0
Q9Y3M2	CBY1	CBY1_HUMAN	4.25	3.875	4.0	4.6	5.0	3.875	4.625	4.5	HUMAN	68374510.0	50240.914	306943.97	233184.72	28330234.0	35786704.0	54821010.0	221927.95	58345.402	38593710.0	43652124.0	68221740.0	59343990.0	52446416.0	124545.875	86615.81	36415136.0	254391.48	70128710.0	534698.0	43870650.0	95938860.0	116209490.0	304538.6	49544604.0	421459.62	127157.08	48673764.0	375304.78	74149520.0	60540320.0	56401680.0	57491184.0	385708.7	47953320.0	88275.31	484176.8	73632210.0	63104256.0	403078.16	370021.1	44139224.0	37282548.0	315087.8	51328664.0	273077.5	69203624.0	59602972.0	92993760.0	97209800.0	257293.28	383293.3	58321344.0	48632436.0	68989420.0	356435.03	28059978.0	371013.16	33771980.0	25039470.0	251401.25	122384.7	70759230.0	389766.06	456834.84	68530470.0	44393452.0	286301.22
Q9Y3M8	STARD13	STA13_HUMAN	24.5	24.75	23.9	24.1	27.75	26.0	25.25	27.0	HUMAN	6590234.0	3185764.2	3484254.8	6368555.5	2945889.5	3381633.8	4999619.0	6701213.0	4096303.0	4703256.0	3240754.0	3592707.5	4035744.5	6192747.5	6628360.5	6258621.0	6027977.5	5158079.5	7288725.0	10779365.0	5924892.0	7672129.5	7996947.0	5785911.5	6065036.5	7658422.5	4681371.5	9587940.0	4792125.5	6032574.0	5984504.5	6943281.5	6660550.0	5218482.5	5302294.5	4899674.5	5171293.5	7938162.5	2959155.0	4230159.0	6243264.5	7024315.5	5549092.5	5359116.0	3921518.5	2862030.5	3037388.8	5127709.0	5593610.0	6011876.5	4498036.0	5388988.0	7642390.5	8151270.0	6843759.5	5785330.0	8230884.5	5709539.0	5662791.0	6830229.0	4893815.0	5167347.0	4804802.5	6393522.5	6707904.5	6444965.5	6929603.5	5982675.5
Q9Y3M9	ZNF337	ZN337_HUMAN	5.125	4.75	4.7	5.4	4.25	4.25	4.5	5.375	HUMAN	548585.6	497028.12	254090.95	752750.5	390530.6	765517.75	805279.2	884226.2	565305.7	986293.06	261274.7	472221.44	416300.56	581052.8	245499.03	394076.9	593733.06	989871.7	668621.9	441825.34	429974.84	712703.44	467537.62	865203.5	745038.44	496077.0	516403.78	518799.25	202118.56	188133.03	357142.34	401998.0	795210.3	818147.1	478384.78	849182.56	783158.7	675149.25	655148.75	586002.56	729919.75	656858.8	687594.5	319467.38	339212.16	302300.4	907217.94	520775.25	387620.22	725555.56	498483.56	454689.8	435905.56	422433.1	676598.3	621844.6	437933.56	700263.1	365601.62	338248.22	916909.4	548835.2	463319.06	398680.3	413240.22	694099.44	415210.3	713855.7
Q9Y3P4	RHBDD3	RHBD3_HUMAN	7.75	7.5	7.8	7.7	8.0	7.875	7.625	7.625	HUMAN	1529658.4	1129232.4	1651680.0	2188191.8	2042533.2	2215628.0	1879839.8	1463070.4	2083451.6	2094282.1	1976031.5	1727121.0	2822298.8	2702446.5	1839696.8	2234468.0	2309373.0	2751762.5	2292518.0	2378334.0	2750737.0	2274836.0	2210338.8	2166365.0	1952435.6	1930898.5	2019638.2	2845301.0	2061889.4	2859995.8	2726865.0	1996854.2	2279127.0	1460107.1	1580477.5	1465641.1	2098371.5	1929573.5	2506964.0	2334784.5	2540156.2	1733747.5	1862217.2	2556581.5	1854923.2	1630727.0	2603885.0	3242082.5	2121556.0	2122815.0	2329784.2	3023516.5	2901075.2	2803105.2	2740820.5	2476320.8	2470794.2	1960002.8	1895348.2	2150949.0	1933113.5	2254568.8	2066545.1	2469970.5	2337221.5	1694935.5	2097994.5	1606866.5
Q9Y3P9	RABGAP1	RBGP1_HUMAN	51.125	47.25	47.4	46.0	49.75	49.625	50.125	50.125	HUMAN	96583260.0	44153944.0	79426110.0	95287550.0	63335590.0	61779240.0	95961120.0	99193790.0	67150584.0	68318310.0	55093572.0	49166344.0	87813304.0	108319410.0	79945200.0	67349950.0	91368664.0	75305180.0	104946500.0	111989370.0	93161930.0	78211096.0	105496930.0	82689990.0	89982120.0	96658870.0	73747464.0	113775090.0	84920530.0	88503304.0	98098760.0	75271380.0	101610500.0	75448536.0	99316840.0	63986868.0	87208936.0	98524780.0	72460100.0	60786612.0	95144360.0	88882130.0	67581620.0	57394060.0	52184750.0	42596636.0	80139280.0	96459720.0	69147944.0	58456516.0	82112240.0	63633228.0	101614620.0	104986740.0	89011350.0	72477080.0	94564584.0	68534270.0	79434030.0	88580580.0	72920810.0	71857380.0	76623384.0	87957704.0	92545304.0	79537816.0	102801630.0	67191950.0
Q9Y3Q3	TMED3	TMED3_HUMAN	9.0	9.25	9.3	9.4	9.0	9.375	9.125	9.25	HUMAN	32540970.0	31271832.0	39743270.0	42816184.0	32725706.0	45963536.0	43449050.0	40768830.0	55898260.0	61066148.0	56960376.0	54501576.0	46712144.0	55024680.0	44599950.0	52062770.0	57589572.0	65745404.0	45753196.0	48724296.0	45338700.0	59644308.0	48864940.0	55783290.0	41386960.0	44233120.0	32742610.0	53638910.0	34683456.0	44406308.0	48891116.0	40869064.0	42629024.0	44436044.0	37171036.0	42135416.0	44739830.0	45202744.0	43113180.0	44940852.0	45193330.0	38817812.0	55358996.0	51994910.0	53106640.0	50157572.0	45781984.0	48994510.0	41020804.0	49537390.0	51746296.0	59933236.0	49006708.0	52775184.0	51614870.0	54950664.0	44184524.0	52469148.0	41473200.0	41971652.0	31299378.0	34414476.0	35942996.0	41273396.0	45136256.0	41317308.0	39317550.0	44389496.0
Q9Y3Q8	TSC22D4	T22D4_HUMAN	8.5	7.625	9.0	8.8	10.625	10.0	10.5	10.875	HUMAN	623412.5	183837.94	401176.78	524044.88	666303.5	665685.44	876184.5	552566.25	614378.56	690240.94	784348.5	646721.44	1011862.4	795490.1	540127.0	727684.25	1155116.1	1013039.9	1085312.9	1497280.6	891929.6	999296.1	1648805.0	698569.9	1035475.0	878484.75	1347970.4	1457561.0	992020.94	1336556.8	1077262.8	845406.1	919760.6	714261.7	718176.25	209828.73	596788.44	456305.03	586344.2	516363.34	771165.4	734477.3	530426.7	389121.25	518060.75	534614.3	786606.1	1328420.8	495862.03	608149.6	1032762.2	684799.94	1682757.0	1068962.6	809967.1	812284.0	1419852.0	765097.06	903540.0	988520.25	1250950.2	1089105.2	1144105.1	976612.44	1140532.4	852469.0	808463.75	430572.66
Q9Y3R0	GRIP1	GRIP1_HUMAN	9.875	8.5	9.5	8.3	12.875	11.75	12.125	10.75	HUMAN	1222702.8	468172.56	285638.94	383237.38	741283.25	849319.8	694163.44	637405.25	1832488.8	897994.3	1303487.5	862762.06	199810.38	490574.12	642856.1	373913.38	703503.1	957440.0	996130.0	1339156.2	1150215.6	818404.6	1474117.8	906892.75	880016.5	1066272.5	956126.25	965967.0	1094520.6	1062395.0	1531458.6	861366.3	2253665.5	1163406.6	1090233.5	669112.8	217766.77	169897.14	581415.56	351400.9	765640.1	733249.25	739062.4	635684.4	771782.4	921273.44	141681.89	125391.44	143231.81	227153.14	773936.44	719786.4	785242.1	2990285.0	978008.1	722403.9	1214745.5	393196.62	956531.5	614520.3	626756.3	650100.75	923591.06	806293.56	839404.94	783988.5	1304067.8	581807.94
Q9Y3R5	DOP1B	DOP2_HUMAN	60.25	59.0	59.1	57.2	65.125	63.875	64.5	65.0	HUMAN	33820548.0	18443912.0	21886368.0	133946130.0	30115536.0	128989864.0	115253620.0	30287930.0	25872770.0	24799922.0	151267680.0	118581120.0	36319030.0	200412930.0	160805470.0	181244340.0	40545050.0	29128506.0	161001730.0	212057620.0	162913820.0	50769052.0	61142896.0	219221390.0	208760210.0	46373484.0	82643190.0	354883460.0	49185260.0	200872110.0	58234108.0	147079490.0	184760420.0	117396696.0	195834960.0	77364000.0	40819784.0	42823800.0	135293340.0	156185220.0	40827012.0	169638020.0	25139936.0	142743950.0	19949674.0	30856476.0	48115404.0	174009230.0	33987640.0	203494400.0	44690710.0	45122776.0	227670700.0	63252296.0	52431076.0	54361424.0	187036270.0	31383198.0	38432436.0	187255580.0	162621500.0	126427380.0	45835010.0	159157340.0	188530820.0	178383860.0	198364720.0	30636530.0
Q9Y3S2	ZNF330	ZN330_HUMAN	2.875	2.625	2.3	2.8	2.625	2.625	2.4285714285714284	2.625	HUMAN	1479515.2	648778.75	962805.75	579233.4	676142.2	465872.75	1266683.0	558888.75	1266511.5	1023525.4	550240.6	521605.9	519402.25	1299668.8	456549.4	419758.44	933170.6	980553.44	1693699.2	1855710.5	1068184.6	810699.6	1728678.5	1141952.2	1028976.1	1415145.0	487288.8	665687.5	848873.25	867866.7	1385632.5	944000.8	1673605.5	839779.4	1824701.2	1038490.1	890951.9	1259222.5	849842.44	423198.84	781966.56	1371027.4	883795.0	1220149.2	675048.5	714554.0	559212.5	1545289.9	919076.25	451181.25	942361.56	865791.56	757803.0	1384130.1	1280909.0	660015.8	1113519.6	1068325.8	798910.7	892842.5		1034300.56	426711.06	1380178.5	658312.4	692590.75	837409.5	1070812.8
Q9Y3T6	R3HCC1	R3HC1_HUMAN	12.125	11.375	10.1	10.6	12.625	11.75	11.5	12.0	HUMAN	6852513.5	7045374.0	4436602.5	5022573.5	11296895.0	15505566.0	10603562.0	9080217.0	3203786.5	10984922.0	5641997.5	6999402.0	5868903.0	13692663.0	8870213.0	6887966.5	7996123.5	2002646.4	19089440.0	16706212.0	8365696.0	14937395.0	13831146.0	6364190.0	13926912.0	8164253.0	6419177.5	7311535.5	5986412.0	13387784.0	16388649.0	7801443.5	14174870.0	12617201.0	9663772.0	3424909.0	6650638.0	4293450.0	5573207.0	10697336.0	17629358.0	13672510.0	6785008.5	8712385.0	10079255.0	4488057.0	3178872.2	3639367.0	6128232.5	9188521.0	7682306.0	4533601.0	20661624.0	17946124.0	18735946.0	7204869.5	14267550.0	6170793.0	7372736.5	7345287.5	5093445.5	6433711.0	8823876.0	13319256.0	14530942.0	5403812.0	7695158.5	10527487.0
Q9Y3T9	NOC2L	NOC2L_HUMAN	36.75	36.75	37.0	36.9	37.0	35.625	36.25	36.375	HUMAN	522114500.0	573424900.0	532949470.0	815245440.0	516540770.0	796725060.0	696510140.0	694503300.0	668816600.0	736992450.0	904083300.0	920077400.0	735058050.0	855677950.0	762695100.0	949959940.0	801351400.0	1001308500.0	552773760.0	717744060.0	653999170.0	968754050.0	646482600.0	917157200.0	671564540.0	737021630.0	595451400.0	982965200.0	643305400.0	733653700.0	680800700.0	655694140.0	569983360.0	742975170.0	527971550.0	789779900.0	672757950.0	821907840.0	627830200.0	757550400.0	672516030.0	643882430.0	637972500.0	612904770.0	808572700.0	799409200.0	668341800.0	752198340.0	661789100.0	833021100.0	700860300.0	855180300.0	619069700.0	713070140.0	652461700.0	856163650.0	591565000.0	865842800.0	602530700.0	647657600.0	604982600.0	617615040.0	615567800.0	690195100.0	580050050.0	632574500.0	577296100.0	731482200.0
