Protein_Group	Genes	PTEN_sg_#6_Tr_vs_PTEN_sg_#6_logFC	PTEN_sg_#6_Tr_vs_PTEN_sg_#6_pval	Removed?	Contaminant?
P07949	RET	-1.73301466244622	0.0057526828857223	No	No
P09884	POLA1	-1.76087734436649	3.78300104985006e-30	No	No
P10243	MYBL1	-1.00289034759434	5.40409586696861e-07	No	No
P10244	MYBL2	-2.18544552857166	3.7435430551988596e-11	No	No
P11388	TOP2A	-2.36840168801836	1.04376302597636e-12	No	No
P11474	ESRRA	-1.04009945966963	3.3728451462365497e-12	No	No
P11532	DMD	-1.85683376967541	3.90074280963356e-05	No	No
P11926	ODC1	-1.46305705144383	0.0004982189821835	No	No
P12004	PCNA	-1.37978127570722	2.0963238085827602e-21	No	No
P13995	MTHFD2	-1.01967398478573	1.43712493979347e-22	No	No
P14635	CCNB1	-2.32235215770658	1.4822927992586e-07	No	No
P16104	H2AX	-1.23119454766951	0.0033105668050106	No	No
P16401	H1-5	-1.49953406287279	5.942572332038361e-39	No	No
P16402	H1-3	-2.70183892242876	2.46055601133614e-27	No	No
P16403	H1-2	-1.98523879127809	5.55093081888707e-29	No	No
P16949	STMN1	-1.52061308709342	5.83259853715412e-23	No	No
P18858	LIG1	-1.61998151993349	3.1393688693647803e-19	No	No
P19544	WT1	-1.97673957141273	2.37207473960498e-05	No	No
P20248	CCNA2	-2.518740611036	3.38911572294079e-17	No	No
P20671	H2AC7	-1.03681501183361	5.168888077072251e-10	No	No
P20700	LMNB1	-1.03597220581995	1.6157893597999298e-49	No	No
P21731	TBXA2R	-1.71189295838485	0.000813342414904	No	No
P23527	H2BC17	-1.282839103978	0.0016539896429543	No	No
P23921	RRM1	-1.08477833602912	7.89373405025627e-18	No	No
P25205	MCM3	-1.35252617205712	8.23566385394417e-28	No	No
P26358	DNMT1	-1.70425397391485	6.475716060576831e-32	No	No
P26583	HMGB2	-1.24220753998867	5.70145943192863e-23	No	No
P28289	TMOD1	-1.18904672815085	7.0379305181717304e-09	No	No
P28340	POLD1	-1.26534386622566	4.87759968638159e-27	No	No
P28749	RBL1	-2.15597298102039	7.843391755169191e-17	No	No
P30291	WEE1	-1.65586080772093	7.72667064067963e-10	No	No
P30305	CDC25B	-2.85497526683699	6.5412493617397396e-18	No	No
P30307	CDC25C	-1.40763889207496	5.5257855469732e-06	No	No
P30793	GCH1	-1.58419410083556	6.79192746556637e-06	No	No
P30825	SLC7A1	-1.62392267470139	3.6921406871705205e-21	No	No
P31146	CORO1A	-1.42713440699586	9.38168363160231e-07	No	No
P31274	HOXC9	-1.40108558644088	0.0022209249709831	No	No
P31350	RRM2	-2.43899400328182	2.8326051476054804e-09	No	No
P33316	DUT	-2.02458374206081	7.015562028351529e-22	No	No
P33552	CKS2	-1.08347815314483	0.0002760491174601	No	No
P33991	MCM4	-1.43207608629801	1.1964940026018801e-31	No	No
P33992	MCM5	-1.28008001474223	6.086044250694809e-29	No	No
P33993	MCM7	-1.35207327236497	7.92016069435336e-28	No	No
P35219	CA8	-1.13124320532104	8.25970994736106e-08	No	No
P35249	RFC4	-1.08786113048889	2.35048557377401e-21	No	No
P35250	RFC2	-1.08818709572687	2.46749061696175e-22	No	No
P38398	BRCA1	-1.47124854974984	1.61647194177948e-11	No	No
P39748	FEN1	-1.18523658689454	3.0915513493350197e-18	No	No
P40937	RFC5	-1.04758719603352	4.14812049909274e-21	No	No
P41002	CCNF	-1.77750329874197	1.30492222090879e-09	No	No
P42166	TMPO	-1.33177786834221	9.38687751493815e-46	No	No
P42575	CASP2	-1.37375551138013	1.4841388620921e-15	No	No
P42695	NCAPD3	-1.78473285594147	1.0230270724280699e-26	No	No
P43007	SLC1A4	-1.67605827143909	9.48879015270719e-29	No	No
P46013	MKI67	-2.63679830840141	8.45807523916596e-12	No	No
P49005	POLD2	-1.28078662709689	7.81693776258247e-24	No	No
P49366	DHPS	-1.18971548037461	2.34407985307709e-17	No	No
P49454	CENPF	-2.31323180534865	2.74451894243929e-15	No	No
P49638	TTPA	-3.13742309400229	1.56918792155507e-10	No	No
P49642	PRIM1	-2.07818573801663	6.92000254030414e-23	No	No
P49643	PRIM2	-1.87250676927107	7.46184800964988e-23	No	No
P49736	MCM2	-1.44074154862688	3.17489435945561e-32	No	No
P50219	MNX1	-1.21123073260292	0.0001824787833361	No	No
P50579	METAP2	-1.19549559074084	3.21566486268223e-11	No	No
P51530	DNA2	-1.84288211873465	3.4540086599399495e-11	No	No
P51587	BRCA2	-1.24301090814908	2.75301916391474e-08	No	No
P51693	APLP1	-1.21610781470801	0.0006328141057889	No	No
P51955	NEK2	-3.01807206895784	4.47680450358137e-27	No	No
P52701	MSH6	-1.19889006624203	2.62262122353305e-24	No	No
P52732	KIF11	-2.18494958056167	8.753790632740889e-12	No	No
P53350	PLK1	-2.18825863146455	5.3928843086425393e-11	No	No
P53985	SLC16A1	-1.02508057216319	1.5885243062572e-08	No	No
P54132	BLM	-2.12946335325681	1.02049361942634e-22	No	No
P55273	CDKN2D	-1.49489610681017	0.0094944064219501	No	No
P55851	UCP2	-1.40127736369077	7.0843935613422e-07	No	No
P56270	MAZ	-1.30616162081677	1.6536235297297599e-16	No	No
P56282	POLE2	-1.93643017384843	4.03236434582181e-19	No	No
P59796	GPX6	-3.24644012343583	6.34646832227925e-19	No	No
P60520	GABARAPL2	-1.02786021286077	1.59034305423509e-13	No	No
P61024	CKS1B	-1.3046765363144	1.29955263577705e-07	No	No
P62805	H4-16	-1.13877144238188	9.73261509249638e-23	No	No
P62807	H2BC10	-1.07400579713654	5.15869440496162e-20	No	No
P68431	H3C12	-1.13645390464953	1.69287097081651e-12	No	No
P78337	PITX1	-1.21674308166794	4.90894565050156e-12	No	No
P78411	IRX5	-1.03008687473138	3.37503185818838e-11	No	No
P78540	ARG2	-1.10788166103311	1.0570472566493e-15	No	No
P78549	NTHL1	-1.54427233621294	6.40311093302719e-10	No	No
P80365	HSD11B2	-1.15522073890487	9.24423490763576e-07	No	No
P81274	GPSM2	-1.05879378973731	0.0030997797802486	No	No
Q00987	MDM2	-1.27218507410098	6.8522442839085e-06	No	No
Q01664	TFAP4	-2.47777212335325	4.91009945782435e-10	No	No
Q02224	CENPE	-1.87567275707197	1.65909276921706e-16	No	No
Q02241	KIF23	-2.21062150376464	9.07396106575989e-23	No	No
Q05D32	CTDSPL2	-1.90917498407899	7.46217135368946e-49	No	No
Q06330	RBPJ	-1.10500668664093	4.1166782038947305e-23	No	No
Q06609	RAD51	-2.1608267225842	3.05306024903603e-10	No	No
Q07864	POLE	-1.74769906570347	1.4471024920176599e-30	No	No
Q08050	FOXM1	-1.28704735407948	0.0003523362349266	No	No
Q12815	TROAP	-2.41004563993156	2.5640462037931104e-09	No	No
Q12834	CDC20	-2.38675672469593	3.9345706934862e-10	No	No
Q12948	FOXC1	-1.3384727253133	0.0033118364909321	No	No
Q13111	CHAF1A	-1.58601604503844	6.97749705736171e-22	No	No
Q13112	CHAF1B	-2.03310981912304	2.69814059713353e-22	No	No
Q13257	MAD2L1	-1.32221033417182	3.59597189534562e-10	No	No
Q13309	SKP2	-1.5737280027375	1.60747744792447e-08	No	No
Q13352	ITGB3BP	-1.22488865845679	0.0017420113427613	No	No
Q13472	TOP3A	-1.29953067006126	3.3392799843992296e-33	No	No
Q13487	SNAPC2	-1.85949598789997	1.20243620466315e-10	No	No
Q13506	NAB1	-1.23691475228493	0.000762955392624	No	No
Q14181	POLA2	-1.67676307813162	1.16132623225194e-21	No	No
Q14207	NPAT	-1.10608593302847	1.06543666103398e-12	No	No
Q14320	FAM50A	-1.01153337543009	5.00087962792433e-24	No	No
Q14493	SLBP	-1.45832891146485	1.6902170818040202e-15	No	No
Q14527	HLTF	-1.07733442895111	1.71488149675847e-31	No	No
Q14566	MCM6	-1.44181942076168	1.40889022304319e-31	No	No
Q14674	ESPL1	-2.44826490974946	1.5346064356165002e-10	No	No
Q14676	MDC1	-1.38789859314016	4.4916667384070395e-43	No	No
Q14691	GINS1	-1.51791778996098	2.29695274963239e-14	No	No
Q14781	CBX2	-1.15614485686107	6.545492308078541e-14	No	No
Q14807	KIF22	-3.10988090381971	6.9474828145672e-19	No	No
Q14CB8	ARHGAP19	-1.88349764691406	1.0268995417870501e-14	No	No
Q15003	NCAPH	-1.661478069773	9.681434846107141e-20	No	No
Q15004	PCLAF	-2.77266399363681	2.00350257862084e-09	No	No
Q15021	NCAPD2	-1.85819207109333	5.187282855419839e-22	No	No
Q15054	POLD3	-1.28274725961356	4.31842084454799e-20	No	No
Q15058	KIF14	-1.70103027574915	2.18666339080171e-13	No	No
Q15398	DLGAP5	-1.51011537083089	1.84988748394537e-08	No	No
Q15468	STIL	-2.16709942442028	5.69681085316222e-13	No	No
Q15573	TAF1A	-1.06564006100675	2.33307348334563e-05	No	No
Q15742	NAB2	-1.12242055025624	6.26822585914534e-14	No	No
Q15758	SLC1A5	-1.00262322479581	2.8757703708099704e-23	No	No
Q15910	EZH2	-1.24883201410145	9.620559837370841e-25	No	No
Q16667	CDKN3	-2.13016377903135	1.97116073121293e-08	No	No
Q16763	UBE2S	-2.40870040408715	2.17348817587417e-14	No	No
Q2I0M4	LRRC26	-2.17539898404376	7.95816072191403e-09	No	No
Q2KHR3	QSER1	-1.07133242933928	6.234168215969481e-20	No	No
Q2NL82	TSR1	-1.01425983512066	1.86454580628883e-30	No	No
Q2TAM9	TUSC1	-1.05413847899496	1.75310068039967e-07	No	No
Q2VYF4	LETM2	-1.02583203866898	0.0008482303095383	No	No
Q3YBR2	TBRG1	-1.56803372112103	9.24874058473583e-07	No	No
Q495B1	ANKDD1A	-1.10205384465336	0.0007011049546448	No	No
Q53EQ6	TIGD5	-1.60471690437824	0.000596392436614	No	No
Q53EZ4	CEP55	-1.79362347276001	9.02523901894341e-10	No	No
Q53H80	AKIRIN2	-1.06593148977241	0.0002816823384871	No	No
Q53HL2	CDCA8	-2.49839774980102	3.64776978499868e-10	No	No
Q562F6	SGO2	-1.94491153179215	2.03321252008662e-14	No	No
Q56A73	SPIN4	-1.77064104513511	6.079540805424241e-20	No	No
Q56NI9	ESCO2	-2.65505840446961	3.14349957069318e-10	No	No
Q5FBB7	SGO1	-2.42041406923133	2.20514133862547e-18	No	No
Q5HYJ3	FAM76B	-1.10217308651168	5.223673744879919e-18	No	No
Q5JUR7	TEX30	-1.02682787522532	3.06800113035386e-07	No	No
Q5T0B9	ZNF362	-1.19380012467853	9.22913426717673e-08	No	No
Q5T6S3	PHF19	-2.04830254662609	3.22433675424363e-14	No	No
Q5T750	XP32	-2.20284604835856	0.0007531407677082	No	No
Q5TBB1	RNASEH2B	-1.16333402306346	1.32342050295555e-16	No	No
Q5UIP0	RIF1	-1.67065246510074	2.3101691908402198e-42	No	No
Q5VYX0	RNLS	-1.16355498035657	0.000688481955003	No	No
Q63ZY3	KANK2	-1.34560294105382	5.572545598065191e-25	No	No
Q68D06	SLFN13	-1.16873518744879	1.51886058155782e-07	No	No
Q68D85	NCR3LG1	-1.41625662757192	4.3852828695316805e-15	No	No
Q69YH5	CDCA2	-1.83675089577617	3.0196019902824e-10	No	No
Q6DN03;Q6DRA6	H2BC20P;H2BC19P	-1.11422987653071	6.31578989465684e-10	No	No
Q6IBW4	NCAPH2	-1.9419343412223	1.3512578427019798e-29	No	No
Q6IE81	JADE1	-1.62588373832813	3.86192967896162e-17	No	No
Q6IPU0	CENPP	-1.12250014813634	7.53320965373426e-05	No	No
Q6NZ36	FAAP20	-1.26387215327205	0.0002260416882707	No	No
Q6P0N0	MIS18BP1	-2.49367415766868	9.5989647823684e-22	No	No
Q6P4F7	ARHGAP11A	-2.37132894885006	1.74686870749208e-10	No	No
Q6P5Z2	PKN3	-1.12266279289917	5.73342137905081e-08	No	No
Q6PGN9	PSRC1	-1.87731660516415	6.03530227503003e-07	No	No
Q6PIW4	FIGNL1	-1.20565524876073	4.97981298100123e-22	No	No
Q6PL18	ATAD2	-2.13488644950043	1.4929854803093401e-31	No	No
Q6SJ93	FAM111B	-2.57534279671662	2.6368610965113e-11	No	No
Q6UWP8	SBSN	-1.95334697151732	0.0015573296762242	No	No
Q6UXT9	ABHD15	-1.59837380323869	0.001056561837655	No	No
Q6ZRQ5	MMS22L	-1.75993236226757	1.1451055191692601e-20	No	No
Q71F23	CENPU	-1.67435494903837	5.4628836663528304e-14	No	No
Q7L2K0	TEDC2	-1.17010961713208	8.07036615094332e-05	No	No
Q7L2Z9	CENPQ	-1.43875262099741	8.939051538478511e-09	No	No
Q7L590	MCM10	-2.85415982649202	2.23696300975522e-14	No	No
Q7Z7L1	SLFN11	-1.65231291326782	6.2413634270474605e-19	No	No
Q86T82	USP37	-2.15186193183197	8.836568945551869e-12	No	No
Q86TG7	PEG10	-1.17118166218237	0.0002619676688012	No	No
Q86U06	RBM23	-1.15683611563307	5.2771433487787896e-12	No	No
Q86UD0	SAPCD2	-1.54741517017686	2.7233570718153e-15	No	No
Q86UN3	RTN4RL2	-1.31554942315024	0.0001352635139589	No	No
Q86VI3	IQGAP3	-2.90048593702894	1.81745390920968e-13	No	No
Q86XI2	NCAPG2	-2.05991374509926	8.38816157508297e-27	No	No
Q86XK3	SFR1	-1.57543064525506	3.26048243757337e-08	No	No
Q86Y91	KIF18B	-3.0621845334529	7.45084025730402e-19	No	No
Q86Y97	KMT5C	-1.15029128917223	1.40070226516615e-13	No	No
Q86YC2	PALB2	-1.19935323262959	5.49425100490614e-05	No	No
Q86YI8	PHF13	-2.2695292862228	8.908880991331419e-13	No	No
Q8IUE6	H2AC21	-1.00239322551142	0.0002978148103511	No	No
Q8IVG5	SAMD9L	-1.21304362976602	0.0009916747378202	No	No
Q8IW93	ARHGEF19	-1.18363791900651	1.5263352398021502e-09	No	No
Q8IX21	SLF2	-1.86658765593045	4.57729939611975e-10	No	No
Q8IX90	SKA3	-2.26374963633405	6.22985190214009e-10	No	No
Q8IXM6	NRM	-1.1247812593708	3.3272345962821498e-22	No	No
Q8IYA6	CKAP2L	-2.08866462885211	4.70939616806394e-06	No	No
Q8IYW5	RNF168	-2.63346506039955	3.52066627611823e-20	No	No
Q8IZ13	ZBED8	-1.20941844919373	0.0011619942331536	No	No
Q8IZT6	ASPM	-1.26302797157177	3.41484522603121e-16	No	No
Q8N0S6	CENPL	-1.31828931624219	1.5820338676059102e-15	No	No
Q8N257	H2BU1	-2.07271443862363	3.59917193086823e-08	No	No
Q8N2Z9	CENPS	-1.63472721086892	1.41010115895818e-16	No	No
Q8N3D4	EHBP1L1	-1.02605857358105	2.60938576375081e-33	No	No
Q8N4T4	ARHGEF39	-2.05701547831361	3.48701222802887e-06	No	No
Q8N531	FBXL6	-1.18083428598009	2.29731789491325e-29	No	No
Q8N5V2	NGEF	-1.02315540070672	0.0079808300316072	No	No
Q8N806	UBR7	-1.22731240284564	3.90411635172123e-27	No	No
Q8N954	GPATCH11	-1.09321031826245	3.52585357854167e-20	No	No
Q8NBT2	SPC24	-2.5400234952656	2.3593448474460698e-11	No	No
Q8NCD3	HJURP	-1.82955648270723	7.14929332747186e-10	No	No
Q8NCN4	RNF169	-1.22881979619687	1.1569822412581e-29	No	No
Q8NCU4	CCDC191	-2.36900205998048	1.20822904365839e-09	No	No
Q8NCW0	KREMEN2	-1.42615336062343	2.48214715329688e-08	No	No
Q8NEM2	SHCBP1	-1.86581002101569	3.77494674700323e-11	No	No
Q8NG08	HELB	-1.07165866276035	0.000308365001487	No	No
Q8NG31	KNL1	-1.67837488725928	1.0710966692203599e-12	No	No
Q8NI77	KIF18A	-2.04253756408742	2.26672683023263e-24	No	No
Q8TAT5	NEIL3	-2.83626697950405	2.93606177681855e-17	No	No
Q8TCA0	LRRC20	-1.1517199919154	4.77556501467599e-10	No	No
Q8TCG1	CIP2A	-1.67891472778783	4.01729292833375e-16	No	No
Q8TD30	GPT2	-1.11071967386044	7.03526609764975e-14	No	No
Q8TF71	SLC16A10	-1.34687594357394	4.77213737170516e-06	No	No
Q8TF76	HASPIN	-1.65980407273419	4.86967106873397e-08	No	No
Q8WUU4	ZNF296	-1.11869206006705	0.0098011585001753	No	No
Q8WVK7	SKA2	-1.96852190324893	1.85350860536606e-10	No	No
Q8WVP5	TNFAIP8L1	-2.08542585350698	4.32266243258265e-10	No	No
Q8WWK9	CKAP2	-2.24547425196841	3.85430791920647e-11	No	No
Q8WXG9	ADGRV1	-1.15006502889126	0.0035690303873719	No	No
Q8WXH0	SYNE2	-1.13857851947464	3.73014319946608e-44	No	No
Q8WXX5	DNAJC9	-1.16092030789312	1.94440037955355e-22	No	No
Q8WYH8	ING5	-1.01900425282721	3.0713396757642e-05	No	No
Q92466	DDB2	-1.34216444538522	2.49912024548121e-44	No	No
Q92522	H1-10	-1.86131869500738	1.89493960446754e-29	No	No
Q92547	TOPBP1	-1.14608454471664	1.45399948431995e-27	No	No
Q92565	RAPGEF5	-1.50796905884967	0.0069464024231889	No	No
Q92674	CENPI	-1.59490540789114	2.23179543867413e-17	No	No
Q92686	NRGN	-1.70372346256704	0.0002328835485213	No	No
Q92729	PTPRU	-1.1837659355496	2.38303547204236e-05	No	No
Q92754	TFAP2C	-1.05860066388563	3.24343278817547e-20	No	No
Q92771	DDX12P	-1.99553369497396	1.55667320494166e-14	No	No
Q92966	SNAPC3	-1.08984961064781	5.89465087566991e-14	No	No
Q96AP7	ESAM	-1.79106258476404	0.0001023072075217	No	No
Q96B01	RAD51AP1	-1.95262964431461	7.76212918536539e-13	No	No
Q96BD8	SKA1	-2.26255010662332	4.45671180629248e-10	No	No
Q96BZ8	LENG1	-1.27585335831265	1.18172115894685e-22	No	No
Q96CG3	TIFA	-1.0331123749621	0.0010419776305226	No	No
Q96CN5	LRRC45	-1.62738278389692	1.81821699218552e-12	No	No
Q96CX2	KCTD12	-1.83441699499787	9.0327078592673e-06	No	No
Q96DN5	TBC1D31	-1.30548242451851	2.6771849769216204e-09	No	No
Q96E14	RMI2	-1.51510440214281	5.77644991727391e-14	No	No
Q96EX3	DYNC2I2	-1.25982105755892	8.04470568390851e-13	No	No
Q96FC9	DDX11	-1.27734305825007	2.36962500900222e-05	No	No
Q96FF9	CDCA5	-2.95751948669236	8.07084455820482e-13	No	No
Q96GD4	AURKB	-2.70741304445297	7.86652131604005e-13	No	No
Q96GN5	CDCA7L	-2.58355979713789	9.613575806892621e-20	No	No
Q96GX5	MASTL	-1.40751983377374	4.00886005504099e-06	No	No
Q96H22	CENPN	-1.42158879550321	4.95891538163338e-14	No	No
Q96HA7	TONSL	-1.61739801744245	9.00410730569567e-22	No	No
Q96HE9	PRR11	-1.76823564323708	1.82836246416704e-10	No	No
Q96IT1	ZNF496	-1.07245541990885	0.0024099676509013	No	No
Q96K80	ZC3H10	-1.09483399693191	1.47178985779173e-11	No	No
Q96KB5	PBK	-2.41195570574287	6.81495601286246e-12	No	No
Q96L50	LRR1	-1.71021128636544	1.83888609563474e-12	No	No
Q96M11	HYLS1	-1.46538816343858	5.6246299359929605e-09	No	No
Q96MW7	TIGD1	-1.176127016488	0.0009554485526301	No	No
Q96PD5	PGLYRP2	-1.26245237996626	4.96782336403611e-05	No	No
Q96Q89	KIF20B	-1.81051754419602	5.48807181675193e-23	No	No
Q96QE3	ATAD5	-2.0131857241976	1.27626047075781e-21	No	No
Q96R06	SPAG5	-2.09077830093261	1.2025703406810099e-12	No	No
Q96T88	UHRF1	-2.49617887039636	4.105901938189531e-15	No	No
Q99424	ACOX2	-1.09125297636549	0.0001449645597476	No	No
Q99550	MPHOSPH9	-1.85863557218186	1.82589517161087e-13	No	No
Q99618	CDCA3	-2.16523507574733	4.96430263703332e-11	No	No
Q99640	PKMYT1	-2.13622429972508	5.84648696196096e-16	No	No
Q99661	KIF2C	-2.39762043873181	7.62868949507621e-14	No	No
Q99728	BARD1	-1.80526542099294	3.91976589879492e-18	No	No
Q99741	CDC6	-2.22803419831322	1.72835279466034e-11	No	No
Q99808	SLC29A1	-1.40925006752833	1.42286963757591e-10	No	No
Q9BPX3	NCAPG	-1.71122126073408	5.16958991282926e-19	No	No
Q9BQA5	HINFP	-1.07347130521843	0.0012864528302061	No	No
Q9BQI6	SLF1	-1.45419611927241	0.0002083319183821	No	No
Q9BRT9	GINS4	-1.27469394877688	2.51679786536381e-10	No	No
Q9BRX5	GINS3	-1.3700712046477	3.4903101106202996e-11	No	No
Q9BS16	CENPK	-1.38479531099036	2.8878851109282797e-13	No	No
Q9BSJ6	PIMREG	-1.22554820884276	1.13340055433312e-05	No	No
Q9BTE3	MCMBP	-1.09270422555657	2.0465786059605e-15	No	No
Q9BU64	CENPO	-1.31346951869278	1.61779324359634e-10	No	No
Q9BVC3	DSCC1	-1.00570747574849	3.90459578491007e-21	No	No
Q9BVW5	TIPIN	-1.99573150354636	6.23550223970839e-23	No	No
Q9BVX2	TMEM106C	-1.42434794098209	3.14578039027406e-06	No	No
Q9BW11	MXD3	-2.45781373611034	3.6999483317999804e-17	No	No
Q9BW19	KIFC1	-2.62663604748657	2.8192355354333304e-15	No	No
Q9BW71	HIRIP3	-1.97564907963051	5.3313405960393695e-30	No	No
Q9BWT6	MND1	-2.61010073361263	1.02522942365207e-12	No	No
Q9BX63	BRIP1	-1.51397433024029	7.7762024180407e-11	No	No
Q9BXS6	NUSAP1	-2.63697532741839	1.79074658102697e-09	No	No
Q9BXW9	FANCD2	-2.10208829797453	8.63732417022882e-18	No	No
Q9BYE7	PCGF6	-1.02323090587508	4.73491669288019e-14	No	No
Q9BZD4	NUF2	-2.38793742745002	9.79365417303714e-10	No	No
Q9BZR6	RTN4R	-1.1673849319966	0.0005489977703716	No	No
Q9H0H5	RACGAP1	-2.26678967659181	2.60021496229547e-18	No	No
Q9H211	CDT1	-2.55495045654104	2.6011050204605598e-30	No	No
Q9H2Y7	ZNF106	-1.45371775331283	2.18966490626141e-18	No	No
Q9H3R5	CENPH	-1.30287062238074	1.24540704901412e-15	No	No
Q9H467	CUEDC2	-1.00835745271572	1.61730094049812e-10	No	No
Q9H4H8	FAM83D	-1.9139731770598	1.1138943937048602e-09	No	No
Q9H6D7	HAUS4	-1.15688523183192	1.3998640133887098e-18	No	No
Q9H6L5	RETREG1	-1.43020600865286	2.52593827432731e-05	No	No
Q9H8V3	ECT2	-1.88016507821322	2.2297035491769498e-18	No	No
Q9H967	WDR76	-2.73854315740489	1.97808823937902e-14	No	No
Q9H9A7	RMI1	-1.97925172448453	1.7259372251880502e-23	No	No
Q9HAW4	CLSPN	-2.4632787844503	3.3785462575398e-14	No	No
Q9HBE1	PATZ1	-1.22701240360385	3.09694828292593e-27	No	No
Q9HBM1	SPC25	-2.65075145912164	2.08455089907216e-11	No	No
Q9NPD8	UBE2T	-2.58753739846315	8.62252011607464e-14	No	No
Q9NQS7	INCENP	-2.64112927413413	1.5479961018316699e-16	No	No
Q9NQW6	ANLN	-2.10969371912355	5.18636575510757e-10	No	No
Q9NRZ9	HELLS	-2.79695352365229	4.59456117487748e-17	No	No
Q9NS87	KIF15	-1.66581683435659	2.23474200439187e-12	No	No
Q9NS91	RAD18	-2.08479808948445	1.2343502805362301e-31	No	No
Q9NSG2	C1orf112	-1.16926502196101	2.34453331343129e-16	No	No
Q9NSP4	CENPM	-1.09298944540397	6.90530708993881e-06	No	No
Q9NTJ3	SMC4	-1.45654844084631	1.91729731562066e-29	No	No
Q9NVI1	FANCI	-2.44949222102023	1.7051322727574702e-17	No	No
Q9NVP2	ASF1B	-1.31918143030023	1.82428598603003e-07	No	No
Q9NW38	FANCL	-1.58991130512879	1.1115563089583e-06	No	No
Q9NXG0	CNTLN	-1.51444207614499	6.880641489820219e-11	No	No
Q9NYP3	DONSON	-2.34682560464505	2.71035996584242e-08	No	No
Q9NYP9	MIS18A	-1.05386496051595	1.16917510894547e-11	No	No
Q9NYZ3	GTSE1	-2.33432728999877	4.60846975204681e-09	No	No
Q9NZJ0	DTL	-1.857137370956	2.1755843325062e-12	No	No
Q9P2S5	WRAP73	-1.01497240700015	8.025422522347591e-09	No	No
Q9P2W1	PSMC3IP	-3.35035410118643	6.32006047266636e-20	No	No
Q9UGN5	PARP2	-1.09517827653211	7.3426953255362e-23	No	No
Q9UH17	APOBEC3B	-1.53359697120682	7.0352418368602e-13	No	No
Q9UIG0	BAZ1B	-1.03281095550751	1.9281931108573e-39	No	No
Q9UJA3	MCM8	-1.16790595806367	8.202112887481851e-09	No	No
Q9UJK0	TSR3	-1.05766199447446	3.6654629920342e-15	No	No
Q9UKL3	CASP8AP2	-1.54937025436994	1.7927336969116701e-09	No	No
Q9UKT4	FBXO5	-1.81173759805797	1.0114868783129599e-11	No	No
Q9ULV3	CIZ1	-1.03166300740198	4.06097588113451e-26	No	No
Q9ULW0	TPX2	-2.49069379689769	4.32054856451963e-12	No	No
Q9UNS1	TIMELESS	-2.02620354066301	5.16456995363918e-28	No	No
Q9UPG8	PLAGL2	-1.68453328670871	0.0035058591153873	No	No
Q9UPY5	SLC7A11	-1.45372385249854	0.0012970986250928	No	No
Q9UQ84	EXO1	-2.39873625177925	1.9315108308346503e-15	No	No
Q9UQR0	SCML2	-1.21155388405186	3.72214331548514e-24	No	No
Q9Y242	TCF19	-2.58176531929331	3.58360448069893e-13	No	No
Q9Y248	GINS2	-1.58427791572402	1.27286443800157e-14	No	No
Q9Y253	POLH	-1.19195957408212	6.99478951395043e-06	No	No
Q9Y2A9	B3GNT3	-1.31965813926751	0.0006458494673812	No	No
Q9Y2D8	SSX2IP	-1.43368555650199	7.32897762952666e-07	No	No
Q9Y2Y6	TMEM98	-1.75075053334924	4.19764324845344e-08	No	No
Q9Y448	KNSTRN	-2.25769609715938	1.96433031725409e-12	No	No
Q9Y5N6	ORC6	-1.62487286900659	2.11271023643267e-07	No	No
Q9Y5T4	DNAJC15	-1.89349581615528	2.46445253997806e-17	No	No
Q9Y5U5	TNFRSF18	-1.05627406594252	0.0048367208944489	No	No
Q9Y605	MRFAP1	-1.02779398363961	9.39114810496489e-16	No	No
Q9Y620	RAD54B	-1.53967469115518	1.0772236404547398e-11	No	No
Q9Y6A5	TACC3	-1.72439287459132	3.6205141004701103e-09	No	No
Q9Y6D0	SELENOK	-1.05155543654237	0.0013955754547099	No	No
Q9Y6K5	OAS3	-1.23717372549138	8.43715788842139e-25	No	No
Q9Y6R9	CCDC61	-1.18450186318316	1.03787371399206e-08	No	No
