Protein_Group	Genes	T47D_ResA_p36_vs_T47D_logFC	T47D_ResA_p36_vs_T47D_pval	Removed?	Contaminant?
Q5T2W1	PDZK1	-5.6734576064053	6.00955800837731e-66	No	No
Q5T686	AVPI1	-2.33284524768747	2.15834954549747e-05	No	No
Q5T9L3	WLS	-1.34743863784654	0.0001595502144752	No	No
Q5TC63	GRTP1	-1.14501974729666	2.73977439747697e-22	No	No
Q5VTJ3	KLHDC7A	-1.58280131163456	2.61102866133512e-26	No	No
Q5VWT5	FYB2	-1.48992166104905	3.28157476543421e-09	No	No
Q5VZF2	MBNL2	-1.70187505475022	3.8367309805214e-21	No	No
Q5ZPR3	CD276	-1.56832854284983	1.13772806270927e-37	No	No
Q60I27	ALS2CL	-1.66210899140674	2.4713389564474102e-17	No	No
Q684P5	RAP1GAP2	-2.30726110125261	1.0073659208833001e-10	No	No
Q68CR1	SEL1L3	-1.337302191081	0.0006934741480773	No	No
Q68DD2	PLA2G4F	-1.43630036934725	1.0173111418450501e-20	No	No
Q6AZY7	SCARA3	-1.40210472828021	0.0004656096368909	No	No
Q6F5E8	CARMIL2	-1.79360246285725	2.24288462511499e-16	No	No
Q6FI81	CIAPIN1	-1.16292289792551	6.31884738079197e-28	No	No
Q6MZZ7	CAPN13	-3.48722051778354	3.43387458503612e-07	No	No
Q6NT16	SLC18B1	-1.07520075879524	1.3075603489049102e-09	No	No
Q6NUM6	TYW1B	-1.43799463952942	0.0025430436158704	No	No
Q6NZI2	CAVIN1	-1.40602941420576	4.70465903888835e-06	No	No
Q6P179	ERAP2	-1.43175358752817	1.43342482683248e-19	No	No
Q6P3W2	DNAJC24	-1.81739924400969	5.12548549870339e-07	No	No
Q6P4A8	PLBD1	-2.22870807598307	1.23766312317177e-23	No	No
Q6PCB6	ABHD17C	-1.08327753989489	1.58213806189872e-12	No	No
Q6UWH4	GASK1B	-1.12582135498111	3.16650941001185e-05	No	No
Q6UWJ1	TMCO3	-2.34167134875091	3.06310803816159e-16	No	No
Q6UWP2	DHRS11	-1.54683829995297	2.47328449192298e-36	No	No
Q6UWS5	PET117	-1.17686514726135	0.0087789837223727	No	No
Q6UX53	METTL7B	-2.57596680661375	5.08648863298675e-21	No	No
Q6UXI9	NPNT	-1.14141577552037	0.0003954520445857	No	No
Q6V1X1	DPP8	-1.18385035114323	2.64586999708413e-26	No	No
Q6Y288	B3GLCT	-1.05565407563781	6.2627594810215295e-12	No	No
Q6ZNL6	FGD5	-1.76875005111787	6.01061145093473e-05	No	No
Q6ZNW5	GDPGP1	-1.12622958685015	6.93738164760984e-12	No	No
Q6ZRY4	RBPMS2	-1.1315495730875	8.97742740665029e-17	No	No
Q6ZS17	RIPOR1	-1.39174489437283	2.0835451144934097e-30	No	No
Q6ZUT6	CCDC9B	-1.80914056366506	2.7205398250292896e-11	No	No
Q709C8	VPS13C	-1.50282870988963	2.99196601540977e-54	No	No
Q70J99	UNC13D	-1.36844986252952	6.734292505912671e-44	No	No
Q7KYR7	BTN2A1	-1.2556685263971	2.7388706467944e-05	No	No
Q7L5N7	LPCAT2	-1.72661801313995	1.07891496186812e-26	No	No
Q7L5Y6	DET1	-1.68398810921569	7.40645715379754e-06	No	No
Q7LG56	RRM2B	-1.12589205099944	6.024417897199649e-30	No	No
Q7Z309	PABIR2	-1.08799141986396	0.0004435133581982	No	No
Q7Z3Q1	SLC46A3	-1.65750202663594	2.5406638688397197e-11	No	No
Q7Z401	DENND4A	-1.58967118825938	1.20384527327905e-28	No	No
Q7Z4G4	TRMT11	-1.18043723386968	1.17828731298444e-28	No	No
Q7Z4Q2	HEATR3	-1.03612762369843	3.00895492885641e-21	No	No
Q7Z6L1	TECPR1	-1.2847652848915	5.16919641182371e-12	No	No
Q86UT6	NLRX1	-1.17977006967531	2.3960546567678002e-36	No	No
Q86V97	KBTBD6	-2.1720885672468	1.62362207030668e-41	No	No
Q86VE0	MYPOP	-1.15148466414032	0.0020027551657031	No	No
Q86VN1	VPS36	-1.42705799717324	9.452362748715398e-41	No	No
Q86VR7	VSIG10L	-1.84990046850379	2.2555952393081102e-21	No	No
Q86VV4	RANBP3L	-1.34200485772333	1.47399156804719e-07	No	No
Q86WA9	SLC26A11	-1.07178206711454	7.94611875477335e-11	No	No
Q86WU2	LDHD	-1.27107820291885	2.60913827808552e-39	No	No
Q86WZ6	ZNF227	-2.04586475259263	1.70740545376581e-12	No	No
Q86YJ6	THNSL2	-1.19844533634819	2.47428206287052e-05	No	No
Q86YS3	RAB11FIP4	-1.09554775122298	3.4363065822363e-17	No	No
Q8IU85	CAMK1D	-1.38023770750731	1.5137351880711801e-09	No	No
Q8IUX4	APOBEC3F	-1.72228493162222	5.8150325997312e-14	No	No
Q8IVA1	PCP2	-1.09920683274961	7.30435657856977e-06	No	No
Q8IW45	NAXD	-1.61723825130056	2.52415043346541e-45	No	No
Q8IWP9	CCDC28A	-1.07612143052316	0.0002970736757963	No	No
Q8IWU6	SULF1	-2.11508972208289	4.86155636518105e-07	No	No
Q8IWW8	ADHFE1	-1.72229917068847	1.07064055987201e-16	No	No
Q8IWZ6	BBS7	-1.30882242501975	3.31978141577316e-16	No	No
Q8IXQ4	GPALPP1	-1.05289521977456	4.45632385713462e-27	No	No
Q8IXQ6	PARP9	-1.02397062536178	3.3384727514245297e-22	No	No
Q8IYN6	UBALD2	-2.1964479446905	8.95086418284928e-06	No	No
Q8N0X4	CLYBL	-1.08324220615885	1.51734997257812e-16	No	No
Q8N118	CYP4X1	-1.20439858981692	1.59063634775485e-17	No	No
Q8N196	SIX5	-1.03313830253915	0.0019908760148773	No	No
Q8N3V7	SYNPO	-3.99439029033413	1.52255914440183e-21	No	No
Q8N543	OGFOD1	-1.00783719215532	3.47068687575504e-30	No	No
Q8N5J2	MINDY1	-1.15282337951555	4.17413994269158e-28	No	No
Q8NA23	WDR31	-1.20578114488549	1.70427827404172e-05	No	No
Q8NB16	MLKL	-1.62319938669618	6.84810068450511e-38	No	No
Q8NBI5	SLC43A3	-1.02729279876098	1.57564788177707e-05	No	No
Q8NBM4	UBAC2	-1.00355124246859	2.02522617321327e-29	No	No
Q8NEP3	DNAAF1	-1.16762361172203	0.0004046026576194	No	No
Q8NFJ9	BBS1	-1.76090644614826	6.53432187613304e-32	No	No
Q8NFP9	NBEA	-1.09605727128711	6.72744741591227e-17	No	No
Q8NHW5	RPLP0P6	-1.44555462725853	0.0003114778466678	No	No
Q8TB45	DEPTOR	-1.8329430472851	6.607364045822331e-23	No	No
Q8TBP0	TBC1D16	-2.16638939781163	2.96549945872366e-10	No	No
Q8TDZ2	MICAL1	-1.06336958251243	1.95774584134654e-12	No	No
Q8WTW3	COG1	-1.20389545166872	1.3193096034220599e-49	No	No
Q8WV07	LTO1	-1.11417513932847	6.32426370944751e-10	No	No
Q8WV41	SNX33	-1.06274596417819	1.24698155764894e-28	No	No
Q8WVZ9	KBTBD7	-1.67155724164172	1.94877240639448e-20	No	No
Q8WW22	DNAJA4	-1.1357657995943	5.20617688386476e-36	No	No
Q8WWW0	RASSF5	-1.88579715785534	3.7687637552282895e-12	No	No
Q8WYR4	RSPH1	-1.9187588613881	3.61229229348765e-07	No	No
Q92508	PIEZO1	-1.070239859965	1.99661942345079e-18	No	No
Q92597	NDRG1	-1.70516208515555	1.63464435420782e-12	No	No
Q92598	HSPH1	-1.08761476221786	1.92913239186654e-39	No	No
Q92619	ARHGAP45	-1.16870853709852	1.899919201173e-14	No	No
Q92791	P3H4	-1.54879197341921	4.2237158055445e-37	No	No
Q92831	KAT2B	-1.16202688189651	2.63204343192202e-09	No	No
Q92902	HPS1	-1.24360655251467	3.31724156334823e-06	No	No
Q92963	RIT1	-1.19330331242263	6.89710946273817e-05	No	No
Q93062	RBPMS	-2.17336111689827	2.3979483531421098e-34	No	No
Q93100	PHKB	-1.31406280804068	4.4046275698947696e-30	No	No
Q969Q4	ARL11	-2.09671406511715	8.22804462963934e-14	No	No
Q96A19	CCDC102A	-1.63084045634497	4.30394044528013e-21	No	No
Q96AH8	RAB7B	-1.64985917606724	5.1054763094438e-07	No	No
Q96AY3	FKBP10	-2.92987504124542	3.47037135949974e-69	No	No
Q96AZ6	ISG20	-2.37939578791909	9.01797898704845e-10	No	No
Q96C11	FGGY	-1.30858184156222	2.59878941598122e-12	No	No
Q96C74	ROPN1L	-2.60614584215297	3.3047388623121304e-14	No	No
Q96CD0	FBXL8	-1.01604970176277	2.05985876721372e-08	No	No
Q96D70	R3HDM4	-1.24730123740946	4.48437553580153e-05	No	No
Q96DR4	STARD4	-1.80492291235978	2.53101914731213e-07	No	No
Q96EF0	MTMR8	-3.0669401272687	1.79502775183852e-18	No	No
Q96EF9	ZHX1-C8orf76	-1.0267478963344	0.0084574607824645	No	No
Q96FE7	PIK3IP1	-2.71400261553335	2.4082363280363e-12	No	No
Q96FL8	SLC47A1	-1.70997134206539	4.284892396612419e-11	No	No
Q96FL9	GALNT14	-1.52788187748232	0.0020280065077419	No	No
Q96FN4	CPNE2	-1.58399810275236	1.7124909019363902e-15	No	No
Q96FV2	SCRN2	-1.13483732276006	5.78393678289767e-13	No	No
Q96GA7	SDSL	-1.47361567119816	6.9593627765356894e-34	No	No
Q96IK0	TMEM101	-1.49245447899299	3.57860296894084e-06	No	No
Q96JB2	COG3	-1.27520993254237	7.41049165140255e-46	No	No
Q96JK2	DCAF5	-1.50634260247339	2.05664732368272e-44	No	No
Q96LJ7	DHRS1	-1.21258897940212	1.6793448727104198e-34	No	No
Q96LZ7	RMDN2	-1.0401414030595	7.4166178745505e-11	No	No
Q96ME1	FBXL18	-1.21247290593336	3.9345605865074195e-34	No	No
Q96MF6	COQ10A	-1.31474153138837	3.95383095119906e-07	No	No
Q96MG8	PCMTD1	-1.36674784816021	2.58613290288974e-21	No	No
Q96MP8	KCTD7	-2.66782643130706	3.96900956413388e-17	No	No
Q96PX6	CCDC85A	-1.63912851076726	6.8991600484417e-05	No	No
Q96QU6	ACCS	-1.06998268814664	1.0580721593428699e-13	No	No
Q96R05	RBP7	-1.18338744773686	1.76835208765997e-14	No	No
Q96RK4	BBS4	-1.09545415850938	9.634214130970971e-17	No	No
Q99489	DDO	-1.38893882838968	0.0003336773764052	No	No
Q99490	AGAP2	-2.73474281206763	4.57245356651809e-10	No	No
Q99541	PLIN2	-1.07840936411021	0.0003203225179635	No	No
Q99574	SERPINI1	-1.37738647728301	8.87447445533127e-20	No	No
Q99685	MGLL	-1.89195335888729	1.57263128272955e-12	No	No
Q99708	RBBP8	-1.09916746117457	1.65620840052794e-08	No	No
Q99715	COL12A1	-1.57500245372354	4.11871995671211e-07	No	No
Q9BQE3	TUBA1C	-1.3316241262347	2.55136133229379e-07	No	No
Q9BQL6	FERMT1	-1.30402709495336	6.116645700547249e-30	No	No
Q9BR39	JPH2	-1.13229677045248	8.598813626992691e-19	No	No
Q9BRC7	PLCD4	-1.26892761195812	2.8421972496473e-14	No	No
Q9BRG1	VPS25	-1.18033895344735	1.57732861088871e-24	No	No
Q9BRK3	MXRA8	-3.31967020158321	2.8848212275785803e-53	No	No
Q9BSK0	MARVELD1	-1.47726355822142	1.36006191777952e-08	No	No
Q9BT76	UPK3B	-1.87998540972645	4.04191925290029e-07	No	No
Q9BTE0	NAT9	-1.24888025981412	6.40043439653461e-07	No	No
Q9BUT1	BDH2	-1.06833604112658	3.4078135899233203e-23	No	No
Q9BVM4	GGACT	-2.10394643258362	6.229436537542541e-15	No	No
Q9BW62	KATNAL1	-1.20200878354749	7.91449211922636e-13	No	No
Q9BXC9	BBS2	-1.48222686863069	2.1061141135428402e-19	No	No
Q9BXI9	C1QTNF6	-2.04429990528052	1.52822925557946e-11	No	No
Q9BYJ4	TRIM34	-1.93932845780342	5.65455628636767e-19	No	No
Q9BYZ2	LDHAL6B	-1.77284039790128	1.06532394738635e-05	No	No
Q9BZG1	RAB34	-1.31630606763511	5.253891535786431e-35	No	No
Q9C004	SPRY4	-1.36243387419665	0.0001937570813836	No	No
Q9C035	TRIM5	-1.56234904967919	3.1331336342452997e-19	No	No
Q9C0B1	FTO	-1.184647701349	1.6319246551340397e-30	No	No
Q9C0H9	SRCIN1	-1.31682663560907	1.28999802150059e-19	No	No
Q9GZN4	PRSS22	-1.09148576938144	5.04882641303077e-05	No	No
Q9GZV1	ANKRD2	-1.25583187157945	1.2373491337102e-10	No	No
Q9GZY6	LAT2	-1.46668582757832	7.03811333732682e-07	No	No
Q9H095	IQCG	-1.01619174508459	0.0043481908010709	No	No
Q9H098	FAM107B	-1.02780706571745	3.51354498691332e-13	No	No
Q9H0H3	KLHL25	-1.18590027193235	3.09625960594922e-16	No	No
Q9H0R8	GABARAPL1	-1.36427793668263	8.19744338606209e-12	No	No
Q9H3G5	CPVL	-3.66799606919954	4.36001802184627e-56	No	No
Q9H792	PEAK1	-1.13224318853919	0.0003139477854814	No	No
Q9H930	SP140L	-1.21223740152444	2.7771632854335703e-15	No	No
Q9H9R9	DBNDD1	-1.90771138642259	3.01610366968837e-10	No	No
Q9H9S4	CAB39L	-1.49207421979148	8.95426480494882e-33	No	No
Q9HA77	CARS2	-1.02895227180695	4.27726254059054e-27	No	No
Q9HAU8	RNPEPL1	-1.13259287103304	2.31459109415218e-06	No	No
Q9HBH9	MKNK2	-1.10987991737672	4.95205461942282e-08	No	No
Q9NP74	PALMD	-1.02285695691486	1.25533335887094e-05	No	No
Q9NPI7	KRCC1	-2.49877060725384	3.55398895154107e-12	No	No
Q9NQ88	TIGAR	-1.03659192884838	4.0118375416906003e-16	No	No
Q9NQC7	CYLD	-1.44985603780074	1.9388006009478e-26	No	No
Q9NQX7	ITM2C	-2.10318859792766	5.21299476184108e-14	No	No
Q9NQZ6	ZC4H2	-1.07869488601671	0.0014073948897806	No	No
Q9NTJ4	MAN2C1	-1.12117982085905	1.0530031270859099e-22	No	No
Q9NUB1	ACSS1	-1.01945991866759	1.42668276983164e-19	No	No
Q9NUN7	ACER3	-2.2179391431881	0.0002176107475495	No	No
Q9NV35	NUDT15	-1.7600431220751	5.54145819221058e-29	No	No
Q9NW97	TMEM51	-1.29130326537658	0.0001097818423359	No	No
Q9NX57	RAB20	-1.32967016678214	2.441790990319e-18	No	No
Q9NYF5	FAM13B	-1.16515422378041	0.0007828755416416	No	No
Q9NYS7	WSB2	-1.04337385195239	0.0002962726667312	No	No
Q9NZB8	MOCS1	-1.27433860010098	5.47386254026083e-05	No	No
Q9NZC7	WWOX	-1.50070176600828	2.36293017907695e-28	No	No
Q9NZR1	TMOD2	-1.17288994529836	7.9407852554704e-19	No	No
Q9P1F3	ABRACL	-1.39974790680632	1.05841800955453e-06	No	No
Q9P227	ARHGAP23	-1.17643498341052	5.91544163824947e-08	No	No
Q9P299	COPZ2	-3.97579977695525	9.38285886015839e-38	No	No
Q9P2J9	PDP2	-1.15873135574483	5.104722943812169e-12	No	No
Q9P2K8	EIF2AK4	-1.05691008646845	3.37464382026422e-42	No	No
Q9P2R7	SUCLA2	-1.01406925347227	1.92238937266622e-41	No	No
Q9UFF9	CNOT8	-1.58963573326909	1.1852204086646e-37	No	No
Q9UFP1	GASK1A	-1.03927806853827	0.0014256662101408	No	No
Q9UGT4	SUSD2	-1.65495029639173	3.90396324787539e-17	No	No
Q9UHW9	SLC12A6	-1.246779277444	3.40708085344162e-08	No	No
Q9UIK4	DAPK2	-2.4309292480139	1.4482714942496e-11	No	No
Q9UJ14	GGT7	-1.04009049779258	1.30160921711401e-13	No	No
Q9UJ68	MSRA	-1.18598926545917	1.68894204789445e-18	No	No
Q9UJC5	SH3BGRL2	-1.12346149876711	5.04588884717511e-06	No	No
Q9UJY1	HSPB8	-1.94544553540528	9.44449724779608e-25	No	No
Q9UK22	FBXO2	-1.22167991125045	3.41731373955328e-16	No	No
Q9UKC9	FBXL2	-1.14082808311442	3.22465438060983e-10	No	No
Q9UKI2	CDC42EP3	-1.33032145988741	0.0001318860567453	No	No
Q9UKK3	PARP4	-1.13580088386324	2.91048500201431e-08	No	No
Q9UKY0	PRND	-1.1423000167944	0.0089462044490357	No	No
Q9ULD0	OGDHL	-1.26904497887633	2.9354098563301e-19	No	No
Q9ULZ3	PYCARD	-1.06190930970346	9.28424998546309e-06	No	No
Q9UNN8	PROCR	-1.56748472446087	1.0196626132830901e-23	No	No
Q9UPQ0	LIMCH1	-2.05055035818481	5.318039183856279e-40	No	No
Q9UPT6	MAPK8IP3	-1.80094297196723	3.04318213736369e-26	No	No
Q9UQV4	LAMP3	-2.60501434207838	5.7191605150092e-19	No	No
Q9Y244	POMP	-2.54115686954368	5.500604869010531e-32	No	No
Q9Y287	ITM2B	-1.34905418292537	8.39301016083669e-26	No	No
Q9Y2A9	B3GNT3	-1.03887922148106	0.0025215565889647	No	No
Q9Y2B5	VPS9D1	-1.13595169835177	2.5808814315069703e-09	No	No
Q9Y2L9	LRCH1	-1.07253782710423	1.0247651204089199e-13	No	No
Q9Y2Y0	ARL2BP	-2.4498720112986	1.8047571454430202e-31	No	No
Q9Y342	PLLP	-1.52455787390076	1.8781170276289e-06	No	No
Q9Y3M8	STARD13	-1.44513115659674	1.3252260345981801e-35	No	No
Q9Y3R0	GRIP1	-3.24803395656878	2.55911676456089e-33	No	No
Q9Y4B5	MTCL1	-3.08311723598733	3.0584612174011602e-15	No	No
Q9Y4F1	FARP1	-1.18691983916641	3.78608460182831e-24	No	No
Q9Y4H4	GPSM3	-1.59648504750271	0.0002514124270288	No	No
Q9Y572	RIPK3	-2.41402924825571	4.56549922795118e-11	No	No
Q9Y617	PSAT1	-1.56413092288659	9.51333087651156e-19	No	No
Q9Y619	SLC25A15	-1.04684510787712	9.754223584771609e-30	No	No
Q9Y625	GPC6	-1.25968480924257	7.186475294168129e-18	No	No
Q9Y653	ADGRG1	-1.14532803241145	1.12510964545348e-27	No	No
Q9Y6U3	SCIN	-1.00665678290373	8.27627245096223e-05	No	No
Q9Y6V0	PCLO	-1.5618861383888	6.73628867803471e-12	No	No
Q9Y6X4	FAM169A	-1.62522417521165	8.38714807489647e-21	No	No
