Protein_Group,Genes,ETP-56035_6hr,ETP-56328_6hr,ETP-56168_6hr
Q9H1A4,ANAPC1,No,No,No
Q9H1B5,XYLT2,No,No,No
Q9H1B7,IRF2BPL,No,No,No
Q9H1C4,UNC93B1,No,No,No
Q9H1C7,CYSTM1,No,No,No
Q9H1D9,POLR3F,No,No,No
Q9H1E1,RNASE7,No,No,No
Q9H1E3,NUCKS1,No,No,No
Q9H1E5,TMX4,No,No,No
Q9H1H9,KIF13A,No,No,No
Q9H1I8,ASCC2,No,No,No
Q9H1J1,UPF3A,No,No,No
Q9H1K0,RBSN,No,No,No
Q9H1K1,ISCU,No,No,No
Q9H1M0,NUP62CL,No,No,No
Q9H1N7,SLC35B3,No,No,No
Q9H1P3,OSBPL2,No,No,No
Q9H1U4,MEGF9,No,No,No
Q9H1U9,SLC25A51,No,No,No
Q9H1V8,SLC6A17,No,No,No
Q9H1X3,DNAJC25,No,No,No
Q9H1Y0,ATG5,No,No,No
Q9H1Z4,WDR13,No,No,No
Q9H201,EPN3,No,No,No
Q9H204,MED28,No,No,No
Q9H211,CDT1,No,No,No
Q9H223,EHD4,No,No,No
Q9H237,PORCN,No,No,No
Q9H246,C1orf21,No,No,No
Q9H267,VPS33B,No,No,No
Q9H269,VPS16,No,No,No
Q9H270,VPS11,No,No,No
Q9H299,SH3BGRL3,No,No,No
Q9H2A7,CXCL16,ETP-56035_6hr,ETP-56328_6hr,No
Q9H2C0,GAN,No,No,No
Q9H2C2,ARV1,No,No,No
Q9H2D1,SLC25A32,No,No,No
Q9H2D6,TRIOBP,No,No,No
Q9H2F3,HSD3B7,No,No,No
Q9H2F5,EPC1,No,No,No
Q9H2G2,SLK,No,No,No
Q9H2G4,TSPYL2,No,No,No
Q9H2G9,BLZF1,No,No,No
Q9H2H8,PPIL3,No,No,No
Q9H2H9,SLC38A1,No,No,No
Q9H2I8,LRMDA,No,No,No
Q9H2J4,PDCL3,No,No,No
Q9H2J7,SLC6A15,No,No,No
Q9H2K0,MTIF3,No,No,No
Q9H2K2,TNKS2,No,No,No
Q9H2K8,TAOK3,No,No,No
Q9H2M9,RAB3GAP2,No,No,No
Q9H2P0,ADNP,No,No,No
Q9H2P9,DPH5,No,No,No
Q9H2T7,RANBP17,No,No,No
Q9H2U1,DHX36,No,No,No
Q9H2U2,PPA2,No,No,No
Q9H2V7,SPNS1,No,No,No
Q9H2W6,MRPL46,No,No,No
Q9H2X6,HIPK2,No,No,No
Q9H2X8,IFI27L2,No,No,No
Q9H2Y7,ZNF106,No,No,No
Q9H300,PARL,No,No,No
Q9H307,PNN,No,No,No
Q9H329,EPB41L4B,No,No,No
Q9H330,TMEM245,No,No,No
Q9H334,FOXP1,No,No,No
Q9H336,CRISPLD1,No,No,No
Q9H3C7,GGNBP2,No,No,No
Q9H3E2,SNX25,No,No,No
Q9H3F6,KCTD10,No,No,No
Q9H3H1,TRIT1,No,No,No
Q9H3H3,C11orf68,No,No,No
Q9H3H5,DPAGT1,No,No,No
Q9H3J6,C12orf65,No,No,No
Q9H3K2,GHITM,No,No,No
Q9H3K6,BOLA2B,No,No,No
Q9H3L0,MMADHC,No,No,No
Q9H3M7,TXNIP,No,No,No
Q9H3N1,TMX1,No,No,No
Q9H3P2,NELFA,No,No,No
Q9H3P7,ACBD3,No,No,No
Q9H3Q1,CDC42EP4,No,No,No
Q9H3R0,KDM4C,No,No,No
Q9H3R5,CENPH,No,No,No
Q9H3S4,TPK1,No,No,No
Q9H3S5,PIGM,No,No,No
Q9H3S7,PTPN23,No,No,No
Q9H3T3,SEMA6B,No,No,No
Q9H3U1,UNC45A,No,No,No
Q9H3U5,MFSD1,No,No,No
Q9H3Y6,SRMS,No,No,No
Q9H3Y8,PPDPF,No,No,No
Q9H3Z4,DNAJC5,No,No,No
Q9H410,DSN1,No,No,No
Q9H422,HIPK3,DMSO_6hr,DMSO_6hr,DMSO_6hr
Q9H425,C1orf198,No,No,No
Q9H426,RIMS4,No,No,No
Q9H444,CHMP4B,No,No,No
Q9H446,RWDD1,No,No,No
Q9H467,CUEDC2,No,No,No
Q9H469,FBXL15,No,No,No
Q9H477,RBKS,No,No,No
Q9H479,FN3K,No,No,No
Q9H488,POFUT1,No,No,No
Q9H490,PIGU,No,No,No
Q9H497,TOR3A,No,No,No
Q9H4A3,WNK1,No,No,No
Q9H4A4,RNPEP,No,No,No
Q9H4A5,GOLPH3L,No,No,No
Q9H4A6,GOLPH3,No,No,No
Q9H4B0,OSGEPL1,No,No,No
Q9H4B6,SAV1,No,No,No
Q9H4E7,DEF6,No,No,No
Q9H4F1,ST6GALNAC4,No,No,No
Q9H4F8,SMOC1,No,No,No
Q9H4G0,EPB41L1,No,No,No
Q9H4G4,GLIPR2,No,No,No
Q9H4H8,FAM83D,No,No,No
Q9H4I2,ZHX3,No,No,No
Q9H4I3,TRABD,No,No,No
Q9H4I9,SMDT1,No,No,No
Q9H4K1,RIBC2,No,No,No
Q9H4K7,MTG2,No,No,No
Q9H4L4,SENP3,No,No,No
Q9H4L5,OSBPL3,No,No,No
Q9H4L7,SMARCAD1,No,No,No
Q9H4M3,FBXO44,No,No,No
Q9H4M7,PLEKHA4,No,No,No
Q9H4M9,EHD1,No,No,No
Q9H4P4,RNF41,No,No,No
Q9H4Q4,PRDM12,No,No,No
Q9H4Y5,GSTO2,No,No,No
Q9H4Z2,ZNF335,No,No,No
Q9H4Z3,PCIF1,No,No,No
Q9H501,ESF1,No,No,No
Q9H553,ALG2,No,No,No
Q9H568,ACTL8,No,No,No
Q9H582,ZNF644,No,No,No
Q9H583,HEATR1,No,No,No
Q9H5H4,ZNF768,No,No,No
Q9H5I1,SUV39H2,No,No,No
Q9H5J0,ZBTB3,No,No,No
Q9H5J4,ELOVL6,No,No,No
Q9H5J8,TAF1D,No,No,No
Q9H5K3,POMK,No,No,No
Q9H5L6,THAP9,No,DMSO_6hr,No
Q9H5N1,RABEP2,No,No,No
Q9H5Q4,TFB2M,No,No,No
Q9H5U6,ZCCHC4,No,No,No
Q9H5V7,IKZF5,No,No,No
Q9H5V8,CDCP1,No,No,No
Q9H5V9,STEEP1,No,No,No
Q9H5X1,CIAO2A,No,No,No
Q9H5Z1,DHX35,No,No,No
Q9H609,ZNF576,No,No,No
Q9H633,RPP21,No,No,No
Q9H649,NSUN3,No,No,No
Q9H668,STN1,No,No,No
Q9H672,ASB7,No,No,No
Q9H694,BICC1,No,No,No
Q9H6A0,DENND2D,No,No,No
Q9H6A9,PCNX3,No,No,No
Q9H6B4,CLMP,No,No,No
Q9H6D3,XKR8,DMSO_6hr,DMSO_6hr,No
Q9H6D7,HAUS4,No,No,No
Q9H6E4,CCDC134,No,No,No
Q9H6E5,TUT1,No,No,No
Q9H6F5,CCDC86,No,No,No
Q9H6H4,REEP4,No,No,No
Q9H6I2,SOX17,No,No,No
Q9H6J7,C11orf49,No,No,No
Q9H6K1,ILRUN,No,No,No
Q9H6K4,OPA3,No,No,No
Q9H6K5,PRR36,No,No,No
Q9H6L2,TMEM231,No,No,No
Q9H6L4,ARMC7,No,No,No
Q9H6L5,RETREG1,No,No,No
Q9H6P5,TASP1,No,No,No
Q9H6Q4,CIAO3,No,No,No
Q9H6R0,DHX33,No,No,No
Q9H6R4,NOL6,No,No,No
Q9H6R6,ZDHHC6,No,No,No
Q9H6R7,WDCP,No,No,No
Q9H6S0,YTHDC2,No,No,No
Q9H6S1,AZI2,No,No,No
Q9H6S3,EPS8L2,No,No,No
Q9H6T0,ESRP2,No,No,No
Q9H6T3,RPAP3,No,No,No
Q9H6U6,BCAS3,No,No,No
Q9H6U8,ALG9,No,No,No
Q9H6V9,LDAH,No,No,No
Q9H6W3,RIOX1,No,No,No
Q9H6X2,ANTXR1,No,No,No
Q9H6X4,TMEM134,No,No,No
Q9H6X5,C19orf44,No,No,No
Q9H6Y2,WDR55,No,No,No
Q9H6Y7,RNF167,No,No,No
Q9H6Z4,RANBP3,No,No,No
Q9H706,GAREM1,No,No,No
Q9H707,ZNF552,No,No,No
Q9H741,SPRING1,No,No,No
Q9H765,ASB8,DMSO_6hr,No,No
Q9H773,DCTPP1,No,No,No
Q9H777,ELAC1,No,No,No
Q9H788,SH2D4A,No,No,No
Q9H790,EXO5,No,No,No
Q9H792,PEAK1,No,No,No
Q9H799,CPLANE1,No,DMSO_6hr,No
Q9H7B2,RPF2,No,No,No
Q9H7B4,SMYD3,No,No,No
Q9H7C9,AAMDC,No,No,No
Q9H7D0,DOCK5,No,No,No
Q9H7D7,WDR26,No,No,No
Q9H7E2,TDRD3,No,No,No
Q9H7E9,C8orf33,No,No,No
Q9H7F0,ATP13A3,No,No,No
Q9H7F4,TMEM185B,No,No,No
Q9H7H0,METTL17,No,No,No
Q9H7J1,PPP1R3E,No,No,No
Q9H7L9,SUDS3,No,No,No
Q9H7M9,VSIR,No,No,No
Q9H7N4,SCAF1,No,No,No
Q9H7P6,MVB12B,No,No,No
Q9H7P9,PLEKHG2,No,No,No
Q9H7S9,ZNF703,No,No,No
Q9H7T9,AUNIP,No,No,No
Q9H7U1,CCSER2,No,No,No
Q9H7X0,NAA60,No,No,No
Q9H7X3,ZNF696,No,No,No
Q9H7X7,IFT22,No,No,No
Q9H7Z3,NRDE2,No,No,No
Q9H7Z6,KAT8,No,No,No
Q9H7Z7,PTGES2,No,No,No
Q9H813,PACC1,No,No,No
Q9H814,PHAX,No,No,No
Q9H816,DCLRE1B,No,No,No
Q9H819,DNAJC18,No,No,No
Q9H825,METTL8,No,No,No
Q9H832,UBE2Z,No,No,No
Q9H840,GEMIN7,No,No,No
Q9H841,NIPAL2,No,No,No
Q9H845,ACAD9,No,No,No
Q9H857,NT5DC2,No,No,No
Q9H867,VCPKMT,No,No,No
Q9H869,YY1AP1,No,No,No
Q9H871,RMND5A,No,No,No
Q9H875,PRKRIP1,No,No,No
Q9H892,TTC12,No,No,No
Q9H8E8,KAT14,No,No,No
Q9H8G1,ZNF430,No,No,No
Q9H8G2,CAAP1,No,No,No
Q9H8H0,NOL11,No,No,No
Q9H8H2,DDX31,No,No,No
Q9H8K7,PAAT,No,No,No
Q9H8M1,COQ10B,No,No,No
Q9H8M2,BRD9,No,No,No
Q9H8M5,CNNM2,No,No,No
Q9H8M7,MINDY3,No,No,No
Q9H8M9,EVA1A,No,No,No
Q9H8N7,ZNF395,No,No,No
Q9H8P0,SRD5A3,No,No,No
Q9H8T0,AKTIP,No,No,No
Q9H8U3,ZFAND3,No,No,No
Q9H8V3,ECT2,No,No,No
Q9H8W3,FAM204A,No,No,No
Q9H8W4,PLEKHF2,No,No,No
Q9H8X2,IPPK,No,No,No
Q9H8Y5,ANKZF1,No,No,No
Q9H8Y8,GORASP2,No,No,No
Q9H900,ZWILCH,No,No,No
Q9H903,MTHFD2L,No,No,No
Q9H910,JPT2,No,No,No
Q9H920,RNF121,No,No,No
Q9H930,SP140L,No,No,No
Q9H936,SLC25A22,No,No,No
Q9H944,MED20,No,No,No
Q9H967,WDR76,No,No,No
Q9H972,C14orf93,No,No,No
Q9H974,QTRT2,No,No,No
Q9H977,WDR54,No,No,No
Q9H981,ACTR8,No,No,No
Q9H992,MARCHF7,No,No,No
Q9H993,ARMT1,No,No,No
Q9H999,PANK3,No,No,No
Q9H9A5,CNOT10,No,No,No
Q9H9A6,LRRC40,No,No,No
Q9H9A7,RMI1,No,No,No
Q9H9B1,EHMT1,No,No,No
Q9H9B4,SFXN1,No,No,No
Q9H9C1,VIPAS39,No,No,No
Q9H9D4,ZNF408,No,No,No
Q9H9E1,ANKRA2,No,No,No
Q9H9E3,COG4,No,No,No
Q9H9F9,ACTR5,No,No,No
Q9H9G7,AGO3,No,No,No
Q9H9H4,VPS37B,No,No,No
Q9H9J2,MRPL44,No,No,No
Q9H9J4,USP42,No,No,No
Q9H9K5,ERVMER34-1,No,No,No
Q9H9L3,ISG20L2,No,No,No
Q9H9L4,KANSL2,No,No,No
Q9H9L7,AKIRIN1,No,No,ETP-56168_6hr
Q9H9P5,UNKL,No,No,No
Q9H9P8,L2HGDH,No,No,No
Q9H9Q2,COPS7B,No,No,No
Q9H9Q4,NHEJ1,No,No,No
Q9H9S3,SEC61A2,No,No,No
Q9H9S4,CAB39L,No,No,No
Q9H9S5,FKRP,No,No,No
Q9H9T3,ELP3,No,No,No
Q9H9V9,JMJD4,No,No,No
Q9H9Y2,RPF1,No,No,No
Q9H9Y4,GPN2,No,No,No
Q9H9Y6,POLR1B,No,No,No
Q9HA38,ZMAT3,No,No,No
Q9HA47,UCK1,No,No,No
Q9HA64,FN3KRP,No,No,No
Q9HA65,TBC1D17,No,No,No
Q9HA77,CARS2,No,No,No
Q9HA82,CERS4,No,No,No
Q9HA92,RSAD1,No,No,No
Q9HAB3,SLC52A2,No,No,No
Q9HAB8,PPCS,No,No,No
Q9HAC7,SUGCT,No,No,No
Q9HAC8,UBTD1,No,No,No
Q9HAD4,WDR41,No,No,No
Q9HAF1,MEAF6,No,No,No
Q9HAH7,FBRS,No,No,No
Q9HAJ7,SAP30L,No,No,No
Q9HAN9,NMNAT1,No,No,No
Q9HAP2,MLXIP,No,No,No
Q9HAS0,C17orf75,No,No,No
Q9HAT2,SIAE,No,No,No
Q9HAT8,PELI2,No,No,No
Q9HAU0,PLEKHA5,No,No,No
Q9HAU4,SMURF2,No,No,No
Q9HAU5,UPF2,No,No,No
Q9HAU8,RNPEPL1,No,No,No
Q9HAV0,GNB4,No,No,No
Q9HAV4,XPO5,No,No,No
Q9HAV7,GRPEL1,No,No,No
Q9HAW0,BRF2,No,No,No
Q9HAW4,CLSPN,No,No,No
Q9HAY2,MAGEF1,No,No,No
Q9HAY6,BCO1,No,No,No
Q9HAZ1,CLK4,No,No,No
Q9HB07,MYG1,No,No,No
Q9HB09,BCL2L12,No,No,No
Q9HB20,PLEKHA3,No,No,No
Q9HB21,PLEKHA1,No,No,No
Q9HB40,SCPEP1,No,No,No
Q9HB58,SP110,No,No,No
Q9HB65,ELL3,No,No,No
Q9HB66,MKKS,No,No,No
Q9HB71,CACYBP,No,No,No
Q9HB75,PIDD1,No,No,No
Q9HB90,RRAGC,No,No,No
Q9HB96,FANCE,No,No,No
Q9HBA0,TRPV4,No,No,No
Q9HBD1,RC3H2,No,No,No
Q9HBE1,PATZ1,No,No,No
Q9HBE4,IL21,No,No,No
Q9HBF4,ZFYVE1,No,No,No
Q9HBG6,IFT122,No,No,No
Q9HBH0,RHOF,No,No,No
Q9HBH1,PDF,No,No,No
Q9HBH5,RDH14,No,No,No
Q9HBH9,MKNK2,No,No,No
Q9HBI0,PARVG,No,No,No
Q9HBI1,PARVB,No,No,No
Q9HBI5,C3orf14,No,No,No
Q9HBI6,CYP4F11,No,No,No
Q9HBL7,PLGRKT,No,No,No
Q9HBL8,NMRAL1,No,No,No
Q9HBM0,VEZT,No,No,No
Q9HBM1,SPC25,No,No,No
Q9HBM6,TAF9B,No,No,No
Q9HBR0,SLC38A10,No,No,No
Q9HBT8,ZNF286A,No,No,No
Q9HBU6,ETNK1,No,No,No
Q9HBW0,LPAR2,ETP-56035_6hr,No,No
Q9HBY8,SGK2,No,No,No
Q9HBZ2,ARNT2,No,No,No
Q9HC07,TMEM165,No,No,No
Q9HC16,APOBEC3G,No,No,No
Q9HC21,SLC25A19,No,No,No
Q9HC35,EML4,No,No,No
Q9HC36,MRM3,No,No,No
Q9HC38,GLOD4,No,No,No
Q9HC44,GPBP1L1,No,No,No
Q9HC52,CBX8,No,No,No
Q9HC62,SENP2,No,No,No
Q9HC77,CENPJ,No,No,No
Q9HC78,ZBTB20,No,No,No
Q9HC98,NEK6,No,No,No
Q9HCB6,SPON1,No,No,No
Q9HCC0,MCCC2,No,No,No
Q9HCD5,NCOA5,No,No,No
Q9HCD6,TANC2,No,No,No
Q9HCE0,EPG5,No,No,ETP-56168_6hr
Q9HCE1,MOV10,No,No,No
Q9HCE3,ZNF532,No,No,No
Q9HCE5,METTL14,No,No,No
Q9HCE6,ARHGEF10L,No,No,No
Q9HCE7,SMURF1,No,No,No
Q9HCE9,ANO8,No,No,No
Q9HCG1,ZNF160,No,No,No
Q9HCG7,GBA2,No,No,No
Q9HCG8,CWC22,No,No,No
Q9HCH0,NCKAP5L,No,DMSO_6hr,No
Q9HCH5,SYTL2,No,No,No
Q9HCI5,MAGEE1,No,ETP-56328_6hr,No
Q9HCI6,KIAA1586,No,No,No
Q9HCI7,MSL2,No,No,No
Q9HCJ1,ANKH,ETP-56035_6hr,No,No
Q9HCJ3,RAVER2,No,No,No
Q9HCK1,ZDBF2,No,No,No
Q9HCK4,ROBO2,No,No,No
Q9HCK5,AGO4,No,No,No
Q9HCK8,CHD8,No,No,No
Q9HCL2,GPAM,No,No,No
Q9HCL3,ZFP14,No,No,No
Q9HCM1,RESF1,No,No,No
Q9HCM3,KIAA1549,No,No,No
Q9HCM4,EPB41L5,No,No,No
Q9HCM7,FBRSL1,No,No,No
Q9HCM9,TRIM39,No,No,No
Q9HCN3,PGAP6,No,No,No
Q9HCN4,GPN1,No,No,No
Q9HCN8,SDF2L1,No,No,No
Q9HCP0,CSNK1G1,No,No,No
Q9HCS4,TCF7L1,No,No,No
Q9HCS5,EPB41L4A,No,No,No
Q9HCS7,XAB2,No,No,No
Q9HCU4,CELSR2,No,No,No
Q9HCU5,PREB,No,No,No
Q9HCU8,POLD4,No,No,No
Q9HCU9,BRMS1,No,No,No
Q9HCX3,ZNF304,No,No,No
Q9HCY8,S100A14,No,No,No
Q9HD15,SRA1,No,No,No
Q9HD20,ATP13A1,No,No,No
Q9HD23,MRS2,No,No,No
Q9HD26,GOPC,No,No,No
Q9HD33,MRPL47,No,No,No
Q9HD34,LYRM4,No,No,No
Q9HD40,SEPSECS,No,No,No
Q9HD42,CHMP1A,No,No,No
Q9HD45,TM9SF3,No,No,No
Q9HD47,RANGRF,No,No,No
Q9HD67,MYO10,No,No,No
Q9HDC5,JPH1,No,No,No
Q9HDC9,APMAP,No,No,No
CON__Q9N2I2,SERPINA5,No,No,No
Q9NNW5,WDR6,No,No,No
Q9NNW7,TXNRD2,No,No,No
Q9NNX1,TUFT1,No,No,No
Q9NNZ3,DNAJC4,No,No,No
Q9NP50,SINHCAF,No,No,No
Q9NP58,ABCB6,No,No,No
Q9NP61,ARFGAP3,No,No,No
Q9NP64,ZCCHC17,No,No,No
Q9NP66,HMG20A,No,No,No
Q9NP71,MLXIPL,No,No,No
Q9NP72,RAB18,No,No,No
Q9NP73,ALG13,No,No,No
Q9NP77,SSU72,No,No,No
Q9NP78,ABCB9,No,No,No
Q9NP79,VTA1,No,No,No
Q9NP80,PNPLA8,No,No,No
Q9NP81,SARS2,No,No,No
Q9NP84,TNFRSF12A,No,No,No
Q9NP87,POLM,No,No,No
Q9NP90,RAB9B,No,No,No
Q9NP92,MRPS30,No,No,No
Q9NP97,DYNLRB1,No,No,No
Q9NPA0,EMC7,No,No,No
Q9NPA3,MID1IP1,No,No,No
Q9NPA8,ENY2,No,No,No
Q9NPB0,SAYSD1,No,No,No
Q9NPB6,PARD6A,No,No,No
Q9NPB8,GPCPD1,No,No,No
Q9NPC7,MYNN,No,No,No
Q9NPD3,EXOSC4,No,No,No
Q9NPD8,UBE2T,No,No,No
Q9NPE2,NGRN,No,No,No
Q9NPE3,NOP10,No,No,No
Q9NPF0,CD320,No,No,No
Q9NPF2,CHST11,No,DMSO_6hr,No
Q9NPF4,OSGEP,No,No,No
Q9NPF5,DMAP1,No,No,No
Q9NPF8,ADAP2,No,No,No
Q9NPG1,FZD3,No,No,No
Q9NPG3,UBN1,No,No,No
Q9NPG8,ZDHHC4,No,No,No
Q9NPH0,ACP6,No,No,No
Q9NPH2,ISYNA1,No,No,No
Q9NPH3,IL1RAP,No,No,No
Q9NPH5,NOX4,No,No,No
Q9NPI0,TMEM138,No,No,No
Q9NPI1,BRD7,No,No,No
Q9NPI6,DCP1A,No,No,No
Q9NPI7,KRCC1,No,No,No
Q9NPI8,FANCF,No,No,No
Q9NPI9,KCNJ16,No,No,No
Q9NPJ1,MKKS,No,No,No
Q9NPJ3,ACOT13,No,No,No
Q9NPJ4,PNRC2,No,No,No
Q9NPJ6,MED4,No,No,No
Q9NPJ8,NXT2,No,No,No
Q9NPL8,TIMMDC1,No,No,No
Q9NPQ8,RIC8A,No,No,No
Q9NPR2,SEMA4B,No,No,No
Q9NPR9,GPR108,No,No,No
Q9NQ11,ATP13A2,No,No,No
Q9NQ29,LUC7L,No,No,No
Q9NQ31,AKIP1,No,No,No
Q9NQ34,TMEM9B,No,No,No
Q9NQ39,RPS10P5,No,No,No
Q9NQ48,LZTFL1,No,No,No
Q9NQ50,MRPL40,No,No,No
Q9NQ55,PPAN,No,No,No
Q9NQ66,PLCB1,No,No,No
Q9NQ84,GPRC5C,No,No,No
Q9NQ86,TRIM36,No,No,No
Q9NQ88,TIGAR,No,No,No
Q9NQ89,C12orf4,No,No,No
Q9NQ92,COPRS,No,No,No
Q9NQA3,WASH6P,No,No,No
Q9NQB0,TCF7L2,No,No,No
Q9NQC1,JADE2,No,No,No
Q9NQC3,RTN4,No,No,No
Q9NQC7,CYLD,No,No,No
Q9NQC8,IFT46,No,No,No
Q9NQE9,HINT3,No,No,No
Q9NQG1,MANBAL,No,No,No
Q9NQG5,RPRD1B,No,No,No
Q9NQG6,MIEF1,No,No,No
Q9NQG7,HPS4,No,No,No
Q9NQH7,XPNPEP3,No,No,No
Q9NQL2,RRAGD,No,No,No
Q9NQP4,PFDN4,No,No,No
Q9NQQ7,SLC35C2,No,No,No
Q9NQR1,KMT5A,No,No,No
Q9NQR4,NIT2,No,No,No
Q9NQS1,AVEN,No,No,No
Q9NQS3,NECTIN3,No,No,No
Q9NQS7,INCENP,No,No,No
Q9NQT4,EXOSC5,No,No,No
Q9NQT5,EXOSC3,No,No,No
Q9NQT8,KIF13B,No,No,No
Q9NQV5,PRDM11,No,No,No
Q9NQV6,PRDM10,No,No,No
Q9NQW6,ANLN,No,No,No
Q9NQW7,XPNPEP1,No,No,No
Q9NQX1,PRDM5,No,No,No
Q9NQX3,GPHN,No,No,No
Q9NQX4,MYO5C,No,No,No
Q9NQX5,NPDC1,No,No,No
Q9NQX6,ZNF331,No,No,No
Q9NQX7,ITM2C,No,No,No
Q9NQY0,BIN3,No,No,No
Q9NQZ2,UTP3,No,No,No
Q9NQZ5,STARD7,No,No,No
Q9NQZ6,ZC4H2,No,No,No
Q9NQZ7,ENTPD7,No,No,No
Q9NR09,BIRC6,No,No,No
Q9NR12,PDLIM7,No,No,No
Q9NR19,ACSS2,No,No,No
Q9NR28,DIABLO,No,No,No
Q9NR30,DDX21,No,No,No
Q9NR31,SAR1A,No,No,No
Q9NR33,POLE4,No,No,No
Q9NR45,NANS,No,No,No
Q9NR46,SH3GLB2,No,No,No
Q9NR48,ASH1L,No,No,No
Q9NR50,EIF2B3,No,No,No
Q9NR56,MBNL1,No,No,No
Q9NR77,PXMP2,No,No,No
Q9NR80,ARHGEF4,No,No,No
Q9NR81,ARHGEF3,No,No,No
Q9NR82,KCNQ5,No,No,No
Q9NR83,SLC2A4RG,No,No,No
Q9NR96,TLR9,No,No,No
Q9NRA0,SPHK2,No,No,No
Q9NRA2,SLC17A5,No,No,No
Q9NRA8,EIF4ENIF1,No,No,No
Q9NRB3,CHST12,No,No,No
Q9NRC1,ST7,No,No,No
Q9NRC8,SIRT7,No,No,No
Q9NRD1,FBXO6,No,No,No
Q9NRD5,PICK1,No,No,No
Q9NRF2,SH2B1,No,No,No
Q9NRF8,CTPS2,No,No,No
Q9NRF9,POLE3,No,No,No
Q9NRG0,CHRAC1,No,No,No
Q9NRG1,PRTFDC1,No,No,No
Q9NRG4,SMYD2,No,No,No
Q9NRG7,SDR39U1,No,No,No
Q9NRG9,AAAS,No,No,No
Q9NRH1,YAE1,No,No,No
Q9NRH2,SNRK,No,No,No
Q9NRH3,TUBG2,No,No,No
Q9NRJ4,TULP4,No,No,No
Q9NRK6,ABCB10,No,No,No
Q9NRL2,BAZ1A,No,No,No
Q9NRL3,STRN4,No,No,No
Q9NRM2,ZNF277,No,No,No
Q9NRM7,LATS2,No,No,No
Q9NRN7,AASDHPPT,No,No,No
Q9NRN9,METTL5,No,No,No
Q9NRP0,OSTC,No,No,No
Q9NRP2,CMC2,No,No,No
Q9NRP4,SDHAF3,No,No,No
Q9NRP7,STK36,No,No,No
Q9NRR3,CDC42SE2,No,No,No
Q9NRR4,DROSHA,No,No,No
Q9NRR5,UBQLN4,No,No,No
Q9NRR6,INPP5E,No,No,No
Q9NRR8,CDC42SE1,No,No,No
Q9NRS6,SNX15,No,No,No
Q9NRV9,HEBP1,No,No,No
Q9NRW1,RAB6B,No,No,No
Q9NRW3,APOBEC3C,No,No,No
Q9NRW4,DUSP22,No,No,No
Q9NRW7,VPS45,No,No,No
Q9NRX1,PNO1,No,No,No
Q9NRX2,MRPL17,No,No,No
Q9NRX4,PHPT1,No,No,No
Q9NRX5,SERINC1,No,No,No
Q9NRX6,TMEM167B,No,No,No
Q9NRY2,INIP,No,No,No
Q9NRY4,ARHGAP35,No,No,No
Q9NRY5,FAM114A2,No,No,No
Q9NRY6,PLSCR3,No,No,No
Q9NRZ5,AGPAT4,No,No,No
Q9NRZ7,AGPAT3,No,No,No
Q9NRZ9,HELLS,No,No,No
Q9NS00,C1GALT1,No,No,No
Q9NS15,LTBP3,No,No,No
Q9NS18,GLRX2,No,No,No
Q9NS23,RASSF1,No,No,No
Q9NS37,CREBZF,No,No,No
Q9NS39,ADARB2,No,No,No
Q9NS56,TOPORS,No,No,No
Q9NS69,TOMM22,No,No,No
Q9NS73,MBIP,No,No,No
Q9NS84,CHST7,No,No,No
Q9NS86,LANCL2,No,No,No
Q9NS87,KIF15,No,No,No
Q9NS91,RAD18,No,No,No
Q9NS93,TM7SF3,No,No,No
Q9NSA3,CTNNBIP1,No,No,No
CON__Q9NSB2,KRT84,No,No,No
Q9NSB8,HOMER2,No,No,No
Q9NSC5,HOMER3,No,No,No
Q9NSD4,ZNF275,No,No,No
Q9NSD9,FARSB,No,No,No
Q9NSE4,IARS2,No,No,No
Q9NSG2,C1orf112,No,No,No
Q9NSI2,FAM207A,No,No,No
Q9NSI6,BRWD1,No,No,No
Q9NSK0,KLC4,No,No,No
Q9NSK7,C19orf12,No,No,No
Q9NSP4,CENPM,No,No,No
Q9NSU2,TREX1,No,No,No
Q9NSV4,DIAPH3,No,No,No
Q9NSY0,NRBP2,No,No,No
Q9NSY1,BMP2K,No,No,No
Q9NSY2,STARD5,No,No,No
Q9NT62,ATG3,No,No,No
Q9NTG7,SIRT3,No,No,No
Q9NTI5,PDS5B,No,No,No
Q9NTJ3,SMC4,No,No,No
Q9NTJ4,MAN2C1,No,No,No
Q9NTJ5,SACM1L,No,No,No
Q9NTK5,OLA1,No,No,No
Q9NTM9,CUTC,No,No,No
Q9NTN3,SLC35D1,No,No,No
Q9NTW7,ZFP64,No,No,No
Q9NTX5,ECHDC1,No,No,No
Q9NTX7,RNF146,No,No,No
Q9NTZ6,RBM12,No,No,No
Q9NU02,ANKEF1,ETP-56035_6hr,No,No
Q9NU19,TBC1D22B,No,No,No
Q9NU22,MDN1,No,No,No
Q9NU23,LYRM2,No,No,No
Q9NU53,GINM1,No,No,No
Q9NUA8,ZBTB40,No,No,No
Q9NUB1,ACSS1,No,No,No
Q9NUD5,ZCCHC3,No,No,No
Q9NUD9,PIGV,No,No,No
Q9NUE0,ZDHHC18,No,No,No
Q9NUG6,PDRG1,No,No,No
Q9NUI1,DECR2,No,No,No
Q9NUJ1,ABHD10,No,No,No
Q9NUJ3,TCP11L1,No,No,No
Q9NUJ7,PLCXD1,No,No,No
Q9NUK0,MBNL3,No,No,No
Q9NUL3,STAU2,No,No,No
