Protein_Group	Genes	SK-Mel-147_vs_FMC29_logFC	SK-Mel-147_vs_FMC29_pval	Removed?	Contaminant?
Q9BYP7	WNK3	-3.66016780815311	1.79950849222851e-06	No	No
Q9BYX4	IFIH1	-4.28042247857619	1.60525351121587e-06	No	No
Q9BZC1	CELF4	-4.97993151531762	4.0575936203791703e-25	No	No
Q9BZC7	ABCA2	-4.52643832634441	1.4112077154680601e-14	No	No
Q9BZF9	UACA	-4.10166706469768	3.1059564229485703e-15	No	No
Q9BZQ6	EDEM3	-5.37293562848011	4.19148815414955e-14	No	No
Q9C040	TRIM2	-4.54985864048637	1.8785581127161502e-19	No	No
Q9C0C7	AMBRA1	-3.92754167204154	0.0035344436938625	No	No
Q9C0D0	PHACTR1	-7.96442797933176	3.5893381574613197e-28	No	No
Q9C0D3	ZYG11B	-3.5798930097636	4.8348198566434194e-11	No	No
Q9C0E8	LNPK	-3.92342064161475	1.1324141356664602e-09	No	No
Q9GZP9	DERL2	-6.19688286798426	3.92536723623102e-14	No	No
Q9GZS3	SKIC8	-3.05122914823323	2.10541922127725e-10	No	No
Q9GZT4	SRR	-3.66189994856561	1.10806024168019e-13	No	No
Q9GZU1	MCOLN1	-3.97930976752988	5.716407883269371e-17	No	No
Q9H008	LHPP	-9.50309290018875	9.02382658112601e-26	No	No
Q9H019	MTFR1L	-3.61539996121863	4.71513489878155e-11	No	No
Q9H0C3	TMEM117	-3.24827478664828	9.65689855289937e-08	No	No
Q9H0K1	SIK2	-3.02840775913078	2.41856513655353e-08	No	No
Q9H0K6	PUS7L	-3.52910384832233	0.0097692801199262	No	No
Q9H0Q3	FXYD6	-7.64884863796405	1.04442098956129e-28	No	No
Q9H0T7	RAB17	-6.51436528067339	1.32015250529456e-21	No	No
Q9H0U3	MAGT1	-3.85640139060094	7.482063159051531e-15	No	No
Q9H0W5	CCDC8	-8.27030597324852	3.0417199495790697e-18	No	No
Q9H1B7	IRF2BPL	-6.35608230223789	2.43516701658678e-10	No	No
Q9H1E5	TMX4	-3.08221167722074	4.82266839582598e-14	No	No
Q9H1K1	ISCU	-3.22897284438118	7.59619194765408e-10	No	No
Q9H1Z4	WDR13	-3.22720762853644	1.07498392343028e-12	No	No
Q9H1Z9	TSPAN10	-6.82242278061817	7.32159872487223e-20	No	No
Q9H237	PORCN	-5.12692162003478	5.134901335633471e-19	No	No
Q9H2B2	SYT4	-4.73616292125518	1.5435013261681702e-15	No	No
Q9H2E6	SEMA6A	-6.61272279219502	3.29410053827435e-27	No	No
Q9H2I8	LRMDA	-5.46046217884968	7.806948553343919e-18	No	No
Q9H2U2	PPA2	-3.27641515533591	8.20954566308275e-08	No	No
Q9H2X9	SLC12A5	-8.04627435201106	1.95142419992777e-26	No	No
Q9H336	CRISPLD1	-3.42491838957414	4.79397179303308e-05	No	No
Q9H3P2	NELFA	-5.55228836017033	6.53242720457875e-07	No	No
Q9H477	RBKS	-4.01083381850301	5.91701554274262e-17	No	No
Q9H479	FN3K	-4.69574461804418	7.08950632221616e-14	No	No
Q9H488	POFUT1	-3.84065932717446	1.64382282080295e-12	No	No
Q9H490	PIGU	-4.84666575112546	0.0006164863052639	No	No
Q9H4M7	PLEKHA4	-5.44443335440634	4.39533299829329e-22	No	No
Q9H4Z3	PCIF1	-4.45552925245819	3.79972991769435e-10	No	No
Q9H6L2	TMEM231	-3.21295500922242	1.93110769263629e-13	No	No
Q9H6S3	EPS8L2	-3.62405833759763	3.98778821086017e-08	No	No
Q9H7P9	PLEKHG2	-3.05470376410459	0.0002317131349171	No	No
Q9H7U1	CCSER2	-4.5805270924364	0.0001135233503634	No	No
Q9H845	ACAD9	-3.4889597372161	2.5567017453147397e-11	No	No
Q9H857	NT5DC2	-3.28752032649067	8.26306439903915e-09	No	No
Q9H8H2	DDX31	-4.72967626226787	5.00734839668298e-09	No	No
Q9H8H3	TMT1A	-3.70209925020306	0.005132406382739	No	No
Q9H8M1	COQ10B	-3.44591987733975	8.67958071585824e-07	No	No
Q9H902	REEP1	-4.98641802468033	2.68253667679565e-07	No	No
Q9H903	MTHFD2L	-4.38264210588783	3.67647698945076e-08	No	No
Q9H9F9	ACTR5	-4.41022360979146	4.70415071114401e-05	No	No
Q9H9P8	L2HGDH	-3.74689705365678	0.0006013466324641	No	No
Q9HAC7	SUGCT	-5.11190302409502	6.52919332041337e-15	No	No
Q9HAT2	SIAE	-4.07874631228947	9.88826041698749e-12	No	No
Q9HAT8	PELI2	-5.54277594957691	3.72160554518005e-21	No	No
Q9HAU0	PLEKHA5	-4.57907715004879	2.21848623937042e-28	No	No
Q9HB90	RRAGC	-3.49909947616025	1.6342017606913802e-20	No	No
Q9HBG4	ATP6V0A4	-6.04924790599776	2.15089805121997e-14	No	No
Q9HBL0	TNS1	-6.80652958001191	3.88036641041674e-14	No	No
Q9HBM6	TAF9B	-3.40239070373423	0.0013772656409539	No	No
Q9HBW0	LPAR2	-7.0518189462336	1.24432613177983e-19	No	No
Q9HC57	WFDC1	-6.32039794506878	7.601328579020911e-20	No	No
Q9HC78	ZBTB20	-3.29136738329361	0.0007695649175359	No	No
Q9HCD5	NCOA5	-3.64544919699056	3.53113993714471e-12	No	No
Q9HCE0	EPG5	-3.67768535553148	1.41633101044852e-16	No	No
Q9HCF6	TRPM3	-4.54775624943734	0.0009562659496204	No	No
Q9HCS5	EPB41L4A	-5.95379388204454	1.34284293843075e-09	No	No
Q9HD20	ATP13A1	-3.88263840004675	1.0615534609266999e-12	No	No
Q9HD33	MRPL47	-4.56607808969451	3.92141803420068e-08	No	No
Q9HD67	MYO10	-4.97209929880013	2.49909053788605e-19	No	No
Q9NP56	PDE7B	-6.49154882848269	1.92979771227519e-07	No	No
Q9NP78	ABCB9	-4.76911176959396	2.5848805512472202e-17	No	No
Q9NPA3	MID1IP1	-6.94629547028477	4.5781129868856894e-11	No	No
Q9NQ11	ATP13A2	-5.2220919471463	1.70786093967379e-13	No	No
Q9NQC1	JADE2	-3.76145393874812	1.05038323797626e-07	No	No
Q9NQG1	MANBAL	-3.83590112957427	8.22956761515778e-06	No	No
Q9NQG7	HPS4	-5.3244435358434	4.4239602930957095e-12	No	No
Q9NQL2	RRAGD	-6.90818951926944	3.5753791843682395e-18	No	No
Q9NQQ7	SLC35C2	-3.17590863974186	6.2861519691227195e-12	No	No
Q9NQV6	PRDM10	-3.27527925712095	2.93424456079487e-08	No	No
Q9NRA2	SLC17A5	-3.21778727140823	4.62267782068616e-16	No	No
Q9NRD1	FBXO6	-4.11575979012359	3.12144626734621e-05	No	No
Q9NRF8	CTPS2	-3.13072771413999	1.65054407769445e-13	No	No
Q9NRH2	SNRK	-3.08687152260303	1.921074782736e-07	No	No
Q9NRI5	DISC1	-5.37295335014697	0.0002908946698541	No	No
Q9NRJ4	TULP4	-4.09788336525629	4.40134950186809e-05	No	No
Q9NRU3	CNNM1	-3.72910988599402	1.67866547444751e-07	No	No
Q9NRZ7	AGPAT3	-4.2235579074491	1.99706872506724e-16	No	No
Q9NS68	TNFRSF19	-7.79236768683585	6.37492422466604e-26	No	No
Q9NS75	CYSLTR2	-13.105146625106	7.76277263524999e-29	No	No
Q9NSE4	IARS2	-5.33017957803096	6.308551278611449e-13	No	No
Q9NSY0	NRBP2	-4.96379811787262	1.0635777010185001e-15	No	No
Q9NT22	EMILIN3	-3.12817013794706	1.08176579982662e-10	No	No
Q9NT99	LRRC4B	-3.56913343004054	1.29332620261765e-05	No	No
Q9NTI5	PDS5B	-4.49693479162757	1.63008993562855e-08	No	No
Q9NTJ4	MAN2C1	-3.33118654401226	4.07232196253508e-13	No	No
Q9NTU7	CBLN4	-3.0957392893981	0.0004101838801344	No	No
Q9NUB1	ACSS1	-7.99665571468619	2.6685974547737303e-20	No	No
Q9NUS5	AP5S1	-3.27190045088895	1.68832669017218e-06	No	No
Q9NV66	TYW1	-3.71121674943288	3.4243662333319503e-09	No	No
Q9NVA1	UQCC1	-4.59509385918005	1.5763447347280198e-11	No	No
Q9NVH1	DNAJC11	-3.93676625394941	0.0024376715177138	No	No
Q9NVH2	INTS7	-4.98589833723029	2.70763929856394e-11	No	No
Q9NVM9	INTS13	-4.62661363651183	1.38157527449911e-06	No	No
Q9NVR2	INTS10	-3.87597151827221	9.38778194616495e-10	No	No
Q9NVR7	TBCCD1	-3.77302631177721	0.0065175061267102	No	No
Q9NVV4	MTPAP	-5.070883144971	5.884485289601409e-12	No	No
Q9NW07	ZNF358	-5.38562988706656	5.0261928687395895e-11	No	No
Q9NW15	ANO10	-3.6691385535961	7.41298450904149e-12	No	No
Q9NW75	GPATCH2	-4.802479888436	3.03027202989333e-07	No	No
Q9NWB7	IFT57	-5.21093655912949	1.5006960381177901e-15	No	No
Q9NWH7	SPATA6	-3.07530048739298	1.21457801097466e-05	No	No
Q9NWH9	SLTM	-5.01497506145406	0.0006167502726494	No	No
Q9NWQ8	PAG1	-3.30605955068664	1.35835889001033e-20	No	No
Q9NXC2	GFOD1	-3.33817861488643	1.45203740473251e-08	No	No
Q9NXC5	MIOS	-3.35098788444012	3.8878591603351394e-11	No	No
Q9NXV6	CDKN2AIP	-4.58598052247848	5.54975739390993e-08	No	No
Q9NY47	CACNA2D2	-10.5999771128188	3.7805917268781794e-30	No	No
Q9NYJ7	DLL3	-8.36218674654934	3.26701498511277e-33	No	No
Q9NYK6	EURL	-3.84404919806348	1.75223638653309e-08	No	No
Q9NYQ6	CELSR1	-3.24248528781321	3.72609243190425e-05	No	No
Q9NYQ8	FAT2	-4.15966609304559	6.40936648469304e-08	No	No
Q9NYU1	UGGT2	-4.32837389211348	5.8721420614652305e-09	No	No
Q9NYV4	CDK12	-6.12789983863217	2.24334779805052e-16	No	No
Q9NZ43	USE1	-4.35712878318331	7.436680931502281e-21	No	No
Q9NZJ7	MTCH1	-3.61599375001764	1.5246551372458902e-09	No	No
Q9P0M2	AKAP7	-4.88733269189485	4.895370914353369e-16	No	No
Q9P0N9	TBC1D7	-3.98980747838171	1.2312935610580398e-11	No	No
Q9P104	DOK5	-6.21739338406353	1.55871847073989e-18	No	No
Q9P1Q0	VPS54	-3.47999696512442	4.07208943796474e-09	No	No
Q9P1W3	TMEM63C	-6.8648793921511	1.2060428190719899e-26	No	No
Q9P1Y5	CAMSAP3	-5.49447374414013	6.036844534080671e-15	No	No
Q9P241	ATP10D	-3.38863887095592	1.41728846245422e-07	No	No
Q9P278	FNIP2	-4.32684734940353	3.88973022405324e-06	No	No
Q9P2B7	CFAP97	-3.06674541377001	0.0005254016970518	No	No
Q9P2D0	IBTK	-3.63396560728256	3.74632939760675e-06	No	No
Q9P2E9	RRBP1	-4.0374891033612	1.9899842747443504e-15	No	No
Q9P2F8	SIPA1L2	-4.44046050191704	7.799697467583939e-11	No	No
Q9P2H3	IFT80	-6.17151477913481	2.48532790425681e-07	No	No
Q9P2K1	CC2D2A	-5.31934571259642	4.05870392728173e-10	No	No
Q9P2K3	RCOR3	-3.20306694603104	5.06859897358549e-08	No	No
Q9P2K5	MYEF2	-5.25029445506391	3.15449898003842e-13	No	No
Q9P2L0	WDR35	-3.10795751624342	2.41438907599387e-09	No	No
Q9P2M7	CGN	-3.4786022176876	0.004096113471818	No	No
Q9P2N2	ARHGAP28	-3.35910034462818	3.32251935559596e-05	No	No
Q9P2S2	NRXN2	-3.32074528806203	8.8925246412658e-06	No	No
Q9P2U8	SLC17A6	-6.1007971573035	1.46142194336359e-16	No	No
Q9UBL3	ASH2L	-3.35811315623753	1.0680287504864e-11	No	No
Q9UBL9	P2RX2	-5.68165494724022	1.65678474526008e-11	No	No
Q9UBN6	TNFRSF10D	-8.70220335284979	1.24006928061316e-34	No	No
Q9UBT2	UBA2	-3.63818204698207	1.42177208192261e-16	No	No
Q9UBV2	SEL1L	-4.65153791297882	7.85376697552127e-18	No	No
Q9UBX3	SLC25A10	-6.18590910401847	3.4395219832988504e-23	No	No
Q9UDT6	CLIP2	-3.16658579029932	4.64519104573628e-15	No	No
Q9UDX3	SEC14L4	-3.90125935110833	4.8423629351164404e-14	No	No
Q9UDX4	SEC14L3	-5.62088931748828	2.62148961527164e-06	No	No
Q9UEY8	ADD3	-3.75581932455541	1.8379339701159e-22	No	No
Q9UG01	IFT172	-3.45222291918389	5.10190580638203e-05	No	No
Q9UGM6	WARS2	-3.34189188942031	3.5510372966882e-08	No	No
Q9UGP8	SEC63	-4.88321059378127	4.9780050036999e-16	No	No
Q9UGQ3	SLC2A6	-5.80271207380076	4.22976169616922e-21	No	No
Q9UH03	SEPTIN3	-7.97785357281882	1.67262380542477e-27	No	No
Q9UHC6	CNTNAP2	-5.64092591598604	3.4718793903199102e-09	No	No
Q9UHD8	SEPTIN9	-3.06837392935864	7.2070301185237e-26	No	No
Q9UHF1	EGFL7	-5.50102241204396	6.02712880014178e-12	No	No
Q9UHG2	PCSK1N	-9.44684006104076	6.868038258429141e-35	No	No
Q9UHI5	SLC7A8	-3.4862808267664	1.1716240217192e-15	No	No
Q9UHX3	ADGRE2	-4.29905075246467	2.11629279252576e-21	No	No
Q9UI17	DMGDH	-4.04723066076591	1.17647818997598e-07	No	No
Q9UI40	SLC24A2	-4.01160130092626	2.44703527521706e-09	No	No
Q9UII2	ATP5IF1	-6.3291931567669	1.03032267400003e-10	No	No
Q9UII4	HERC5	-5.84238824640918	3.26462104116486e-17	No	No
Q9UIJ7	AK3	-5.48826275475669	2.60073625984669e-13	No	No
Q9UJC3	HOOK1	-6.26963637283799	2.22420476243014e-12	No	No
Q9UJF2	RASAL2	-4.20286950637039	3.36047549241307e-17	No	No
Q9UJS0	SLC25A13	-5.12683759874772	3.04705244024461e-10	No	No
Q9UJV8	PURG	-6.68336779905963	8.76468534035826e-18	No	No
Q9UK17	KCND3	-5.20151655015079	6.08873855697871e-16	No	No
Q9UK59	DBR1	-3.41495044062643	1.7229254047598902e-09	No	No
Q9UK61	TASOR	-5.3212999231454	3.15135455292518e-07	No	No
Q9UK96	FBXO10	-3.59813073951898	0.0032033792298835	No	No
Q9UKE5	TNIK	-3.298940607335	2.17532458909961e-19	No	No
Q9UKU0	ACSL6	-3.93382505937755	3.35810242237783e-14	No	No
Q9UKV3	ACIN1	-3.18475264513204	4.46084017763425e-09	No	No
Q9UKW4	VAV3	-3.41873437311888	0.0096970599539579	No	No
Q9UKZ9	PCOLCE2	-5.14565629718771	3.43466595482345e-10	No	No
Q9UL12	SARDH	-4.1566558451171	1.46272593060552e-14	No	No
Q9ULD0	OGDHL	-6.8769995418923	2.84558255177662e-20	No	No
Q9ULD2	MTUS1	-6.08544524392742	1.45117383933742e-10	No	No
Q9ULK5	VANGL2	-4.02285117588092	1.5369300418776697e-11	No	No
Q9ULL8	SHROOM4	-3.71773799496403	4.36646847054817e-06	No	No
Q9ULM0	PLEKHH1	-4.93142052276164	1.18988786181513e-07	No	No
Q9ULR3	PPM1H	-7.62609733478563	1.73392520119139e-19	No	No
Q9ULU8	CADPS	-5.77102812698331	2.73754316642784e-20	No	No
Q9ULX6	AKAP8L	-3.61541208465797	0.000221913737284	No	No
Q9ULX7	CA14	-10.1240255861369	1.00997174775602e-29	No	No
Q9ULZ3	PYCARD	-6.39577651066498	1.53747729377207e-17	No	No
Q9UM73	ALK	-7.00775566801084	3.5936370610213204e-19	No	No
Q9UMX9	SLC45A2	-6.65201663866852	3.6674552744400302e-25	No	No
Q9UN71	PCDHGB4	-4.25169795929845	8.96677378519839e-13	No	No
Q9UNA1	ARHGAP26	-3.54356371847076	1.5802692570019e-06	No	No
Q9UNA4	POLI	-4.27884421251967	2.22040207652064e-06	No	No
Q9UNP4	ST3GAL5	-6.51355539142158	2.8250304647563e-24	No	No
Q9UPP2	IQSEC3	-4.21062692009497	1.5157973618743402e-15	No	No
Q9UPQ7	PDZRN3	-3.76705436568288	5.06687209133929e-13	No	No
Q9UPR5	SLC8A2	-10.3210610634297	3.2487085022267396e-27	No	No
Q9UPT6	MAPK8IP3	-4.14115484986094	2.32750699774566e-13	No	No
Q9UPV7	PHF24	-4.42587987909282	9.225591528935451e-23	No	No
Q9UPZ3	HPS5	-3.5303934451275	1.2667459719288e-08	No	No
Q9UPZ6	THSD7A	-6.29021692116301	4.56580713336062e-14	No	No
Q9UPZ9	CILK1	-4.91776790386129	3.36574454499256e-12	No	No
Q9UQ03	CORO2B	-5.07202766391191	5.12279908462857e-12	No	No
Q9UQ53	MGAT4B	-3.19393697542431	0.0018957001494961	No	No
Q9UQF2	MAPK8IP1	-4.23707577600442	2.25288620709292e-06	No	No
Q9Y216	MTMR7	-4.62703058523698	1.31920553116732e-07	No	No
Q9Y250	LZTS1	-7.24887366712763	2.3163075439214397e-22	No	No
Q9Y259	CHKB	-3.55500987211335	1.5481851018861602e-15	No	No
Q9Y2C4	EXOG	-4.68197212736633	2.3081666383603498e-12	No	No
Q9Y2E5	MAN2B2	-4.85394380711113	8.09177786645841e-07	No	No
Q9Y2E6	DTX4	-5.09084145672335	6.96020629089084e-12	No	No
Q9Y2G0	EFR3B	-10.6938128507055	1.7673832873301001e-25	No	No
Q9Y2G5	POFUT2	-6.35508536259983	2.44518251807799e-10	No	No
Q9Y2G8	DNAJC16	-3.29817674522796	5.066546544330069e-11	No	No
Q9Y2H5	PLEKHA6	-7.56423511346377	1.90398255951597e-21	No	No
Q9Y2H6	FNDC3A	-5.5794895178653	6.8090829054674104e-15	No	No
Q9Y2J8	PADI2	-6.38412004113678	2.14436656818184e-25	No	No
Q9Y2K2	SIK3	-3.03125139840324	5.717897912369e-10	No	No
Q9Y2K7	KDM2A	-3.66937725196126	8.62209380854726e-09	No	No
Q9Y2L6	FRMD4B	-8.3265876108854	4.26275322446753e-10	No	No
Q9Y2Q0	ATP8A1	-4.55155212378515	8.01395789053369e-11	No	No
Q9Y2S2	CRYL1	-9.18376323967137	7.417410876170221e-25	No	No
Q9Y2X0	MED16	-6.15112487921208	3.91556891784394e-12	No	No
Q9Y2Z4	YARS2	-4.52709980378469	9.88317059372115e-06	No	No
Q9Y303	AMDHD2	-3.02784095626381	6.06579706311116e-19	No	No
Q9Y305	ACOT9	-4.72150236375393	1.44566527852236e-14	No	No
Q9Y365	STARD10	-3.12710792927043	8.07531066311049e-11	No	No
Q9Y366	IFT52	-4.67248294187993	5.873054941832059e-11	No	No
Q9Y385	UBE2J1	-3.76372504079999	1.76430444696301e-14	No	No
Q9Y399	MRPS2	-4.93191573714558	4.9170916986164095e-11	No	No
Q9Y3B7	MRPL11	-3.23775029513057	3.31130985574713e-05	No	No
Q9Y3E1	HDGFL3	-4.34582140978104	3.9852793518119395e-11	No	No
Q9Y3S1	WNK2	-3.11433474560135	1.14990234422728e-05	No	No
Q9Y463	DYRK1B	-4.51514596708132	4.07715489283829e-16	No	No
Q9Y4A5	TRRAP	-3.15130790658232	0.0006609509647685	No	No
Q9Y4B6	DCAF1	-3.64099294391971	1.53631400208217e-07	No	No
Q9Y4D2	DAGLA	-4.08937490269541	3.4767109959781403e-09	No	No
Q9Y4F1	FARP1	-3.19922448109076	3.21778965660652e-23	No	No
Q9Y4F3	MARF1	-3.51452848386958	1.28249004701284e-06	No	No
Q9Y4F9	RIPOR2	-4.44851539812492	4.80522249635888e-10	No	No
Q9Y4I1	MYO5A	-5.26072476803414	1.73246381819873e-29	No	No
Q9Y4L1	HYOU1	-3.85526573425172	4.4533754869779e-17	No	No
Q9Y4P3	TBL2	-4.75173244229994	2.27427560524393e-13	No	No
Q9Y512	SAMM50	-3.24094183625369	7.04224552429084e-05	No	No
Q9Y572	RIPK3	-8.38829671408091	1.08319122277731e-25	No	No
Q9Y5J9	TIMM8B	-3.84549394368835	1.74037287193359e-16	No	No
Q9Y5L3	ENTPD2	-6.72246310569225	1.2484086056959301e-21	No	No
Q9Y5P4	CERT1	-3.10207378802424	1.9671798296157e-25	No	No
Q9Y5S1	TRPV2	-6.23850092449874	2.2305010562078703e-31	No	No
Q9Y5W7	SNX14	-4.71185738775205	1.71438883492006e-06	No	No
Q9Y5X0	SNX10	-3.195394681305	8.683105755032089e-12	No	No
Q9Y5X9	LIPG	-4.05128990413649	1.01329943403038e-07	No	No
Q9Y616	IRAK3	-7.18859215416724	1.5279226036638198e-11	No	No
Q9Y646	CPQ	-4.00686901328697	9.71552950771685e-16	No	No
Q9Y666	SLC12A7	-3.90178115375172	7.77326006113151e-21	No	No
Q9Y672	ALG6	-3.09027171398985	4.34954308120053e-05	No	No
Q9Y697	NFS1	-5.44444104431337	4.5350593605713095e-11	No	No
Q9Y698	CACNG2	-3.53075187030219	1.03179147352442e-23	No	No
Q9Y6C2	EMILIN1	-3.53300707341426	4.30845197903819e-08	No	No
Q9Y6K0	CEPT1	-3.68415037867096	7.240363316429161e-15	No	No
Q9Y6K8	AK5	-3.54796349084668	3.26704491556975e-20	No	No
Q9Y6N5	SQOR	-4.21379308229326	3.65534006257122e-15	No	No
Q9Y6P5	SESN1	-4.15459917858659	0.000111649287827	No	No
Q9Y6Q1	CAPN6	-3.35543568763872	1.30174832937683e-05	No	No
Q9Y6T7	DGKB	-3.16691261834025	2.1111299574865598e-12	No	No
Q9Y6U3	SCIN	-4.23347188158359	5.34202604657192e-24	No	No
Q9Y6X4	FAM169A	-8.38396594578395	2.67939703502551e-28	No	No
