Protein_Group	Genes	SK-Mel-147_vs_FMC29_logFC	SK-Mel-147_vs_FMC29_pval	Removed?	Contaminant?
Q9UP52	TFR2	3.34958961017454	2.8780271052659098e-11	No	No
Q9UPQ9	TNRC6B	4.41080027856015	5.26841654866313e-19	No	No
Q9UPR0	PLCL2	3.19663451646884	1.5661688726099402e-14	No	No
Q9UPY5	SLC7A11	3.06950838479438	2.1699473376194802e-10	No	No
Q9UQB3	CTNND2	3.91942083921774	6.101813892012961e-10	No	No
Q9Y221	NIP7	4.96460935974182	2.11613673454811e-21	No	No
Q9Y314	NOSIP	3.4368357396693	3.69348119890037e-19	No	No
Q9Y3B4	SF3B6	4.64325652925404	7.369682726569169e-18	No	No
Q9Y3C7	MED31	4.31361673313278	1.6304906153950701e-09	No	No
Q9Y3M8	STARD13	3.84272159159789	3.52944119586285e-12	No	No
Q9Y3Q0	NAALAD2	3.80775283813862	6.70377572092051e-20	No	No
Q9Y3T6	R3HCC1	5.12926639277847	2.7079817127671e-13	No	No
Q9Y3X0	CCDC9	6.30808396829878	2.96846599779361e-23	No	No
Q9Y3Y2	CHTOP	4.52937960252445	1.66317381482507e-13	No	No
Q9Y446	PKP3	6.24663576556025	2.78023900559745e-18	No	No
Q9Y4K0	LOXL2	9.35704997898594	2.66245482387264e-18	No	No
Q9Y4K1	CRYBG1	11.1854227759437	2.86946603090616e-21	No	No
Q9Y4L5	RNF115	3.67563996939207	1.9641001349185e-10	No	No
Q9Y4U1	MMACHC	3.04223829866496	1.81619112305729e-05	No	No
Q9Y520	PRRC2C	3.39196119181698	1.05089638231153e-18	No	No
Q9Y530	OARD1	3.03935337746476	0.0032736100991172	No	No
Q9Y5E1	PCDHB9	6.69165371658092	3.2712191989327903e-24	No	No
Q9Y5E2	PCDHB7	12.7418168059546	1.2748897445895599e-28	No	No
Q9Y5E3	PCDHB6	4.66180199450291	3.10753776129706e-15	No	No
Q9Y5E4	PCDHB5	6.68682558379747	7.01914538435592e-20	No	No
Q9Y5E5	PCDHB4	11.2980858172386	3.4022545805303996e-31	No	No
Q9Y5E6	PCDHB3	10.1076277410728	8.2670694335374505e-25	No	No
Q9Y5E7	PCDHB2	13.5247916407947	8.285430426647221e-25	No	No
Q9Y5E8	PCDHB15	9.78075386445567	1.9469885792265602e-21	No	No
Q9Y5E9	PCDHB14	7.71839235558157	8.25168151891959e-23	No	No
Q9Y5F0	PCDHB13	4.89750499223087	4.07801265485261e-16	No	No
Q9Y5F1	PCDHB12	6.8616680832924	1.1186348346014301e-17	No	No
Q9Y5F2	PCDHB11	11.007270622648	3.5705991708875e-21	No	No
Q9Y5G1	PCDHGB3	3.88693886807874	1.2487090006693099e-11	No	No
Q9Y5G2	PCDHGB2	4.40304238666004	2.05879578467657e-19	No	No
Q9Y5G3	PCDHGB1	4.99973375981904	1.6143826347246003e-10	No	No
Q9Y5G4	PCDHGA9	4.77382607071547	9.93712617585563e-18	No	No
Q9Y5G9	PCDHGA4	5.91400734053435	7.809242627277741e-15	No	No
Q9Y5H3	PCDHGA10	3.26244383627297	3.6696088664956497e-13	No	No
Q9Y5H4	PCDHGA1	3.17613590583102	6.1842475232607605e-19	No	No
Q9Y5V0	ZNF706	3.7907694148107	7.914308585280161e-17	No	No
Q9Y5Z9	UBIAD1	3.42465142013683	1.81178823860079e-10	No	No
Q9Y625	GPC6	7.92902699740613	2.45265064375222e-23	No	No
Q9Y676	MRPS18B	6.62893887582323	9.58753928205213e-12	No	No
Q9Y693	LHFPL6	3.27810989199762	9.49943672298811e-19	No	No
Q9Y6H1	CHCHD2	5.72982381444031	2.9212432234596e-11	No	No
Q9Y6M1	IGF2BP2	6.51328798906901	1.76755377046822e-34	No	No
Q9Y6R0	NUMBL	3.09365241941044	1.08037562995411e-23	No	No
Q9Y6W6	DUSP10	3.25258937953702	8.50314234198772e-06	No	No
Q9Y6Z7	COLEC10	3.75963115387943	2.98530064259743e-10	No	No
A0A024RBG1	NUDT4B	-4.36138008782914	4.6420832852046e-05	No	No
A0A7I2V3R4	RNF228	-5.49592643992967	3.9677332609572597e-22	No	No
A0AVF1	IFT56	-3.30344190494814	3.33187403654286e-07	No	No
A1A4G5	LNP1	-3.50030575066872	0.0001082427751098	No	No
A1IGU5	ARHGEF37	-5.8988973268375	5.55327811716802e-13	No	No
A1L0T0	ILVBL	-3.27871670230379	1.4109103248155902e-09	No	No
A1L390	PLEKHG3	-4.25354570782674	5.10025257056991e-10	No	No
A1Z1Q3	MACROD2	-5.66899459497431	1.9283569540246402e-20	No	No
A2RRP1	NBAS	-4.40412933324242	4.69881205677224e-13	No	No
A2RTX5	TARS3	-5.33335391252328	0.0006252077465754	No	No
A2RU48	SMCO3	-3.5591840544655	1.0771484532901602e-09	No	No
A3KN83	SBNO1	-3.54880775167679	0.0002449606679366	No	No
A4D2B0	MBLAC1	-4.21509297033226	5.2044958641076405e-09	No	No
A4FU01	MTMR11	-5.14621370122051	9.63269582230033e-08	No	No
A6NCS6	C2orf72	-6.53426414127664	2.1589010195573003e-16	No	No
A6NGB9	WIPF3	-4.86997957295839	4.44354177063008e-17	No	No
A6NGN9	IGLON5	-5.97557746776044	6.61560470266919e-05	No	No
A6NHX0	CASTOR2	-3.91010443897299	3.89893086436823e-12	No	No
A6NIX2	WTIP	-3.91304832625281	6.80767038405905e-06	No	No
A6NKD9	CCDC85C	-6.84318941773764	3.01743931306696e-07	No	No
A6NNN8	SLC38A8	-3.49013872444539	7.667058179914779e-16	No	No
A6PVS8	LRRIQ3	-3.65956585985812	5.00675422345897e-19	No	No
A8MWY0	ELAPOR2	-7.41831113505996	2.4412066715497e-26	No	No
B2RTY4	MYO9A	-3.83657932151722	0.0001526050338788	No	No
B2RUZ4	SMIM1	-6.2762568960631	8.072039050693659e-26	No	No
C9JI98	TMEM238	-3.98359658932581	9.19957453780682e-22	No	No
F2Z333	FNDC10	-6.99863131847462	9.0228310151869e-28	No	No
F5GYI3	UBAP1L	-3.64817585063055	3.6946789417280503e-09	No	No
H3BV60	TGFBR3L	-3.12590852604211	2.80443674194368e-06	No	No
O00115	DNASE2	-3.82036086616869	4.638054948259571e-09	No	No
O00141	SGK1	-5.16370234698361	2.0220910010933503e-09	No	No
O00142	TK2	-3.45235281265438	4.82165832008868e-10	No	No
O00144	FZD9	-4.80445506124356	3.3817745943464296e-11	No	No
O00221	NFKBIE	-3.13381880794857	5.68968663614471e-06	No	No
O00287	RFXAP	-4.35655651951136	1.4283896540945098e-12	No	No
O00291	HIP1	-5.82830772648537	1.01082384104151e-15	No	No
O00339	MATN2	-3.9873022103893	3.15709153623583e-13	No	No
O00445	SYT5	-3.5545102291442	2.1933685522969003e-18	No	No
O00463	TRAF5	-6.23075017474894	2.0532037209976202e-25	No	No
O00519	FAAH	-6.86011475532142	7.50604272124905e-27	No	No
O00533	CHL1	-4.91877309668732	3.81923459855197e-17	No	No
O00534	VWA5A	-5.83539603300665	1.62344532293916e-18	No	No
O00562	PITPNM1	-3.14403812290775	2.94490958784055e-06	No	No
O00625	PIR	-4.54229784747618	8.70759047869293e-26	No	No
O00635	TRIM38	-3.04783400234628	8.76081937663881e-17	No	No
O14490	DLGAP1	-3.21846371428356	1.09828337829794e-05	No	No
O14492	SH2B2	-4.3798048819727	1.1020380722860302e-09	No	No
O14531	DPYSL4	-7.51123333598536	6.14709521508632e-14	No	No
O14556	GAPDHS	-12.9509057121147	4.3632951201185496e-33	No	No
O14558	HSPB6	-6.78134556998512	1.8757223345389201e-25	No	No
O14576	DYNC1I1	-3.05362714518115	1.39548249466684e-13	No	No
O14649	KCNK3	-3.30010914720971	1.39626696223924e-13	No	No
O14653	GOSR2	-3.0660296595464	7.963335388717419e-11	No	No
O14773	TPP1	-4.04674389066877	6.87456463480232e-09	No	No
O14795	UNC13B	-3.45379693228129	1.33618628593995e-05	No	No
O14841	OPLAH	-8.1504786142425	3.4942430483594703e-20	No	No
O14863	SLC30A4	-7.03846896872188	1.0422905467871399e-11	No	No
O14994	SYN3	-9.44064868808472	1.86827300089921e-26	No	No
O15040	TECPR2	-3.69380681914258	1.7197616868032899e-12	No	No
O15041	SEMA3E	-6.16739298907537	1.32255825967087e-12	No	No
O15047	SETD1A	-10.4965186685774	1.2825743478849298e-11	No	No
O15061	SYNM	-3.65919538222204	6.3278625449190105e-09	No	No
O15068	MCF2L	-3.50769832990429	5.002671729125621e-10	No	No
O15072	ADAMTS3	-4.04712790459241	4.09654276777807e-07	No	No
O15075	DCLK1	-7.57825060638091	4.54614838500974e-22	No	No
O15085	ARHGEF11	-3.10802189371686	7.976357782776221e-10	No	No
O15173	PGRMC2	-3.74359115929235	3.40643990938838e-16	No	No
O15235	MRPS12	-4.43180578537846	1.3287567152208101e-10	No	No
O15240	VGF	-4.7000783775759	1.53246074199273e-11	No	No
O15247	CLIC2	-3.51732908033462	3.1391488140964702e-15	No	No
O15259	NPHP1	-3.36793567362661	4.4862857953402e-06	No	No
O15264	MAPK13	-6.14593382173306	1.6319893640712201e-25	No	No
O15327	INPP4B	-3.54680828338007	5.26470643424341e-14	No	No
O15354	GPR37	-4.52802661190717	3.1445245340852803e-15	No	No
O15375	SLC16A5	-5.69433944911584	2.02249921861461e-09	No	No
O15394	NCAM2	-9.17906857176585	1.18350617667448e-24	No	No
O15403	SLC16A6	-9.35117651706906	1.1591382330852101e-17	No	No
O15488	GYG2	-8.6632568160108	1.04922398225232e-31	No	No
O15519	CFLAR	-5.72216212714794	4.41561135503499e-09	No	No
O15523	DDX3Y	-12.7780796031644	1.61742751556436e-22	No	No
O43147	SGSM2	-3.08693127488988	3.97044170462976e-09	No	No
O43148	RNMT	-5.33454744416385	1.2428914019364898e-11	No	No
O43173	ST8SIA3	-9.22993046472743	3.24756278107599e-26	No	No
O43236	SEPTIN4	-6.28576408995966	6.08069619039861e-11	No	No
O43246	SLC7A4	-7.51533005338439	4.1468669938786405e-25	No	No
O43278	SPINT1	-4.2405719126202	1.6967446997218402e-14	No	No
O43281	EFS	-4.40772454394764	3.2152575613838403e-09	No	No
O43291	SPINT2	-7.84124882884763	1.4311267464668599e-30	No	No
O43295	SRGAP3	-3.59365768444519	8.62104203062301e-05	No	No
O43301	HSPA12A	-5.69927248638233	3.1910250621884404e-15	No	No
O43312	MTSS1	-4.17980940080509	1.23775425800329e-08	No	No
O43347	MSI1	-4.44109615198388	3.11206899070627e-10	No	No
O43374	RASA4	-5.53192340258156	1.660848377817e-12	No	No
O43424	GRID2	-3.15671562602667	0.0076748302407144	No	No
O43508	TNFSF12	-3.30672416203836	5.23933796503497e-08	No	No
O43526	KCNQ2	-4.65205010729379	1.12039771586989e-05	No	No
O43581	SYT7	-4.11499640336881	2.43000843055935e-12	No	No
O43602	DCX	-5.09646158894877	6.4483922535938e-19	No	No
O43663	PRC1	-3.04775630569499	4.73906186051753e-10	No	No
O43719	HTATSF1	-5.2498174030903	2.75518734504978e-18	No	No
O43731	KDELR3	-5.26410283409026	8.81458684621154e-08	No	No
O43736	ITM2A	-4.01442780472566	4.0036270189798503e-17	No	No
O43822	CFAP410	-5.99355448302599	5.96138620912713e-17	No	No
O43837	IDH3B	-6.42504888419273	1.29081968993549e-16	No	No
O43861	ATP9B	-4.44755226056628	3.0491911412248804e-09	No	No
O43900	PRICKLE3	-4.03308776955661	1.6382733874179599e-12	No	No
O43903	GAS2	-3.12194503463295	4.3900709422801203e-10	No	No
O43934	MFSD11	-6.80208475145874	5.80589841685455e-24	No	No
O60237	PPP1R12B	-5.11143044656747	4.385853192220651e-09	No	No
O60262	GNG7	-3.34888938800242	4.77750001972783e-08	No	No
O60296	TRAK2	-9.55359472849674	8.28352233275507e-17	No	No
O60307	MAST3	-7.83453544235738	5.06660450489955e-16	No	No
O60312	ATP10A	-8.40494489199515	4.99288623138918e-19	No	No
O60313	OPA1	-4.60625443417313	2.1291471393860802e-19	No	No
O60315	ZEB2	-5.2955683242424	7.948591186305639e-11	No	No
O60318	MCM3AP	-5.56152380309418	1.13304790912642e-05	No	No
O60336	MAPKBP1	-3.68811720480826	8.74542605936925e-08	No	No
O60341	KDM1A	-3.47052404316486	9.36363301244127e-13	No	No
O60447	EVI5	-3.77088806571705	2.12971306149758e-18	No	No
O60478	GPR137B	-5.52583120877785	1.8203660841439598e-18	No	No
O60486	PLXNC1	-7.76530004966621	3.59094320462206e-22	No	No
O60503	ADCY9	-3.20238264703953	1.65729995862199e-18	No	No
O60603	TLR2	-4.03577523561577	1.07498475306993e-06	No	No
O60641	SNAP91	-9.87441152140936	1.88227454924758e-20	No	No
O60662	KLHL41	-8.40251470616962	2.0910711407974602e-20	No	No
O60706	ABCC9	-3.74126685979142	1.81210460128453e-05	No	No
O60711	LPXN	-4.2059939716756	8.09155716613039e-06	No	No
O60825	PFKFB2	-6.50281773635922	1.75490577641309e-18	No	No
O60831	PRAF2	-3.66201118738683	3.720126055962211e-15	No	No
O60906	SMPD2	-4.69204082700916	3.61618511410308e-08	No	No
O60928	KCNJ13	-12.5885700547114	5.25112414214525e-32	No	No
O60931	CTNS	-3.47040563866204	2.96594032605426e-13	No	No
O60939	SCN2B	-4.94676271742641	1.2659915314644401e-21	No	No
O60942	RNGTT	-4.25994392637722	9.68019962851077e-06	No	No
O75030	MITF	-4.25448944715322	4.8147333405102e-20	No	No
O75056	SDC3	-4.16548370442519	3.4980906983015097e-22	No	No
O75063	FAM20B	-3.59654616600167	8.14819023035088e-14	No	No
O75074	LRP3	-4.1572462839614	1.58459708467712e-06	No	No
O75077	ADAM23	-4.04434369908794	5.48291889992153e-15	No	No
O75078	ADAM11	-3.03923641618676	0.000104385102451	No	No
O75110	ATP9A	-3.04482423296694	6.98010806524812e-17	No	No
O75112	LDB3	-4.41375610979744	1.41507517855447e-08	No	No
O75121	MFAP3L	-3.45233766970384	1.0357160383705202e-15	No	No
O75140	DEPDC5	-6.55504139365988	9.152160520618481e-15	No	No
O75145	PPFIA3	-3.84076073666403	2.44391719821908e-05	No	No
O75151	PHF2	-4.43637312228571	0.0001207122844474	No	No
O75251	NDUFS7	-6.2914927872832	2.4048010297673e-07	No	No
O75324	SNN	-3.52120173088603	6.88979118952278e-12	No	No
O75355	ENTPD3	-4.35381872920735	2.14363194652531e-13	No	No
O75365	PTP4A3	-9.40409737940519	2.13585550549861e-27	No	No
O75400	PRPF40A	-4.16959419788279	9.371861107044689e-12	No	No
O75410	TACC1	-3.31133434365129	8.339133276365011e-14	No	No
O75439	PMPCB	-4.72142840423228	4.8213673973070704e-14	No	No
O75448	MED24	-4.94514230219159	2.45960926299007e-11	No	No
O75460	ERN1	-3.55964512472122	2.65738352472946e-05	No	No
O75475	PSIP1	-3.08532690107584	1.50663805430407e-05	No	No
O75530	EED	-6.13150779243465	1.0069404406229801e-10	No	No
O75554	WBP4	-7.15540736165957	5.89923998085059e-08	No	No
O75582	RPS6KA5	-3.81943341835899	9.15702600690909e-10	No	No
O75628	REM1	-3.7439753180799	4.65660113300058e-10	No	No
O75746	SLC25A12	-8.07666304022487	5.62814399188792e-21	No	No
O75781	PALM	-7.45066519994277	1.17587602878133e-18	No	No
O75843	AP1G2	-3.73196524189319	4.23014543701062e-13	No	No
O75844	ZMPSTE24	-3.06378310835163	3.4376722754005197e-12	No	No
O75879	GATB	-6.20728109041181	1.47281688664957e-23	No	No
O75899	GABBR2	-5.13067511990235	9.325950341782161e-15	No	No
O75943	RAD17	-4.20828742403886	3.12089339187458e-07	No	No
O75976	CPD	-3.04900909154063	2.8485507736667e-14	No	No
O76024	WFS1	-6.05725175703029	7.93375921793422e-23	No	No
O76041	NEBL	-4.51147178475718	1.38523950721038e-16	No	No
O94768	STK17B	-4.27972179973809	7.02580476488738e-06	No	No
O94788	ALDH1A2	-7.74911799102148	7.72349250575884e-16	No	No
O94812	BAIAP3	-5.46393139601777	7.31774952822492e-16	No	No
O94819	KBTBD11	-7.04040522559389	7.38484227785738e-27	No	No
O94832	MYO1D	-5.51178673113179	1.58418300307766e-23	No	No
O94887	FARP2	-4.03719534211408	3.76765034491044e-26	No	No
O94898	LRIG2	-3.75405013092607	2.52046637604883e-08	No	No
O94925	GLS	-5.31983004541945	3.50734460513282e-14	No	No
O94972	TRIM37	-3.37563910543037	0.0097712727774695	No	No
O95057	DIRAS1	-5.81950964897162	1.16818312617611e-16	No	No
O95071	UBR5	-3.13799647497932	0.0008350693871295	No	No
O95185	UNC5C	-5.83792835243537	8.18936287369555e-17	No	No
O95196	CSPG5	-4.53873373948909	2.34361688170382e-11	No	No
O95199	RCBTB2	-6.47475203002945	3.51864591868848e-13	No	No
O95295	SNAPIN	-3.08413548335271	1.0572631007476e-07	No	No
O95390	GDF11	-4.26168910688192	1.82186641604772e-07	No	No
O95415	BRI3	-3.13042570856448	5.5698116781758794e-12	No	No
O95450	ADAMTS2	-8.60493060893917	6.70090349993406e-22	No	No
O95461	LARGE1	-4.30857189108579	8.36989114662444e-07	No	No
O95470	SGPL1	-5.16570253183	2.3142969648045904e-09	No	No
O95477	ABCA1	-7.55918520183826	5.17819813430902e-27	No	No
O95484	CLDN9	-12.0294866196981	3.17165725866022e-34	No	No
O95502	NPTXR	-7.52270091482466	1.13562132055549e-13	No	No
O95528	SLC2A10	-8.45317037451571	3.5440872235057504e-23	No	No
O95563	MPC2	-4.99454738976535	3.7653104219186605e-21	No	No
O95622	ADCY5	-5.4390345056304	7.38214771081649e-19	No	No
O95644	NFATC1	-3.90002685166402	1.80653962658733e-13	No	No
O95670	ATP6V1G2	-4.709374545751	2.80346262158481e-08	No	No
O95671	ASMTL	-4.4332276268286	6.88207433938948e-13	No	No
O95772	STARD3NL	-3.5145490893827	1.33097730808692e-15	No	No
O95785	WIZ	-3.03963145772406	0.0022733084306065	No	No
O95831	AIFM1	-3.6800664687675	2.32737841125518e-10	No	No
O95848	NUDT14	-5.54682770596176	5.2940464669440594e-11	No	No
O96011	PEX11B	-5.34514416865305	1.2623355776863899e-18	No	No
O96017	CHEK2	-4.20477085875626	5.493241650431189e-11	No	No
P00367	GLUD1	-5.92407271349867	8.26821173489895e-14	No	No
P00480	OTC	-3.93762396452386	9.80577049489994e-08	No	No
P00750	PLAT	-3.0598012117505	7.56246412424857e-10	No	No
P00915	CA1	-4.28661810155057	3.28630272923688e-21	No	No
P01023	A2M	-7.5768426908515	2.7491641479590902e-17	No	No
P01236	PRL	-4.89374734860133	2.4467405276692403e-23	No	No
P02100	HBE1	-3.3389033777924	8.27518075406057e-13	No	No
P02511	CRYAB	-4.02628589315061	7.35841146254754e-18	No	No
P02654	APOC1	-12.789382277802	4.46985213676654e-27	No	No
P02686	MBP	-5.92781945107411	1.07158196601935e-16	No	No
P03950	ANG	-5.53607395370442	4.6890671372995703e-20	No	No
P04216	THY1	-4.8926769230471	4.10471264334014e-16	No	No
P04271	S100B	-8.38549235923171	7.03711667812033e-26	No	No
P05090	APOD	-3.83836336438583	1.4018487508843602e-09	No	No
P05165	PCCA	-5.56268428309972	2.09110634331016e-15	No	No
P05408	SCG5	-10.2043035550938	8.4448681281626e-28	No	No
P05771	PRKCB	-8.21591859313402	1.11453794747568e-35	No	No
P06396	GSN	-3.40810558067877	4.66439964364445e-22	No	No
P06858	LPL	-4.48497212208683	4.5720514095307e-14	No	No
P07099	EPHX1	-4.45550556239214	3.4881624514175e-21	No	No
P07203	GPX1	-5.07384260806261	2.42844659245715e-20	No	No
P07204	THBD	-8.61042759776449	1.82023213276123e-26	No	No
P07332	FES	-3.30666498288089	1.26039812265498e-08	No	No
P07902	GALT	-3.15690056470635	6.9084728623962505e-19	No	No
P08123	COL1A2	-3.07962619369162	3.03585178294664e-08	No	No
P09038	FGF2	-3.58975437049367	2.6782439288642103e-15	No	No
P09417	QDPR	-3.03350881736772	6.47882987383525e-24	No	No
P09488	GSTM1	-9.6062312108935	2.56860973779106e-32	No	No
P09936	UCHL1	-12.793159855674	2.5159871370845102e-23	No	No
P0C7M8	CLEC2L	-3.94392284879529	1.6468627563018198e-11	No	No
P0C7T5	ATXN1L	-3.12293163925208	0.0064090001772042	No	No
P0C870	JMJD7	-6.78882413779706	4.09464251507797e-08	No	No
P0DJD0;P0DJD1	RGPD1;RGPD2	-4.55289835554074	3.1065158354474202e-09	No	No
P0DKB5	TPBGL	-5.4259356667499	1.9402025378426302e-17	No	No
P0DKX4	SMIM18	-6.07220651968964	6.49580678120259e-23	No	No
P0DP58	LYNX1	-5.69531780124659	6.52773859100484e-21	No	No
P0DPD8	EEF1AKMT4-ECE2	-8.74910159908318	4.32161359389761e-24	No	No
P10253	GAA	-5.27437994052928	8.088452543804089e-12	No	No
P10636	MAPT	-3.32501393585961	1.9867077650373103e-09	No	No
P10721	KIT	-9.22835301744579	2.49229361925253e-15	No	No
P11217	PYGM	-4.68687995499161	2.51156875065035e-19	No	No
P11277	SPTB	-5.05788513457909	2.9977278672856894e-11	No	No
P11801	PSKH1	-6.36718319374067	1.53936742224123e-09	No	No
P12107	COL11A1	-5.9091573033708	3.1270499877810903e-17	No	No
P12270	TPR	-4.39365143010087	3.07185079606574e-08	No	No
P12821	ACE	-5.11848263748341	0.0001558675098738	No	No
P12830	CDH1	-9.43740732261976	1.85125315418193e-22	No	No
P13051	UNG	-3.06012553896842	0.0040617470652484	No	No
P13584	CYP4B1	-3.66536557625176	1.25395216515819e-08	No	No
P13686	ACP5	-5.38218259923104	2.13944596917294e-13	No	No
P13688	CEACAM1	-12.2719466743376	3.72922615361453e-28	No	No
P13804	ETFA	-4.68009050228245	5.0960086527151904e-17	No	No
P14384	CPM	-7.17245586896907	3.1800687737527003e-16	No	No
P14679	TYR	-15.160051773133	4.7334701916507503e-32	No	No
P15289	ARSA	-5.83304665685647	3.94760237427117e-14	No	No
P15428	HPGD	-6.3168480183698	1.12892154653958e-10	No	No
P16219	ACADS	-3.57811922192868	7.38412281173004e-05	No	No
P16234	PDGFRA	-3.64836042317462	5.67329281716863e-11	No	No
P16435	POR	-5.08019414488122	5.733976136895471e-17	No	No
P16519	PCSK2	-9.46048984052226	3.3880308865203904e-31	No	No
P17028	ZNF24	-6.67093779851766	1.6139213865228902e-17	No	No
P17050	NAGA	-4.22733902820509	1.1383154064988e-07	No	No
P17643	TYRP1	-11.1144753172897	3.55121937909158e-16	No	No
P17706	PTPN2	-4.11262427037871	4.69443959183273e-14	No	No
P17931	LGALS3	-6.70690781375875	1.84339002717105e-25	No	No
P18859	ATP5PF	-3.20395409559336	1.8684633939278e-05	No	No
P19367	HK1	-3.79814547222083	6.68717032453528e-17	No	No
P19634	SLC9A1	-3.96338952875111	3.50410620670841e-21	No	No
P20585	MSH3	-3.8221616148034	9.94576627142239e-11	No	No
P20591	MX1	-4.80723429858138	5.780396829509281e-15	No	No
P21127	CDK11B	-3.27966246872063	1.24694874071414e-06	No	No
P21266	GSTM3	-3.87571682229952	7.88635628248974e-24	No	No
P21554	CNR1	-8.46006725475462	1.6113750159739401e-09	No	No
P21580	TNFAIP3	-3.8021337006478	5.115704313526811e-15	No	No
P21860	ERBB3	-7.90774461231569	1.87781316837553e-25	No	No
P21912	SDHB	-5.23456169327973	3.69049967722655e-15	No	No
P21964	COMT	-3.88328807308054	5.06373757473591e-10	No	No
P22033	MMUT	-8.272856763038	5.58760827592386e-14	No	No
P22223	CDH3	-6.53592937778786	3.9977974334972095e-12	No	No
P22570	FDXR	-3.19689823901501	3.74446513581532e-07	No	No
P22670	RFX1	-4.35275822426281	4.38582543839827e-09	No	No
P22830	FECH	-3.58002014115612	2.82974532787116e-05	No	No
P23141	CES1	-3.37663973695011	3.97646107871072e-08	No	No
P23368	ME2	-5.33748266461144	4.49534641485952e-18	No	No
P23378	GLDC	-3.83844083154467	1.9862137792295e-07	No	No
P23471	PTPRZ1	-5.66694688253884	2.95119661753156e-13	No	No
P23508	MCC	-3.41458212312045	5.55304983240471e-17	No	No
P24530	EDNRB	-5.25258962606146	7.18713378919041e-28	No	No
P24593	IGFBP5	-7.72607720071931	2.68950137584527e-28	No	No
P24723	PRKCH	-6.05819429234544	5.2482049570853e-11	No	No
P25021	HRH2	-5.86760644136107	3.33088719890035e-23	No	No
P25189	MPZ	-9.22968001858142	2.08713958784314e-19	No	No
P25391	LAMA1	-3.97130546406143	3.19449227784099e-10	No	No
P25942	CD40	-3.67880161424405	3.07245165592868e-13	No	No
P26045	PTPN3	-7.13677047306311	4.55526190148087e-30	No	No
P26378	ELAVL4	-4.5730593957997	6.2503350947927905e-15	No	No
P27449	ATP6V0C	-3.16490549297846	4.28061659634198e-10	No	No
P27487	DPP4	-9.30437724696126	1.94513876130467e-25	No	No
P27544	CERS1	-4.22534100131885	5.24262702337479e-22	No	No
P27824	CANX	-3.80946592684652	1.09317378745261e-16	No	No
P27987	ITPKB	-5.9422324603024	5.10909350639424e-20	No	No
P28161	GSTM2	-6.24162798259333	6.07323504474465e-21	No	No
P28290	ITPRID2	-3.69657539776395	0.0002379271707112	No	No
P28330	ACADL	-4.64969364598003	3.67149432758298e-08	No	No
P28472	GABRB3	-5.0892421816981	1.5269852384777102e-09	No	No
P29074	PTPN4	-4.71747650631	2.94443839045546e-07	No	No
P29120	PCSK1	-4.61013294638688	3.93691460677849e-24	No	No
P29466	CASP1	-6.26879942879895	1.53098081734267e-24	No	No
P29536	LMOD1	-7.14898929078832	2.70883898497843e-27	No	No
P29728	OAS2	-3.21367695321369	3.4924575444967e-05	No	No
P30039	PBLD	-3.45515815208215	1.63461339082358e-07	No	No
P30414	NKTR	-3.79853691509337	5.85476636337586e-06	No	No
P30519	HMOX2	-3.21087385511408	1.95521789817977e-12	No	No
P31930	UQCRC1	-3.51259315935804	6.133110243370559e-11	No	No
P33121	ACSL1	-3.18384649073749	1.6685990439417e-13	No	No
P34059	GALNS	-4.1960741973649	1.3310843142428298e-11	No	No
P34096	RNASE4	-4.4077310827708	1.58781291291425e-12	No	No
P34998;Q13324	CRHR1;CRHR2	-4.41588027429004	1.76794684231795e-15	No	No
P35219	CA8	-4.79468014040831	3.3484502392214205e-15	No	No
P35251	RFC1	-3.56533437531746	0.0012248466136469	No	No
P35475	IDUA	-3.98906792196775	3.92706641770462e-14	No	No
P35555	FBN1	-9.06220356441034	4.74103527615803e-25	No	No
P35580	MYH10	-3.79467160409856	2.19864762292934e-16	No	No
P35914	HMGCL	-7.97771997764388	1.02727106022285e-25	No	No
P36542	ATP5F1C	-3.27746318145899	0.0025942281524358	No	No
P36551	CPOX	-3.35013371615257	9.39883430412459e-14	No	No
P36776	LONP1	-5.64406764399147	2.20446580662251e-17	No	No
P36952	SERPINB5	-3.13940416329404	0.0001799899193782	No	No
P36955	SERPINF1	-7.26777759035926	2.1570413989884801e-10	No	No
P36959	GMPR	-5.14929527892765	1.05970534005179e-25	No	No
P38117	ETFB	-4.05568647054002	5.99707636873007e-21	No	No
P38571	LIPA	-3.50676409925687	2.71720793611387e-13	No	No
P39656	DDOST	-4.59873892210225	7.99048904194306e-15	No	No
P39880	CUX1	-3.98139754953718	3.94961318732201e-07	No	No
P40121	CAPG	-7.81521043747857	2.2581506546779998e-13	No	No
P40126	DCT	-7.71898366961482	3.16596884872026e-18	No	No
P40939	HADHA	-5.05011601952433	3.15918720235647e-17	No	No
P40967	PMEL	-10.2246456952355	7.787240039487539e-18	No	No
P41595	HTR2B	-7.2427939749596	1.21360267779968e-24	No	No
P42658	DPP6	-6.99955596982942	1.55562687254563e-16	No	No
P42765	ACAA2	-3.87511170112176	3.74628345724966e-08	No	No
P42857	NSG1	-12.2596228394132	6.01973573196178e-40	No	No
P42858	HTT	-3.35682760802068	9.299118209077409e-16	No	No
P42898	MTHFR	-3.07649917612581	1.19799209796225e-08	No	No
P43005	SLC1A1	-6.02306511798476	1.73794568371532e-23	No	No
P43007	SLC1A4	-6.06369904098458	2.62261723069272e-33	No	No
