Protein_Group	Genes	SAX_vs_RAW_logFC	SAX_vs_RAW_pval	Removed?	Contaminant?
P07356	Anxa2	2.52740107711211	1.69482665391467e-06	No	No
P07901	Hsp90aa1	3.95787778168775	3.25374656537823e-13	No	No
P08003	Pdia4	6.77742365913507	2.2085831452139197e-12	No	No
P08032	Spta1	3.0617090663136	2.97005257100918e-07	No	No
P08101	Fcgr2	2.55396300417812	2.61058027880622e-06	No	No
P08113	Hsp90b1	3.38385813591485	1.58927295705091e-10	No	No
P08122	Col4a2	2.72188851485413	6.14239639134065e-06	No	No
P08207	S100a10	1.58145473094432	0.0001088967650715	No	No
P08249	Mdh2	4.56625712542174	1.27248992406726e-10	No	No
P08680	Alas2	2.67351736084176	1.57902852877812e-11	No	No
P08752	Gnai2	4.21916010252776	1.90317571563958e-11	No	No
P08775	Polr2a	6.96355147112051	2.33898008471406e-05	No	No
P09055	Itgb1	2.12852986972411	2.70104339371973e-06	No	No
P09103	P4hb	4.36835288798271	1.29241370977845e-10	No	No
P09405	Ncl	4.93248547155506	4.23284842019053e-08	No	No
P09541	Myl4	2.92270193010583	4.8368482684462e-13	No	No
P09671	Sod2	3.03236482150214	2.4922472339661e-07	No	No
P09803	Cdh1	4.34733447183727	5.60226683529503e-12	No	No
P0C191	Gp6	2.78729184391483	5.08624309509931e-06	No	No
P0C605	Prkg1	9.26899044965481	6.442957686601991e-15	No	No
P0C872	Jmjd7	4.99224673899088	4.4052440604382704e-15	No	No
P0DP26;P0DP27;P0DP28	Calm1;Calm2;Calm3	3.04426925318864	3.61921753453672e-08	No	No
P10107	Anxa1	2.42122451959646	0.0005155499388484	No	No
P10126	Eef1a1	2.23311807624655	4.08685603524227e-05	No	No
P10287	Cdh3	8.37716255373392	3.23295794501213e-19	No	No
P10493	Nid1	3.88652843520823	4.968432502748989e-11	No	No
P10518	Alad	3.38799840477877	2.01302047659175e-08	No	No
P10630	Eif4a2	4.65290597975618	4.19934688239889e-14	No	No
P10833	Rras	1.54188714677674	9.08189391548399e-06	No	No
P10923	Spp1	4.6369525443897	2.5911982509795597e-11	No	No
P11031	Sub1	7.95604076794972	5.28857688291603e-15	No	No
P11152	Lpl	2.00662604055685	1.61156424015765e-05	No	No
P11214	Plat	2.45942820487883	0.0009128217585552	No	No
P11276	Fn1	2.34536103530852	1.16235681764194e-08	No	No
P11499	Hsp90ab1	4.07598800974166	1.04040065918222e-12	No	No
P11591	Mup5	1.00524582275422	0.0034517135745015	No	No
P11609	Cd1d1	3.94359221272165	2.4103145271202097e-11	No	No
P11627	L1cam	3.23051614321862	1.03649194057288e-09	No	No
P11688	Itga5	2.75798529520657	2.42564092782162e-05	No	No
P11881	Itpr1	8.69090932739128	2.4194279787812597e-11	No	No
P11983	Tcp1	2.5160478395091	6.92787787179788e-07	No	No
P12023	App	6.17859556900924	5.35479412915604e-13	No	No
P12265	Gusb	4.90271421294596	9.09931394589266e-09	No	No
P12388	Serpinb2	2.39612881232139	2.59077408600494e-05	No	No
P12399	Ctla2a	5.12266849648942	2.62254132103182e-09	No	No
P12787	Cox5a	4.95026198220028	3.25352951625515e-10	No	No
P12791	Cyp2b10	3.62901329520479	9.52352439061751e-06	No	No
P12970	Rpl7a	4.75489381547462	7.62009313537263e-09	No	No
P13412	Tnni2	6.12680564638306	1.68464221570281e-08	No	No
P13595	Ncam1	4.45915171200095	1.14790785477021e-12	No	No
P13609	Srgn	6.50710250057447	4.50804357453735e-07	No	No
P14069	S100a6	1.9883663819577	0.0036654352571377	No	No
P14131	Rps16	2.85068190396207	4.48930811965535e-06	No	No
P14206	Rpsa	4.10272882088055	5.660788540882849e-12	No	No
P14211	Calr	5.25008370327394	2.16089282505295e-15	No	No
P14231	Atp1b2	1.26830985977516	0.0001749057191032	No	No
P14234	Fgr	5.7037934669063	1.8142880306237201e-19	No	No
P14602	Hspb1	2.50207658303562	9.10981186739352e-05	No	No
P14685	Psmd3	1.44885200331041	0.0037024372212668	No	No
P14733	Lmnb1	7.33248596671715	1.94585473725606e-12	No	No
P14824	Anxa6	3.90625004231374	9.69811486430722e-08	No	No
P14869	Rplp0	4.86769313963192	1.0529351825603601e-10	No	No
P14873	Map1b	5.16977263901705	1.6274782636072502e-09	No	No
P15105	Glul	2.44656168722803	0.0007164854504414	No	No
P15116	Cdh2	1.1420885799149	0.0012261285735573	No	No
P15209	Ntrk2	1.28182652342692	0.003109350150232	No	No
P15261	Ifngr1	4.31958557906255	7.29879494258871e-05	No	No
P15306	Thbd	6.18662272377706	3.85569802380164e-13	No	No
P15307	Rel	3.56125754677119	1.35374936183003e-09	No	No
P15379	Cd44	1.42955215842291	0.000994158275462	No	No
P15508	Sptb	2.65151097818574	2.12988615560913e-06	No	No
P15530	Cd79b	2.28755131060191	8.166386290828279e-11	No	No
P15702	Spn	4.9012963934804	2.6149883953584503e-15	No	No
P15920	Atp6v0a2	3.86099435385628	5.354663965010781e-09	No	No
P16014	Chgb	3.61129658358054	1.43538760871802e-06	No	No
P16092	Fgfr1	3.40524857638934	1.80114824891774e-07	No	No
P16254	Srp14	0.979354017408102	0.000779146425134	No	No
P16294	F9	3.48801167037874	1.3673607870866502e-09	No	No
P16330	Cnp	5.61385970795554	3.6350646011898e-08	No	No
P16390	Kcna3	3.54238258081014	1.40537939504851e-05	No	No
P16546	Sptan1	6.94685773966609	2.9643807155015997e-12	No	No
P17156	Hspa2	3.74052219360477	1.5413912693972902e-09	No	No
P17426	Ap2a1	5.49509609982635	1.89967701522164e-06	No	No
P17427	Ap2a2	4.60460042281389	2.10796091767608e-05	No	No
P17710	Hk1	4.78725392880918	3.79896292232636e-07	No	No
P17918	Pcna	7.78362023830657	1.37099563152449e-11	No	No
P18052	Ptpra	3.35380817323892	7.77049751695077e-08	No	No
P18572	Bsg	2.65316571070822	7.45569908030852e-06	No	No
P18760	Cfl1	1.99452141323141	0.0001127233659403	No	No
P18761	Ca6	4.00298832031307	1.27303920483995e-07	No	No
P18828	Sdc1	3.56780885844892	2.3133546075808604e-09	No	No
P19137	Lama1	5.4156230430772	2.4239073250523797e-11	No	No
P19221	F2	2.43269300587964	3.16852744886947e-08	No	No
P19324	Serpinh1	4.83613921118032	2.2574836008631e-12	No	No
P19437	Ms4a1	2.78803556166469	1.63604014923423e-07	No	No
P19467	Muc13	4.81293312976687	5.7335904587124695e-11	No	No
P19536	Cox5b	5.88516349687002	3.72398588700401e-13	No	No
P19783	Cox4i1	11.1480479136514	1.47363939557408e-17	No	No
P19788	Mgp	2.22406918131567	3.28114091836642e-06	No	No
P19973	Lsp1	4.02518447224373	2.27358222943754e-12	No	No
P20029	Hspa5	3.69316225900957	1.29518489874962e-12	No	No
P20065	Tmsb4x	2.07969232600758	4.66146784163975e-05	No	No
P20108	Prdx3	3.77664353648905	2.5919936635407e-08	No	No
P20109	Il13	6.85682320573348	3.20917372888888e-19	No	No
P20152	Vim	3.68440707446573	8.481180111168461e-09	No	No
P20334	Tnfrsf9	3.5825502682106	7.6171790560722e-13	No	No
P20444	Prkca	5.46711402587221	2.87111958711419e-10	No	No
P20491	Fcer1g	5.5062460346122	3.2359626165472e-11	No	No
P20801	Tnnc2	4.26224740508579	3.19166815147522e-14	No	No
P21107	Tpm3	5.52915047152539	1.1636062791286298e-11	No	No
P21126	Ubl4a	5.66159607194794	3.1350619238949e-09	No	No
P21274	Bmp2	1.3277192095585	0.0022797615496957	No	No
P21279	Gnaq	5.99499862957954	1.26409151448784e-13	No	No
P21440	Abcb4	4.41362840129749	1.2928446433567e-05	No	No
P21619	Lmnb2	5.6739882709965	3.2993047067169202e-09	No	No
P21803	Fgfr2	5.36426416575931	1.78999696883174e-10	No	No
P21956	Mfge8	4.24306161206841	5.72330573444075e-11	No	No
P21958	Tap1	7.42778677652975	4.46110257176695e-14	No	No
P21981	Tgm2	4.45773650049223	1.02183566256541e-13	No	No
P21995	Emb	0.749463191629397	0.002614917110929	No	No
P22315	Fech	6.41960485220203	2.8123104915300004e-18	No	No
P22366	Myd88	3.33758721512006	2.94904390249088e-12	No	No
P22437	Ptgs1	8.5022454097081	1.5759220332967901e-15	No	No
P22646	Cd3e	7.89620720853788	2.27197053660187e-20	No	No
P22682	Cbl	3.00944356247403	0.0001015117586037	No	No
P22777	Serpine1	3.33564234971456	1.3784414557090801e-09	No	No
P22892	Ap1g1	2.93181724408595	0.0005839733708574	No	No
P23116	Eif3a	5.23835539894253	1.44212475088693e-05	No	No
P23198	Cbx3	2.82066157962815	4.73589934548355e-09	No	No
P23359	Bmp7	6.37279620629359	1.06582047955393e-18	No	No
P24063	Itgal	3.8461099028923	4.44292874140362e-07	No	No
P24161	Cd247	4.00712346323323	1.4184700709809699e-12	No	No
P24288	Bcat1	1.8922154691185	0.0011919586835073	No	No
P24369	Ppib	2.38531403864986	6.04936164905959e-08	No	No
P24452	Capg	1.35426756201892	0.0005881173831617	No	No
P24547	Impdh2	2.93558732697876	1.5651637595944e-05	No	No
P24668	M6pr	3.03504558150273	3.2416906030483103e-09	No	No
P25444	Rps2	3.93618447069233	4.12401052250504e-05	No	No
P25799	Nfkb1	7.50718173855983	2.91258362993375e-20	No	No
P25911	Lyn	6.21447179260774	5.73417371360457e-12	No	No
P26011	Itgb7	3.45619897689881	3.4883158546147204e-09	No	No
P26039	Tln1	3.10730129479389	3.43159748657678e-08	No	No
P26043	Rdx	1.99039134839885	0.0005403667702688	No	No
P26339	Chga	3.87018156637252	1.89178909011111e-10	No	No
P26350	Ptma	6.37636852809716	1.1005982100231599e-12	No	No
P26443	Glud1	3.63708456394106	7.77016216372214e-06	No	No
P26450	Pik3r1	5.69545144100425	1.05143962176759e-05	No	No
P26516	Psmd7	5.14076287298398	1.64840247508986e-10	No	No
P26618	Pdgfra	3.65243859356605	3.27235761445625e-10	No	No
P26645	Marcks	3.88749646405576	1.28704336143745e-07	No	No
P26883	Fkbp1a	1.20514730045107	0.0066348379282397	No	No
P27048;P63163	Snrpb;Snrpn	5.90931277506043	1.21188069483679e-07	No	No
P27512	Cd40	1.79510865223468	1.65870561063164e-06	No	No
P27546	Map4	7.22658176960691	5.095198828793089e-16	No	No
P27601	Gna13	5.08106293987515	1.17163767253263e-08	No	No
P27659	Rpl3	3.00889476184804	5.29128677673286e-08	No	No
P27773	Pdia3	3.29757642375489	5.07127414691146e-08	No	No
P27808	Mgat1	3.89331808189196	1.22074263375257e-07	No	No
P27870	Vav1	3.9301416879606	2.64086097731969e-09	No	No
P28063	Psmb8	4.22107416494089	4.41384440588081e-12	No	No
P28076	Psmb9	4.5270540351156	3.5718814885840695e-11	No	No
P28078	H2-DMa	2.06586295912806	1.86934440360563e-10	No	No
P28293	Ctsg	4.89763972392087	7.82699796841938e-08	No	No
P28301	Lox	2.33013293207204	0.0086169038721404	No	No
P28653	Bgn	2.45302298791029	3.10586340729673e-07	No	No
P28654	Dcn	2.90673073177692	8.31013885428906e-10	No	No
P28656	Nap1l1	3.70293111988099	2.74794148807989e-07	No	No
P28658	Atxn10	5.06354153154723	1.33432244027633e-13	No	No
P28660	Nckap1	4.03194511815692	2.97502525590372e-11	No	No
P28667	Marcksl1	4.70970697513587	1.35337308154949e-07	No	No
P28740	Kif2a	5.86337237086637	1.5531587758457601e-10	No	No
P29351	Ptpn6	2.6625315652459	0.0065613898316884	No	No
P29387	Gnb4	9.81293374245417	1.8968315659485e-10	No	No
P29595	Nedd8	2.18919359319455	2.36624114998585e-09	No	No
P29621	Serpina3c	1.61253212633529	5.34546987075192e-05	No	No
P29758	Oat	5.96091858246144	2.1462366922605498e-11	No	No
P29788	Vtn	3.37659005276618	7.34728613339998e-11	No	No
P30355	Alox5ap	4.54656889386276	4.94506413213734e-10	No	No
P30416	Fkbp4	3.32285555005961	1.31137845935886e-07	No	No
P30681	Hmgb2	4.66058280754601	7.38713170773332e-11	No	No
P30987	Tbxa2r	5.9181248545906	3.29404170519566e-10	No	No
P30999	Ctnnd1	6.8031402094923	2.24956880340806e-06	No	No
P31001	Des	4.35512189574506	0.0006872314616802	No	No
P31230	Aimp1	2.4320894677933	0.0002883070103903	No	No
P31324	Prkar2b	5.65416154532821	1.1600444051305e-11	No	No
P31428	Dpep1	2.71716789339799	9.680875546560112e-09	No	No
P31938	Map2k1	1.57117405783048	0.0007804489313101	No	No
P31996	Cd68	1.43251533308928	6.61233327230665e-06	No	No
P32020	Scp2	7.45003035608276	1.5725854999604002e-16	No	No
P32037	Slc2a3	5.17745325343384	1.14562327834734e-08	No	No
P32883	Kras	2.05856263339208	2.30468715691585e-06	No	No
P33146	Cdh15	6.26633512228524	2.58590338786649e-14	No	No
P33435	Mmp13	3.91757312706861	1.26192955281294e-07	No	No
P33587	Proc	4.59701838911367	2.54158770627348e-11	No	No
P34022	Ranbp1	1.99390336744903	0.000362984000497	No	No
P35123	Usp4	2.43350315771568	2.59475257816382e-05	No	No
P35235	Ptpn11	3.03544200768395	0.000217204834231	No	No
P35276	Rab3d	2.89463592395973	3.05615624173054e-06	No	No
P35278	Rab5c	2.84174273917764	6.2895967665826e-08	No	No
P35279	Rab6a	4.99636992366413	3.22183691635048e-06	No	No
P35282	Rab21	4.10948445684445	2.1113192888601e-06	No	No
P35293	Rab18	2.52280372134542	4.83207597610824e-08	No	No
P35329	Cd22	5.7901818827619	3.62885198620476e-07	No	No
P35441	Thbs1	3.24897840272201	6.83694904094237e-08	No	No
P35459	Ly6d	1.67979621344767	1.2286481308285e-05	No	No
P35486	Pdha1	6.53551799175077	1.6342363597905102e-09	No	No
P35492	Hal	3.44512065053146	0.0001794013353739	No	No
P35564	Canx	5.41497565544804	1.34210072757501e-10	No	No
P35585	Ap1m1	3.99703275030169	2.51909806185144e-08	No	No
P35762	Cd81	5.69415666046956	2.46676087750913e-17	No	No
P35821	Ptpn1	4.95664893901003	4.32833061589829e-08	No	No
P35831	Ptpn12	9.66399588647623	2.22998907532527e-12	No	No
P35917	Flt4	2.36387996300594	4.02546505058144e-08	No	No
P35922	Fmr1	7.75733898665034	2.0913141498078302e-14	No	No
P35951	Ldlr	4.3261608710932	3.5547280489878e-07	No	No
P35969	Flt1	4.27089685921658	4.27217646858022e-08	No	No
P35991	Btk	4.53737739319064	2.83771743642934e-06	No	No
P36371	Tap2	6.34741186322406	3.4623233002741497e-18	No	No
P36423	Tbxas1	5.98176654234011	7.2192822267898496e-12	No	No
P36916	Gnl1	4.43619296025493	1.30932523920622e-07	No	No
P36993	Ppm1b	3.04513584869204	1.32691856079801e-06	No	No
P37040	Por	8.62075140023659	2.75151215821037e-21	No	No
P37889	Fbln2	4.6266449592317	3.33082286611082e-10	No	No
P38060	Hmgcl	7.11509983927019	1.41841098050356e-12	No	No
P38647	Hspa9	5.11693307992051	4.51729964493259e-10	No	No
P39038	Cdh4	6.53326970068327	4.6134223488783505e-15	No	No
P39061	Col18a1	3.10370750711572	3.909845473320731e-09	No	No
P39447	Tjp1	7.31903064184356	2.27204096765093e-19	No	No
P39655	Alox12	1.79041161512899	0.0004552145922422	No	No
P39688	Fyn	10.0264572039608	5.44358214448478e-19	No	No
P40124	Cap1	3.96266042971085	5.791354987191021e-09	No	No
P40237	Cd82	7.57818186878859	1.81706045473901e-19	No	No
P40240	Cd9	3.49525510013868	1.55155548548503e-12	No	No
P40336	Vps26a	6.97848360357798	8.66698859578666e-14	No	No
P40630	Tfam	4.39105587743044	4.5799615191789893e-11	No	No
P41105	Rpl28	4.60139261249171	2.09460529654063e-09	No	No
P41216	Acsl1	6.84361592278521	9.77635109494316e-08	No	No
P41241	Csk	3.29595590674669	1.15373837726166e-05	No	No
P41245	Mmp9	3.93318947551192	4.81850557123097e-08	No	No
P41274	Tnfsf9	3.48453700914225	0.0003633574213194	No	No
P41317	Mbl2	3.25349679482668	4.66095967628582e-08	No	No
P42125	Eci1	4.084675512559	1.19284622619227e-10	No	No
P42208	Septin2	5.9928071480215	1.0560468860491e-10	No	No
P42209	Septin1	2.82166808086465	3.71290177408633e-05	No	No
P42225	Stat1	2.95803650563943	0.000258488511014	No	No
P42227	Stat3	1.20114023454794	0.0088802775996695	No	No
P42232	Stat5b	4.41615779117322	3.19186953651163e-08	No	No
P42567	Eps15	6.66129347345873	1.7764131514422e-09	No	No
P42669	Pura	5.9780339081399	5.849417849681259e-11	No	No
P42859	Htt	3.38485337600536	6.76884313560208e-10	No	No
P42932	Cct8	3.22296316568213	4.63186170871246e-08	No	No
P43252	Ptgir	4.27117734205357	1.7643071947681099e-12	No	No
P43406	Itgav	4.7386590121163	2.3388757671773e-06	No	No
P45878	Fkbp2	1.16677419520327	0.0001989138426054	No	No
P45952	Acadm	6.2244137201629	3.66042456419998e-12	No	No
P46061	Rangap1	5.65372093616538	1.76291071385974e-12	No	No
P46062	Sipa1	5.44117741229895	6.66260613203169e-10	No	No
P46460	Nsf	1.60449803681333	0.0020241325713741	No	No
P46467	Vps4b	2.53416413859392	8.2941238807842e-07	No	No
P46471	Psmc2	5.41850306110151	1.21296069286063e-10	No	No
P46638	Rab11b	3.39526242253799	5.34505630469373e-08	No	No
P46737	Brcc3	7.56534919653061	7.65079513812034e-09	No	No
P46935	Nedd4	4.19463578647549	4.5159823019068e-05	No	No
P46938	Yap1	6.37497112412443	4.08187834475028e-17	No	No
P46978	Stt3a	9.45871696179924	1.6838435457445202e-17	No	No
P47226	Tes	5.18580627646672	8.16475806302467e-05	No	No
P47713	Pla2g4a	6.3693211141152	1.79219681434344e-08	No	No
P47738	Aldh2	3.58928009776376	5.46656543290647e-08	No	No
P47753	Capza1	2.88909137890629	4.60665526295376e-06	No	No
P47754	Capza2	2.80958426104252	3.57622353224023e-07	No	No
P47757	Capzb	3.53621160015143	5.94015997785884e-11	No	No
P47758	Srprb	6.69146114011233	2.25050938563149e-20	No	No
P47802	Mtx1	3.72973177781424	3.33691842496317e-08	No	No
P47811	Mapk14	2.77530005278043	4.35047952631572e-05	No	No
P47867	Scg3	2.16422366701031	7.81568514232903e-07	No	No
P47911	Rpl6	2.08426947528158	1.01797256428451e-05	No	No
P47931	Fst	4.10877991757084	5.5690442995656695e-11	No	No
P47934	Crat	4.01866664749128	6.741031029274479e-11	No	No
P47955	Rplp1	2.63466038940701	3.06198893735251e-08	No	No
P47963	Rpl13	4.11727672635849	0.0004723097487247	No	No
P48025	Syk	3.54431326732523	8.11156329953368e-05	No	No
P48036	Anxa5	1.95959053379652	1.06112734778198e-05	No	No
P48193	Epb41	2.94971082136712	6.30995987153991e-07	No	No
P48410	Abcd1	3.16177208463424	0.0001950801308833	No	No
P48428	Tbca	1.8820490127249	0.0003405641719698	No	No
P48545	Kcnj5	4.4476980407948	5.82119039858672e-07	No	No
P48678	Lmna	4.75436745010806	1.23355037083121e-07	No	No
P48722	Hspa4l	4.44206436718927	3.87209095644004e-08	No	No
P48756	Gip	2.05439495413768	0.0002858412617798	No	No
P48759	Ptx3	4.77563145265153	8.66111212731257e-13	No	No
P48771	Cox7a2	6.55739861932157	8.509202995548501e-20	No	No
P49138	Mapkapk2	6.76680192886157	1.2128006381664201e-09	No	No
P49183	Dnase1	3.88095739810414	6.11529839552135e-13	No	No
P49222	Epb42	2.24228935977269	1.66838065427274e-05	No	No
P49312	Hnrnpa1	2.08527298864414	7.21396472194732e-06	No	No
P49442	Inpp1	1.13154288952563	7.79547225090459e-05	No	No
P49443	Ppm1a	4.0420115080677	2.15611447071091e-07	No	No
P49586	Pcyt1a	5.94115216022904	3.71987326168764e-07	No	No
P49615	Cdk5	3.18697188831009	4.020295071821821e-09	No	No
P49710	Hcls1	6.10811448988733	9.138931027272919e-11	No	No
P49722	Psma2	5.00447945903361	3.4047707380705996e-13	No	No
P49813	Tmod1	3.20253995665772	1.17229592978271e-05	No	No
P49817	Cav1	9.68874664787042	1.3706866882217201e-14	No	No
P50096	Impdh1	5.96248483887492	6.977075074383559e-11	No	No
P50171	Hsd17b8	3.61348471506885	6.04942507357067e-08	No	No
P50396	Gdi1	1.36865542345005	0.0004108171118114	No	No
P50518	Atp6v1e1	1.8408086866463	0.0006839305716594	No	No
P50543	S100a11	2.71692084645347	0.0001180560365803	No	No
P50544	Acadvl	6.4333289519839	2.33622256311396e-09	No	No
P50580	Pa2g4	2.25957391417131	0.0007217972937502	No	No
P50608	Fmod	2.55736025350364	2.49089577769857e-07	No	No
P51125	Cast	4.57483528720694	1.8036452364811e-05	No	No
P51150	Rab7a	2.59877809396038	5.30054300299479e-07	No	No
P51174	Acadl	6.06071564962614	3.33221279573391e-07	No	No
P51175	Ppox	5.32561107547977	2.39772213596292e-17	No	No
P51410	Rpl9	2.12996553217878	0.0008619449669795	No	No
P51432	Plcb3	8.33335439937392	2.74871316164186e-12	No	No
P51655	Gpc4	2.87753436042132	0.0004995566531479	No	No
P51660	Hsd17b4	9.30153803770792	6.471970339363701e-16	No	No
P51830	Adcy9	9.75949702717351	3.6106028682757294e-11	No	No
P51859	Hdgf	5.79492397211369	3.01655752556574e-17	No	No
P51863	Atp6v0d1	7.26936250107562	1.77570109714653e-22	No	No
P51881	Slc25a5	2.94956547814285	3.14956179483752e-06	No	No
P51885	Lum	3.43032932500856	7.55235241222746e-12	No	No
P51910	Apod	1.12899295643481	0.0012188959925444	No	No
P52196	Tst	4.01382489340937	0.0004576824669421	No	No
P52332	Jak1	7.06661659967251	7.90831020741409e-07	No	No
P52479	Usp10	3.99312593061738	5.107644358223999e-13	No	No
P52503	Ndufs6	9.41045269173979	2.7636345525418702e-15	No	No
P52623	Uck1	3.69576756948623	1.76386179829184e-06	No	No
P52760	Rida	1.26289006097827	0.0085127820089656	No	No
P52795	Efnb1	3.58537288004631	1.0664038251685899e-11	No	No
P52825	Cpt2	11.9954093277831	2.27402297922969e-15	No	No
P52875	Tmem165	3.95226962759699	5.14594216486243e-15	No	No
P53395	Dbt	3.44153630756665	1.51920536226551e-06	No	No
P53564	Cux1	4.42286800152814	2.74106991779977e-14	No	No
P53612	Rabggtb	4.44757158326543	7.63679363060551e-15	No	No
P53690	Mmp14	2.70339543459789	1.5711604187082e-07	No	No
P53810	Pitpna	2.30059903715315	0.0064001142824813	No	No
P53986	Slc16a1	3.61669342573111	4.07040507647046e-06	No	No
P53994	Rab2a	4.09334559031322	4.16924217814319e-09	No	No
P53995	Anapc1	6.98784227212109	3.31599195533645e-07	No	No
P54071	Idh2	4.78126012071591	1.1095698402698301e-10	No	No
P54103	Dnajc2	3.24958087172335	0.0018217663339698	No	No
P54116	Stom	3.43075470621634	1.04774104750382e-08	No	No
P54227	Stmn1	4.86971240437196	1.71545433901373e-08	No	No
P54726	Rad23a	5.31473429419093	6.62357781043838e-10	No	No
P54729	Nub1	7.1755247685486	8.594025042980919e-22	No	No
P54731	Faf1	5.44031961123604	9.58736178545808e-10	No	No
P54775	Psmc4	5.99339376200331	1.179871699338e-09	No	No
P54823	Ddx6	4.99011603437359	1.21099389421258e-13	No	No
P55012	Slc12a2	1.38757845792955	3.38252817439088e-07	No	No
P55066	Ncan	5.05195390431407	1.1765162920622099e-12	No	No
P55144	Tyro3	1.97966994600337	3.06199996661412e-08	No	No
P55194	Sh3bp1	5.59156923506891	7.90265333324009e-12	No	No
P55258	Rab8a	5.57063593491435	3.45586278005576e-07	No	No
P55288	Cdh11	4.11007217763387	7.12312621400743e-12	No	No
P55292	Dsc2	4.57473562942468	6.88250755339082e-12	No	No
P55772	Entpd1	3.4332352884743	3.09132053844787e-10	No	No
P55850	Dsc3	5.54544150762381	7.3142777602690405e-09	No	No
P56135	Atp5mf	6.43475807205906	1.23755624675925e-17	No	No
P56212	Arpp19	9.94553055755486	1.82540183232253e-20	No	No
P56379	Atp5mj	2.17500362386972	9.14070823196453e-06	No	No
P56382	Atp5f1e	10.0092649463051	1.2786231285594202e-15	No	No
P56391	Cox6b1	9.13441385806638	2.21321157413234e-16	No	No
P56399	Usp5	4.05211435553381	7.429864269802411e-10	No	No
P56400	Gp1bb	4.76336439315718	6.87243976213839e-10	No	No
P56480	Atp5f1b	5.18659932389372	2.07784355065331e-10	No	No
P56528	Cd38	5.93954257573236	3.60582192826574e-16	No	No
P56812	Pdcd5	3.69241672992828	1.03875607437943e-07	No	No
P56959	Fus	1.73938673444638	5.58666935660647e-07	No	No
P57080	Usp25	8.04016165948403	2.95250209122056e-08	No	No
P57716	Ncstn	3.9145273081742	1.94945757410713e-05	No	No
P57759	Erp29	2.67225433728737	0.000486385128749	No	No
P57776	Eef1d	5.02404759132844	1.3009481844012398e-11	No	No
P57780	Actn4	4.61159286398433	6.08088117738903e-13	No	No
P57787	Slc16a3	5.99062865780834	2.06592446405395e-18	No	No
P58058	Nadk	3.86742907304761	1.4616514064182801e-09	No	No
P58196	Plscr4	1.91378019876562	6.43558128796599e-11	No	No
P58281	Opa1	8.50969226774332	1.71696010166496e-13	No	No
P58404	Strn4	6.43438262534417	2.45566285868228e-16	No	No
P58771	Tpm1	4.86502128569302	3.18921917100842e-10	No	No
P58871	Tnks1bp1	10.1817776159675	2.5721917474005498e-11	No	No
P59017	Bcl2l13	5.30214494827017	2.45842365993755e-13	No	No
P59108	Cpne2	5.37431709148997	1.21988412833502e-08	No	No
P59235	Nup43	1.82993703070816	8.97668319556574e-05	No	No
P59325	Eif5	4.73143904220951	5.41863745664925e-10	No	No
P59383	Lrrn4	3.25170338522915	5.77543646519305e-09	No	No
