Protein_Group	Genes	WM793_vs_FMC29_logFC	WM793_vs_FMC29_pval	Removed?	Contaminant?
Q16798	ME3	-2.84541276156108	2.4115485490419e-07	No	No
Q16799	RTN1	-5.4489631083823	1.87777056810755e-13	No	No
Q16822	PCK2	-4.78280782869511	3.45216095151989e-13	No	No
Q16825	PTPN21	-2.46964316041762	0.0073889317033598	No	No
Q16836	HADH	-2.74563917377245	2.51774033278438e-13	No	No
Q16854	DGUOK	-6.40580401549171	1.62389789075847e-09	No	No
Q17RN3	FAM98C	-2.6151878977815	0.0006374147547726	No	No
Q2M1P5	KIF7	-6.11738444478183	1.52105503772385e-05	No	No
Q2NKQ1	SGSM1	-10.0850338840839	2.13931025796449e-20	No	No
Q2TBE0	CWF19L2	-5.15871292349177	1.33425417268823e-14	No	No
Q2VPB7	AP5B1	-2.71636557928831	2.39641605018541e-07	No	No
Q3I5F7	ACOT6	-7.33339703546073	2.9979190712068998e-27	No	No
Q3MIR4	TMEM30B	-2.71429684451765	1.41541422453878e-09	No	No
Q3MIT2	PUS10	-3.62744118901176	3.00009985030789e-07	No	No
Q3SYG4	BBS9	-3.72210687136175	9.46297811768675e-08	No	No
Q3T906	GNPTAB	-2.4644399884123	0.0089164861919804	No	No
Q4AE62	GTDC1	-3.26284724273757	0.0019842114210741	No	No
Q4G0N4	NADK2	-3.2246351394348	1.3255267297608e-08	No	No
Q4G0W2	DUSP28	-3.96818179829329	9.162717209438021e-19	No	No
Q4G0X4	KCTD21	-2.52576529047393	1.54930264118871e-06	No	No
Q4ZG55	GREB1	-6.51705943424829	1.46848657760695e-17	No	No
Q4ZHG4	FNDC1	-3.76001670213486	5.320035563698e-09	No	No
Q53EL6	PDCD4	-2.92586696017768	5.561157781891621e-15	No	No
Q53HC0	CCDC92	-2.79356285917458	0.0019866285483951	No	No
Q53S33	BOLA3	-2.97937618797489	0.0046835488311436	No	No
Q569H4	PRR16	-2.73232190907589	5.88475623501579e-05	No	No
Q58DX5	NAALADL2	-4.02717441523163	1.96582435458596e-07	No	No
Q58WW2	DCAF6	-3.08817837499251	1.2474475422462502e-09	No	No
Q5BKT4	ALG10	-7.50585624374422	2.9564418085614696e-11	No	No
Q5BKZ1	ZNF326	-2.5113676201567	2.17102298126135e-08	No	No
Q5D0E6	DALRD3	-4.12739429038525	5.04977679063434e-06	No	No
Q5DX21	IGSF11	-8.66089359836999	3.63646433258173e-25	No	No
Q5FYB1	ARSI	-5.96531996576071	1.59039175710139e-19	No	No
Q5GFL6	VWA2	-8.31305341190761	1.16515297958635e-26	No	No
Q5HYW2	NHSL2	-3.35950739470116	1.5601179604138e-08	No	No
Q5IJ48	CRB2	-6.56933777507895	6.85625489911451e-07	No	No
Q5JRX3	PITRM1	-2.80815879546978	3.67415712523135e-12	No	No
Q5JTB6	PLAC9	-4.5369232856572	6.75611427719059e-20	No	No
Q5JTZ9	AARS2	-3.65259140797954	0.0006823661003258	No	No
Q5K4L6	SLC27A3	-4.00986907343769	5.28196917040185e-19	No	No
Q5KU26	COLEC12	-5.17747483000694	1.6938313852420802e-15	No	No
Q5SRE7	PHYHD1	-6.9492089660903	4.42397905023371e-23	No	No
Q5SRH9	TTC39A	-3.5270641622402	1.13641473887916e-05	No	No
Q5ST30	VARS2	-7.31535205078266	4.5078345566698e-14	No	No
Q5T011	SZT2	-3.08984913516635	8.89327472348439e-07	No	No
Q5T0B9	ZNF362	-3.92575358827487	2.3969799106683e-05	No	No
Q5T160	RARS2	-4.59136040907093	2.7180449721464903e-15	No	No
Q5T200	ZC3H13	-3.00941712291823	4.07566870888664e-10	No	No
Q5T2T1	MPP7	-3.0522190847491	1.37231770450237e-09	No	No
Q5T440	IBA57	-5.68688085858424	2.9899187409498304e-15	No	No
Q5T6J7	IDNK	-3.64126771738134	3.1971779047793603e-15	No	No
Q5T7W0	ZNF618	-4.22334323615524	1.38158906647593e-05	No	No
Q5T848	GPR158	-5.12334951530555	8.51115877396779e-10	No	No
Q5T8I3	EEIG2	-3.62947812160055	3.97702996143117e-12	No	No
Q5T9C2	EEIG1	-3.14030894758511	9.691772214088831e-14	No	No
Q5TC12	ATPAF1	-4.63781136482913	2.15938083961741e-08	No	No
Q5TC63	GRTP1	-5.51325702177012	6.18957745521412e-10	No	No
Q5TEA3	DNAAF9	-5.39348583404222	4.32128527074097e-05	No	No
Q5TEJ8	THEMIS2	-5.3251151580486	1.0239852209020401e-14	No	No
Q5TF21	MTCL3	-3.2111082501254	8.73899591777453e-06	No	No
Q5TH69	ARFGEF3	-3.24053069910791	7.78700143850018e-07	No	No
Q5TIE3	VWA5B1	-7.39867358102234	1.30720024006203e-06	No	No
Q5VTL8	PRPF38B	-3.11687191185792	2.96867446242298e-09	No	No
Q5VTQ0	TTC39B	-3.65489323040819	2.37870263109054e-14	No	No
Q5VUD6	DIPK1B	-2.47615944252666	6.8531248308767e-11	No	No
Q5VUJ6	LRCH2	-3.24940375278535	9.342162646772859e-11	No	No
Q5VV41	ARHGEF16	-4.33127917902639	1.4497165638851998e-12	No	No
Q5VV43	KIAA0319	-3.42092300203931	2.22552530635875e-12	No	No
Q5VVW2	GARNL3	-2.90676498910033	2.17228101706593e-05	No	No
Q5VWP3	MLIP	-3.92956592569722	3.38725962107045e-17	No	No
Q5VYX0	RNLS	-8.2434688772503	2.09880719650158e-22	No	No
Q5W0U4	BSPRY	-3.52371709907416	3.93207990439311e-13	No	No
Q5XUX0	FBXO31	-3.79918634646336	2.17583381524648e-10	No	No
Q629K1	TRIQK	-3.41951629431419	2.24711857536838e-05	No	No
Q63HM9	PLCXD3	-6.04031096661211	8.92157731440247e-15	No	No
Q641Q2	WASHC2A	-2.5785783938443	7.41660268842892e-05	No	No
Q674X7	KAZN	-5.19094551493591	5.0676506331750696e-18	No	No
Q68DA7	FMN1	-5.05768948638973	2.30602226060165e-25	No	No
Q6AWC2	WWC2	-4.7111582421146	0.0002077852710135	No	No
Q6AZY7	SCARA3	-4.83170553990486	8.4160389443515e-12	No	No
Q6BCY4	CYB5R2	-3.26050595823498	5.85615439238288e-10	No	No
Q6BDS2	BLTP3A	-3.79214546452782	2.79638784343544e-07	No	No
Q6DT37	CDC42BPG	-6.267533937031	3.13875028632814e-11	No	No
Q6EMK4	VASN	-2.56425966431928	5.45128952517207e-07	No	No
Q6GYQ0	RALGAPA1	-2.55626503071972	1.76499124350098e-05	No	No
Q6IA69	NADSYN1	-2.96700459737126	6.84542764706631e-06	No	No
Q6ICG6	KIAA0930	-4.46015816336969	2.8568415966073e-19	No	No
Q6ICL3	TANGO2	-3.27541540439586	8.82322776719035e-17	No	No
Q6IN85	PPP4R3A	-2.50695601875683	6.47669582733774e-10	No	No
Q6IQ23	PLEKHA7	-3.1111036211834	0.0054729676789689	No	No
Q6IS24	GALNT17	-7.5834265876364	7.58267970499563e-10	No	No
Q6JQN1	ACAD10	-6.4838168362529	6.60589310536823e-19	No	No
Q6L9W6	B4GALNT3	-3.84887989989099	9.52527307801911e-10	No	No
Q6N022	TENM4	-3.91563695104631	2.83994669435487e-10	No	No
Q6NSJ2	PHLDB3	-4.15971537978184	2.75403577668289e-06	No	No
Q6NUM6	TYW1B	-2.67800577079887	6.93842728750018e-07	No	No
Q6NUS6	TCTN3	-3.35653480554814	9.11268757523439e-08	No	No
Q6NXG1	ESRP1	-6.22599496656963	2.19306873102006e-13	No	No
Q6P0Q8	MAST2	-4.88326960291826	0.0001555852000139	No	No
Q6P1M3	LLGL2	-3.48015240158612	1.70810789625347e-09	No	No
Q6P2I3	FAHD2B	-2.900564494557	3.50458724623645e-13	No	No
Q6PCB0	VWA1	-2.9050679271403	4.8416287948701e-07	No	No
Q6PCB8	EMB	-5.07871501358764	4.4763270340236404e-23	No	No
Q6PCE3	PGM2L1	-2.65612171381522	7.69051551556751e-16	No	No
Q6PID6	TTC33	-8.15813053883488	3.92065308956951e-09	No	No
Q6PII5	HAGHL	-3.61024133078366	1.61410510524713e-06	No	No
Q6PIJ6	FBXO38	-3.7035870828112	5.22587914971973e-07	No	No
Q6PIL6	KCNIP4	-2.36528028439093	4.24426789734598e-05	No	No
Q6PIU2	NCEH1	-2.44093137807566	4.59648519499229e-12	No	No
Q6S5L8	SHC4	-3.09958667875956	4.07304220007602e-08	No	No
Q6SPF0	SAMD1	-4.08699263783345	9.167394616769249e-11	No	No
Q6UB28	METAP1D	-4.906091162838	4.1074238948471704e-23	No	No
Q6UUV7	CRTC3	-4.90631670988304	4.19591239029712e-05	No	No
Q6UUV9	CRTC1	-2.45796826686194	2.06053471109914e-10	No	No
Q6UVM3	KCNT2	-6.31179912019143	5.652978348659291e-15	No	No
Q6UWY5	OLFML1	-3.41253061362351	1.33338056451127e-14	No	No
Q6UXD7	SLC49A3	-4.22034867426792	8.696735283448931e-17	No	No
Q6UXG2	ELAPOR1	-11.3611998002926	1.5234755438988602e-17	No	No
Q6UXI9	NPNT	-9.29443278435109	2.80618342418354e-26	No	No
Q6UXU4	GSG1L	-3.58485609428384	3.93618391796581e-15	No	No
Q6ZMW3	EML6	-7.17671025381372	2.52930893815147e-10	No	No
Q6ZNC4	ZNF704	-6.02959300431426	1.58592108947922e-06	No	No
Q6ZNF0	ACP7	-5.99354631694212	5.64451467120519e-17	No	No
Q6ZPD9	DPY19L3	-5.22000557352181	6.717105301958281e-14	No	No
Q6ZQX7	LIAT1	-2.45468067067338	7.31355517272473e-10	No	No
Q6ZRV2	FAM83H	-6.84459779683	2.0186433539323197e-11	No	No
Q6ZSS7	MFSD6	-2.92402765585844	2.4086427709814e-15	No	No
Q6ZUJ8	PIK3AP1	-3.17719021851678	0.0065215488850031	No	No
Q6ZUK4	TMEM26	-9.47505424381711	9.32131671024131e-25	No	No
Q6ZUS6	CCDC149	-3.33445293145421	6.04734317224716e-06	No	No
Q6ZV70	LANCL3	-3.89794088148846	4.42612641534921e-17	No	No
Q6ZVF9	GPRIN3	-5.72530661859739	6.07282801806901e-16	No	No
Q6ZVX7	NCCRP1	-4.29002826463997	4.90788511975069e-06	No	No
Q6ZW31	SYDE1	-3.11697340193108	0.0023656250494546	No	No
Q709F0	ACAD11	-7.41434668073392	4.1144557576169003e-10	No	No
Q70EL1	USP54	-5.67200696023275	1.61171707015618e-09	No	No
Q71RS6	SLC24A5	-10.5170919241623	4.6355308374542295e-30	No	No
Q75T13	PGAP1	-5.31639276072822	1.99543903973504e-17	No	No
Q75V66	ANO5	-5.65586476688557	6.15703322020088e-13	No	No
Q765P7	MTSS2	-3.00854043532275	5.0496373875069e-15	No	No
Q76I76	SSH2	-3.00235716964626	1.59837280390363e-05	No	No
Q76M96	CCDC80	-6.94121950377306	1.06419259934188e-11	No	No
Q7L099	RUFY3	-4.45400369041741	4.03789744109427e-21	No	No
Q7L1I2	SV2B	-3.9320326847761	8.8499349115313e-08	No	No
Q7L311	ARMCX2	-5.35867862214866	6.221379575566181e-15	No	No
Q7L3T8	PARS2	-5.59555918530734	1.0130229911475e-24	No	No
Q7L775	EPM2AIP1	-3.00399242897235	1.28525784387189e-09	No	No
Q7L8C5	SYT13	-5.087679127292	4.36023856070127e-08	No	No
Q7Z2D5	PLPPR4	-7.25946614842176	7.6649141168625e-17	No	No
Q7Z333	SETX	-4.03737308876929	0.0008485832073057	No	No
Q7Z3E2	CCDC186	-3.96807876358146	0.0017646139004901	No	No
Q7Z4S6	KIF21A	-4.34330696167666	2.97449162340897e-17	No	No
Q7Z5L9	IRF2BP2	-3.21239888569101	6.50240232912487e-07	No	No
Q7Z6B0	CCDC91	-2.51347064138675	0.0002185955180788	No	No
Q7Z6G3	NECAB2	-4.61960488833358	4.43962632086832e-10	No	No
Q7Z6J2	TAMALIN	-3.1947183281845	2.4045266323967e-09	No	No
Q7Z6M2	FBXO33	-2.72712354082678	4.17370842714232e-08	No	No
Q7Z7K6	CENPV	-7.20024679932188	7.985077682258301e-26	No	No
Q7Z7L8	C11orf96	-9.33689647688357	4.368323266148551e-25	No	No
Q86TH1	ADAMTSL2	-2.63808039025779	0.000753810443391	No	No
Q86U28	ISCA2	-2.54311756602668	0.0060094003800445	No	No
Q86U70	LDB1	-2.74341339332794	1.1603219955523999e-12	No	No
Q86U86	PBRM1	-3.54216171180295	6.85033176530097e-05	No	No
Q86UA1	PRPF39	-2.90762321674238	2.31366106140936e-05	No	No
Q86UE8	TLK2	-3.59118857673994	3.52061151843079e-05	No	No
Q86UK5	EVC2	-9.84858947994725	4.69768190720478e-32	No	No
Q86UN2	RTN4RL1	-5.14983743075105	4.67009463799493e-16	No	No
Q86US8	SMG6	-2.41107184769346	8.43190216571821e-10	No	No
Q86UX6	STK32C	-3.39639998219404	8.183726087889981e-10	No	No
Q86UY8	NT5DC3	-8.21289625564207	1.5531280310947402e-15	No	No
Q86V42	FAM124A	-4.12597096006433	0.0047318188682905	No	No
Q86VP3	PACS2	-2.55908672570806	8.18305780486588e-15	No	No
Q86VY4	TSPYL5	-4.84522618019461	4.69239302223187e-24	No	No
Q86WA6	BPHL	-6.74886320518603	1.44708219515658e-19	No	No
Q86WG3	ATCAY	-7.21288624915287	3.48523078413072e-29	No	No
Q86WH2	RASSF3	-2.46751721226938	2.75269579244396e-10	No	No
Q86WJ1	CHD1L	-2.38406490036715	0.0063114360478789	No	No
Q86WU2	LDHD	-2.96240072559027	7.61936300004183e-14	No	No
Q86X02	CDR2L	-4.79849904189804	6.09321047974197e-07	No	No
Q86X19	TMEM17	-4.30829512328089	9.41625502839078e-17	No	No
Q86X67	NUDT13	-3.64454813378421	4.46550113278004e-14	No	No
Q86XN7	PROSER1	-2.78220067355447	0.0026718698132405	No	No
Q86XX4	FRAS1	-5.55166493720376	2.10664293907734e-15	No	No
Q86Y79	PTRH1	-2.48493349051612	8.38132855750398e-05	No	No
Q86YL5	TDRP	-5.76871729488295	7.0543362601506e-25	No	No
Q8IU85	CAMK1D	-4.37835767189825	2.62925118987657e-15	No	No
Q8IUF1	ZNG1B	-2.5564793578239	9.40879383488855e-13	No	No
Q8IUH3	RBM45	-3.19729636605493	8.57743714004046e-16	No	No
Q8IUL8	CILP2	-7.84360103463816	4.13673119082297e-10	No	No
Q8IUW3	SPATA2L	-4.46351518350458	5.61887263057397e-08	No	No
Q8IUX7	AEBP1	-5.658881996661	2.2569810893145e-14	No	No
Q8IUZ5	PHYKPL	-5.77316382266916	5.74827714750703e-12	No	No
Q8IV36	HID1	-8.53279088018943	2.26801581863871e-22	No	No
Q8IVL1	NAV2	-3.36135885344461	5.87597163709227e-15	No	No
Q8IVS2	MCAT	-2.50050350159499	0.003871840848094	No	No
Q8IVT5	KSR1	-4.49800980726482	4.36422869570903e-06	No	No
Q8IWL3	HSCB	-4.60353119679028	6.1645433907541005e-16	No	No
Q8IWZ6	BBS7	-3.39268554520694	5.09506799636523e-07	No	No
Q8IX12	CCAR1	-3.73986315658665	2.8705778993982797e-11	No	No
Q8IX30	SCUBE3	-3.21750782502063	3.29932911092816e-08	No	No
Q8IXQ9	ETFBKMT	-4.26071843172303	0.0006452407799501	No	No
Q8IXV7	KLHDC8B	-2.87808552317871	5.3464005565884405e-09	No	No
Q8IYB3	SRRM1	-4.39510965540973	1.5741524713000198e-12	No	No
Q8IYB4	PEX5L	-2.48603357471982	4.67520818622306e-17	No	No
Q8IYB8	SUPV3L1	-3.21074720846146	1.13529771737625e-05	No	No
Q8IYJ3	SYTL1	-6.24902616361023	3.43041075531156e-17	No	No
Q8IYQ7	THNSL1	-9.10413103612801	1.01367234809584e-19	No	No
Q8IYY4	DZIP1L	-3.69866930042528	0.0001901196120536	No	No
Q8IZ57	NRSN1	-10.3906976284394	1.17471897461135e-28	No	No
Q8IZQ5	SELENOH	-2.85293765685291	1.74957176746002e-13	No	No
Q8IZU2	WDR17	-3.22697745065195	5.24452281563823e-08	No	No
Q8IZY2	ABCA7	-5.18574865519594	2.72672781098595e-16	No	No
Q8N0V5	GCNT2	-3.82891977346156	1.20341730447106e-11	No	No
Q8N0X4	CLYBL	-7.17915845883732	5.91278065616604e-25	No	No
Q8N108	MIER1	-2.92012588679938	1.40213486413454e-06	No	No
Q8N145	LGI3	-10.6905876345353	5.14425574652604e-17	No	No
Q8N264	ARHGAP24	-7.75170643768264	9.933120511754911e-17	No	No
Q8N271	PROM2	-7.09801238240929	7.466831544375231e-09	No	No
Q8N2C7	UNC80	-3.65359188293638	0.0025932298115904	No	No
Q8N2S1	LTBP4	-7.55609684605487	2.52475902945906e-10	No	No
Q8N3G9	TMEM130	-5.14383346082773	6.604866221692319e-11	No	No
Q8N3I7	BBS5	-4.06367577588793	3.40867536970157e-06	No	No
Q8N3J6	CADM2	-8.04295056006648	4.990069416235759e-28	No	No
Q8N414	PGBD5	-5.59586037299226	5.14053845913507e-21	No	No
Q8N428	GALNT16	-6.21159739141028	1.14402028446292e-16	No	No
Q8N436	CPXM2	-11.7851910685503	9.68116250223046e-34	No	No
Q8N461	FBXL16	-5.30676208868744	6.27978706530571e-21	No	No
Q8N475	FSTL5	-7.48346464794161	2.88750297629264e-12	No	No
Q8N4J0	CARNMT1	-5.43566015680571	0.0013597675989121	No	No
Q8N4P2	IFT70B	-2.42463986966844	3.40558765697149e-07	No	No
Q8N4V1	MMGT1	-4.26000865749124	8.76161414069704e-06	No	No
Q8N568	DCLK2	-3.36470071340785	1.15970805331489e-16	No	No
Q8N5S9	CAMKK1	-4.32255738592714	2.41374958207954e-15	No	No
Q8N5X7	EIF4E3	-2.92196896009029	8.04627265325319e-05	No	No
Q8N608	DPP10	-4.61666313862557	1.8908046503576197e-12	No	No
Q8N6C5	IGSF1	-9.51779018435913	2.01360240355786e-20	No	No
Q8N6D5	ANKRD29	-5.01218030852041	1.79085064551646e-10	No	No
Q8N6F8	METTL27	-2.46147196942864	3.98676668902321e-07	No	No
Q8N6I1	EID2	-3.49602220713368	8.91461292810503e-10	No	No
Q8N6Q8	METTL25	-2.64235254423319	0.0029506228861582	No	No
Q8N7P1	PLD5	-6.24779634455959	2.72131601791381e-19	No	No
Q8N8A2	ANKRD44	-2.79895263993557	3.99463720061327e-16	No	No
Q8N8E3	CEP112	-5.61246285005859	3.82078310519452e-10	No	No
Q8N9F7	GDPD1	-3.14109975970921	1.1137874612814e-07	No	No
Q8N9R8	SCAI	-7.00233983530276	2.3978809978864402e-14	No	No
Q8NA23	WDR31	-5.89060417005671	1.78424378502065e-07	No	No
Q8NAA5	LRRC75A	-3.97954853156185	1.36016445203159e-10	No	No
Q8NAF0	ZNF579	-4.32053151314093	3.33083960740823e-06	No	No
Q8NB78	KDM1B	-2.62728086804122	0.0004223607762107	No	No
Q8NBA8	DTWD2	-2.46646882960744	3.70325418437175e-11	No	No
Q8NBN7	RDH13	-3.12297142225437	0.0001227591554357	No	No
Q8NC69	KCTD6	-2.52750925749576	4.54968426501001e-12	No	No
Q8NCJ5	SPRYD3	-2.35771824869032	4.97036451969532e-06	No	No
Q8NCN5	PDPR	-4.46722449265986	3.13259144641721e-06	No	No
Q8ND30	PPFIBP2	-6.70495969209196	6.13425904718963e-17	No	No
Q8ND94	LRRN4CL	-6.22184245805199	8.07959459713376e-24	No	No
Q8NDA8	MROH1	-3.18615538406738	1.4489757618544698e-11	No	No
Q8NDH3	NPEPL1	-6.79975406872955	6.30785186506083e-21	No	No
Q8NDT2	RBM15B	-3.10992458718699	1.10202459593913e-08	No	No
Q8NDV1	ST6GALNAC3	-7.96168705320859	2.68227445784028e-07	No	No
Q8NDX2	SLC17A8	-7.73629249998772	3.51860265747755e-29	No	No
Q8NDX5	PHC3	-3.59313756890335	0.0001944337590912	No	No
Q8NE86	MCU	-3.17040632949469	0.0041668217120822	No	No
Q8NEF3	CCDC112	-2.70764541293888	0.0001220593895574	No	No
Q8NER5	ACVR1C	-2.39808274356867	3.1309960011955103e-10	No	No
Q8NFF2	SLC24A4	-3.80355193573633	5.98781616504979e-16	No	No
Q8NFH8	REPS2	-4.46335054100436	1.21780595694208e-10	No	No
Q8NFJ9	BBS1	-2.81162310204376	3.31876810690086e-05	No	No
Q8NFU3	TSTD1	-3.37995911821291	6.5422290491762794e-18	No	No
Q8NFY4	SEMA6D	-2.86640828278941	2.35016500406633e-22	No	No
Q8NGU9	GPR150	-6.41350298263354	2.40721532453176e-19	No	No
Q8NHU6	TDRD7	-4.25470295250036	5.5882656560438404e-24	No	No
Q8NI37	PPTC7	-8.52780467203836	1.1403187840559201e-23	No	No
Q8NI60	COQ8A	-4.56295951300657	8.90077593767853e-10	No	No
Q8NI77	KIF18A	-2.86016126570492	0.001123416399413	No	No
Q8TAD2	IL17D	-9.01508085356821	1.9719379761491e-18	No	No
Q8TAM2	TTC8	-3.57420448196818	3.55010124495136e-08	No	No
Q8TAV4	STOML3	-4.44653023743825	0.0016945678928181	No	No
Q8TB22	SPATA20	-3.87342387265932	1.73922665064682e-07	No	No
Q8TBE7	SLC35G2	-4.769268880272	1.49370961061704e-13	No	No
Q8TBG9	SYNPR	-9.87596558401768	5.3220627908138e-33	No	No
Q8TBJ4	PLPPR1	-8.64005114833351	3.77679863492869e-27	No	No
Q8TBP0	TBC1D16	-4.39503591896197	6.48760191877391e-20	No	No
Q8TC76	FAM110B	-2.78939606605056	1.28801529943541e-10	No	No
Q8TCB7	METTL6	-3.2857834263488	0.0014942939265119	No	No
Q8TCJ0	FBXO25	-3.51307715156591	1.27911593661987e-05	No	No
Q8TD30	GPT2	-6.30132319781789	1.0047263430525e-14	No	No
Q8TD43	TRPM4	-2.90255461968838	3.98892849151825e-16	No	No
Q8TDJ6	DMXL2	-3.10047896189835	6.87703098485518e-08	No	No
Q8TDN4	CABLES1	-2.36284205520407	3.689514707361081e-15	No	No
Q8TDY8	IGDCC4	-2.53013529331655	5.92569460639634e-10	No	No
Q8TDZ2	MICAL1	-3.72110237963947	8.21147186225251e-26	No	No
Q8TE68	EPS8L1	-3.18643982468638	0.002233041330174	No	No
Q8TE99	PXYLP1	-2.63009268550965	0.0075326818019427	No	No
Q8TEP8	CEP192	-2.80434359901468	3.51765833739259e-06	No	No
Q8TET4	GANC	-7.78428709272907	3.03199805576295e-24	No	No
Q8TEW6	DOK4	-4.03888336736332	1.79881547075722e-05	No	No
Q8TF46	DIS3L	-3.20110600682227	7.07387638072922e-05	No	No
Q8WU08	STK32A	-11.3157958124597	4.49266714067559e-38	No	No
Q8WUF8	ARB2A	-4.04851300025766	7.66221896168007e-11	No	No
Q8WUJ1	CYB5D2	-2.47415095337243	7.73667738259631e-09	No	No
Q8WUY3	PRUNE2	-3.15982645112994	1.73660804338632e-10	No	No
Q8WV22	NSMCE1	-2.85342668870112	3.3805994781003e-05	No	No
Q8WV93	AFG1L	-3.32201545160559	0.0016641247366338	No	No
Q8WVB3	HEXD	-2.91859290018545	1.23035397495517e-07	No	No
Q8WVZ9	KBTBD7	-2.71529244714072	6.64790881899612e-08	No	No
Q8WW22	DNAJA4	-7.10954078283412	5.34176258893742e-21	No	No
Q8WW52	FAM151A	-6.46045145641231	3.38354663601213e-24	No	No
Q8WW59	SPRYD4	-2.53854073685138	6.0116699674044495e-12	No	No
Q8WWF8	CAPSL	-2.82680906139135	1.1680119095354899e-11	No	No
Q8WWM9	CYGB	-5.03049537047252	1.45471962158592e-22	No	No
Q8WWQ0	PHIP	-2.77876341858161	6.81184518498686e-05	No	No
Q8WXA9	SREK1	-2.77458907460258	0.0005881908597103	No	No
Q8WXD9	CASKIN1	-2.80265571380446	5.05921088670875e-05	No	No
Q8WXF0	SRSF12	-5.69509120051577	3.38337344229995e-18	No	No
Q8WXI4	ACOT11	-5.36417444515745	9.16809583438848e-18	No	No
Q8WXS8	ADAMTS14	-3.0893105578616	0.0003728165580665	No	No
Q92541	RTF1	-2.50729294662167	1.97034186685709e-08	No	No
Q92563	SPOCK2	-9.40141022975104	6.0367791334859904e-24	No	No
Q92623	TTC9	-2.87994249075991	0.0008571138389316	No	No
Q92629	SGCD	-2.46192279243296	4.5535444474215994e-12	No	No
Q92729	PTPRU	-4.86922033435051	4.12376774101367e-16	No	No
Q92752	TNR	-4.61735474874971	1.0176507401901e-17	No	No
Q92777	SYN2	-8.22478722173983	1.39992598166e-29	No	No
Q92859	NEO1	-5.6642119353987	1.4598605816917099e-16	No	No
Q92902	HPS1	-5.48409242545059	9.65914729708681e-14	No	No
Q92903	CDS1	-3.1167589129589	5.0705338489841e-09	No	No
Q92932	PTPRN2	-5.72041574552148	1.27020406063432e-19	No	No
Q92956	TNFRSF14	-6.94613469377644	2.0967849323432702e-23	No	No
Q92963	RIT1	-2.38494761465528	4.86479984646391e-18	No	No
Q92982	NINJ1	-5.50414741363435	3.69560750629768e-14	No	No
Q93084	ATP2A3	-7.24991305588649	1.7228634623345097e-11	No	No
Q969Q1	TRIM63	-8.58223033011505	9.55023420777048e-29	No	No
Q969S8	HDAC10	-2.81539158218721	4.23580176428269e-13	No	No
Q969U6	FBXW5	-5.69707879252783	6.07998902084253e-07	No	No
Q969X5	ERGIC1	-2.49946086471834	2.01316484616951e-12	No	No
Q96A22	C11orf52	-6.38823558133526	2.68334799366926e-17	No	No
Q96AY4	TTC28	-4.07611151090383	5.57830079800825e-10	No	No
Q96BD6	SPSB1	-2.74529387897454	1.973695937027e-10	No	No
Q96BS2	TESC	-3.00871775729906	1.60271166123816e-05	No	No
Q96C11	FGGY	-2.96117448892546	3.22657082712986e-07	No	No
Q96C23	GALM	-5.94637750399486	1.12641541277717e-20	No	No
Q96C34	RUNDC1	-3.3744300036923	3.11402305741418e-06	No	No
Q96C36	PYCR2	-3.76754766474291	1.7749284146015902e-09	No	No
Q96CD0	FBXL8	-3.74723361369169	1.00611288810223e-10	No	No
Q96CM8	ACSF2	-3.7210815580677	4.40792586825633e-17	No	No
Q96CN4	EVI5L	-2.947091199749	0.0015727213193003	No	No
Q96CP6	GRAMD1A	-2.43877704717317	0.0031014389523478	No	No
Q96CU9	FOXRED1	-2.90253300203408	9.66113023706154e-06	No	No
Q96CX6	LRRC58	-4.24242740542743	1.70554704668501e-10	No	No
Q96D05	FAM241B	-5.73668718346257	2.7258242010765e-26	No	No
Q96D09	GPRASP2	-3.09015945279836	2.65893466214569e-05	No	No
Q96DB2	HDAC11	-3.30462034887239	2.02410707887639e-12	No	No
Q96DC8	ECHDC3	-8.39407272736299	9.891800608599921e-21	No	No
Q96DZ9	CMTM5	-4.79466144284876	2.41641420095624e-05	No	No
Q96EB6	SIRT1	-3.90843030066156	0.0004206974667012	No	No
Q96ED9	HOOK2	-3.27405465109507	3.4570711147245497e-11	No	No
Q96EL1	INKA1	-6.3490866231926	3.3620089437602603e-20	No	No
Q96EQ0	SGTB	-2.3980560253012	6.769657728978121e-14	No	No
Q96EW2	HSPBAP1	-3.39000214501851	7.10662895265196e-07	No	No
Q96EY9	ADAT3	-2.6321427619865	0.00413925140492	No	No
Q96FE5	LINGO1	-6.75834667860048	2.73350292191345e-16	No	No
Q96FE7	PIK3IP1	-2.39772028443463	1.08220261277683e-15	No	No
Q96G03	PGM2	-2.53903772248336	5.9367955407135205e-15	No	No
Q96GR2	ACSBG1	-5.00162265744469	1.20915003073769e-06	No	No
Q96GV9	MACIR	-3.70111142611488	0.0016392943938859	No	No
Q96GW7	BCAN	-8.34794550245131	5.16018500099197e-24	No	No
Q96GX1	TCTN2	-6.86651983174525	4.48410817061197e-18	No	No
Q96HF1	SFRP2	-2.49525251505542	1.74430130712725e-13	No	No
Q96HW7	INTS4	-4.48875173769943	0.0003379266204876	No	No
Q96HY7	DHTKD1	-4.03668480929007	1.43374086701625e-05	No	No
Q96I51	RCC1L	-4.85268878349721	1.98312002525584e-10	No	No
Q96I59	NARS2	-6.11146396452024	8.07379192772811e-17	No	No
Q96I99	SUCLG2	-4.73534248991146	1.28370900102361e-15	No	No
