Protein_Group	Genes	SK-Mel-147_vs_HIM-ST_logFC	SK-Mel-147_vs_HIM-ST_pval	Removed?	Contaminant?
Q08211	DHX9	-2.92147824253312	2.03794024484408e-15	No	No
Q08380	LGALS3BP	-2.90372286289186	1.24409969989386e-11	No	No
Q08397	LOXL1	-5.85538815054287	1.35681905734939e-10	No	No
Q08462	ADCY2	-7.05365898445811	1.2344370027897e-14	No	No
Q08499	PDE4D	-4.68114541108011	3.0290676296425596e-11	No	No
Q09472	EP300	-3.50423752540394	2.8971131467127e-08	No	No
Q0P6D2	DIPK1C	-3.13547057743583	1.6188252223791e-09	No	No
Q10589	BST2	-8.38563781832791	3.2257977831325304e-15	No	No
Q10713	PMPCA	-4.39085479242847	4.73376552161481e-09	No	No
Q11206	ST3GAL4	-3.07755669305597	4.82061996187326e-08	No	No
Q12756	KIF1A	-3.28831962627389	1.0962364810282901e-17	No	No
Q12789	GTF3C1	-3.92920631414423	0.0001183975375362	No	No
Q12816	TRO	-3.15409145071465	0.0004591048020688	No	No
Q12840	KIF5A	-3.49108988983149	0.0006617561259168	No	No
Q12857	NFIA	-4.9251824019389	2.48492247714314e-23	No	No
Q12866	MERTK	-3.59271981001406	3.0343664381546204e-09	No	No
Q12884	FAP	-2.89660181272059	4.95386248358222e-17	No	No
Q12888	TP53BP1	-3.9732795128252	2.01840035541898e-12	No	No
Q12923	PTPN13	-3.36627133461367	7.9671471823571e-15	No	No
Q12972	PPP1R8	-3.47146673777057	1.61257556526967e-07	No	No
Q12981	BNIP1	-5.11855952812928	2.49741850050832e-12	No	No
Q13002	GRIK2	-3.19117011568609	5.29223016000697e-06	No	No
Q13003	GRIK3	-3.16673871241352	4.73053336175148e-05	No	No
Q13011	ECH1	-3.75629603801516	1.39582086573956e-13	No	No
Q13099	IFT88	-5.15639000959702	9.94982148850314e-12	No	No
Q13145	BAMBI	-3.95012066428068	6.83142582969369e-05	No	No
Q13217	DNAJC3	-5.48977473365183	9.039721557407141e-17	No	No
Q13227	GPS2	-2.94082590833047	0.0008648068322643	No	No
Q13228	SELENBP1	-4.25693450587484	2.57808066345962e-17	No	No
Q13237	PRKG2	-6.41626034657485	2.05730044282401e-06	No	No
Q13303	KCNAB2	-6.18326062754414	1.44109735686838e-20	No	No
Q13315	ATM	-5.37771288570695	1.15976726628414e-10	No	No
Q13330	MTA1	-3.95793564487138	7.046081867671329e-13	No	No
Q13363	CTBP1	-3.38783844187568	9.84158720561285e-17	No	No
Q13409	DYNC1I2	-3.65098420993496	4.5880086827812005e-15	No	No
Q13424	SNTA1	-4.38310110310985	3.98877351334287e-13	No	No
Q13428	TCOF1	-3.69360965465067	1.86164075271939e-10	No	No
Q13439	GOLGA4	-4.04929489532785	8.77806871883739e-09	No	No
Q13445	TMED1	-3.30897759168171	2.84321370465604e-16	No	No
Q13469	NFATC2	-3.0163434747537	1.10221289213119e-09	No	No
Q13472	TOP3A	-2.66085130085107	0.001620168850445	No	No
Q13510	ASAH1	-4.65356902376676	6.34938002930295e-17	No	No
Q13523	PRP4K	-4.84510465285604	3.94886408226415e-20	No	No
Q13535	ATR	-4.25479805058524	0.0005608869021433	No	No
Q13554	CAMK2B	-4.80103780953151	1.46840810208913e-17	No	No
Q13563	PKD2	-8.60068774821782	5.689720187463649e-11	No	No
Q13591	SEMA5A	-6.75372387111777	1.97844682144075e-20	No	No
Q13615	MTMR3	-2.76921880778794	0.0003545342495673	No	No
Q13620	CUL4B	-4.00876680116893	5.29774406662949e-20	No	No
Q13642	FHL1	-2.89436509961887	3.08615074091688e-15	No	No
Q13683	ITGA7	-4.38757397173334	4.2501163290890704e-21	No	No
Q13813	SPTAN1	-4.58436993561556	1.08585864617996e-23	No	No
Q13822	ENPP2	-4.42614247974229	1.3441086303723499e-12	No	No
Q13825	AUH	-7.51147356417268	2.2088233340627397e-22	No	No
Q13936	CACNA1C	-3.89274710298937	1.1192937364672602e-09	No	No
Q14004	CDK13	-3.08885460647165	0.0016459120454037	No	No
Q14005	IL16	-4.11562781059708	1.46552822767228e-10	No	No
Q14088	RAB33A	-4.77752765058034	4.1431666629864203e-19	No	No
Q14108	SCARB2	-3.31813716992525	6.24151659753931e-19	No	No
Q14141	SEPTIN6	-2.69581902382708	2.58190785020901e-19	No	No
Q14146	URB2	-2.69138510985713	0.0034332914728489	No	No
Q14149	MORC3	-3.15974707800879	0.001029518028201	No	No
Q14194	CRMP1	-4.90680561217184	5.80092345997929e-22	No	No
Q14195	DPYSL3	-3.60990340616638	1.25009222929434e-18	No	No
Q14202	ZMYM3	-3.98085999411937	1.63916166499648e-06	No	No
Q14318	FKBP8	-2.63066948112463	2.4710683336141702e-15	No	No
Q14524	SCN5A	-6.72516707880071	2.3734896263060596e-11	No	No
Q14542	SLC29A2	-4.88914463321082	2.46337259094539e-16	No	No
Q14562	DHX8	-4.35728848736898	1.33094090247071e-12	No	No
Q14573	ITPR3	-6.36676076645726	1.78630632248461e-08	No	No
Q14643	ITPR1	-4.39485967877659	3.13740997616694e-17	No	No
Q14676	MDC1	-6.11676420155176	4.06096753648564e-22	No	No
Q14684	RRP1B	-5.92844389345701	5.51385190629341e-07	No	No
Q14690	PDCD11	-3.50327695554842	0.0003847319643456	No	No
Q14696	MESD	-4.00681616232916	1.62664980240522e-11	No	No
Q14714	SSPN	-8.5299862923203	3.48681197266031e-25	No	No
Q14802	FXYD3	-4.63599828553848	1.3532554226586498e-18	No	No
Q14839	CHD4	-4.02827212884744	2.00383729304141e-13	No	No
Q14894	CRYM	-6.21667711289895	3.5415057605171497e-16	No	No
Q14934	NFATC4	-7.1086781049101	3.52240431731823e-22	No	No
Q14956	GPNMB	-6.66737594255204	8.77279294642899e-27	No	No
Q14966	ZNF638	-3.72920331895931	0.0001719300802775	No	No
Q14BN4	SLMAP	-5.01742691347226	3.40245204662599e-06	No	No
Q15005	SPCS2	-3.84082378421149	3.35509516647155e-12	No	No
Q15007	WTAP	-3.95788948876255	4.53724225381708e-10	No	No
Q15020	SART3	-6.25623333999417	2.53445267556832e-15	No	No
Q15031	LARS2	-5.78623072650534	3.70702372736643e-13	No	No
Q15047	SETDB1	-2.6577354075527	0.0004261261280406	No	No
Q15048	LRRC14	-5.50914755162209	0.0021791648353203	No	No
Q15111	PLCL1	-6.98514300923037	3.16550713916825e-10	No	No
Q15118	PDK1	-10.0437095146835	3.08767437941005e-27	No	No
Q15119	PDK2	-8.72677688329173	8.97714743542684e-29	No	No
Q15120	PDK3	-12.8385961088084	3.05272917994471e-34	No	No
Q15124	PGM5	-2.68935262013637	4.011260700082351e-09	No	No
Q15155	NOMO1	-3.43493601874587	4.94707769146012e-10	No	No
Q15166	PON3	-2.68526251337427	4.62075481114443e-08	No	No
Q15172	PPP2R5A	-2.70434922463907	7.027543381348439e-18	No	No
Q15198	PDGFRL	-6.66029522603721	4.0535683309873703e-25	No	No
Q15274	QPRT	-8.47156068875029	2.5963355631242304e-31	No	No
Q15291	RBBP5	-3.41274359222986	7.42404093923656e-07	No	No
Q15306	IRF4	-8.48706120678377	7.41624508075952e-33	No	No
Q15363	TMED2	-2.58870119369157	3.75214476229016e-14	No	No
Q15424	SAFB	-4.16220168897768	6.6967185465738e-18	No	No
Q15477	SKIC2	-2.70583825807877	2.00929100522831e-10	No	No
Q15542	TAF5	-4.2953017879264	4.132777747399639e-12	No	No
Q15596	NCOA2	-4.6139730356674	2.5191116783594203e-15	No	No
Q15629	TRAM1	-4.41291664508307	1.36781266903582e-09	No	No
Q15646	OASL	-4.15443662587536	7.73271362284468e-08	No	No
Q15648	MED1	-3.29074424304474	3.82041272825113e-09	No	No
Q15742	NAB2	-3.64979672100812	2.0621399780745e-11	No	No
Q15777	MPPED2	-5.75164042156567	4.3157509680010504e-14	No	No
Q15788	NCOA1	-7.93446267378421	7.718129678606151e-10	No	No
Q15800	MSMO1	-4.98415076773619	1.59474071530498e-24	No	No
Q15858	SCN9A	-3.75464092140713	0.0004517388363895	No	No
Q15884	ENTREP1	-4.37243191646596	2.02255395002716e-06	No	No
Q15904	ATP6AP1	-4.20967559350576	8.883897108339981e-14	No	No
Q16143	SNCB	-4.54662388922906	5.78627103500029e-13	No	No
Q16270	IGFBP7	-7.4615109661109	2.49039549221349e-22	No	No
Q16526	CRY1	-3.9164757923653	0.0015028680074991	No	No
Q16540	MRPL23	-3.75869580905384	4.2622595060033404e-15	No	No
Q16585	SGCB	-7.76975954541249	6.5355944615688e-25	No	No
Q16602	CALCRL	-3.02230357935971	3.70720472359223e-06	No	No
Q16655	MLANA	-15.7728777786858	2.5254080107866e-24	No	No
Q16678	CYP1B1	-4.18283031432582	8.11940993743016e-07	No	No
Q16698	DECR1	-3.61284450478181	1.17109495335211e-13	No	No
Q16740	CLPP	-5.99128376934116	1.1237543018836e-09	No	No
Q16762	TST	-5.870403154567	3.32502346824674e-12	No	No
Q16787	LAMA3	-3.33215377254477	2.10860869376492e-07	No	No
Q16795	NDUFA9	-5.13385798149037	3.46223599263002e-10	No	No
Q16798	ME3	-4.50958960595336	1.4840248560884198e-11	No	No
Q16799	RTN1	-5.96984670487484	1.82847692264921e-14	No	No
Q16822	PCK2	-6.34416130912608	2.24773504028396e-16	No	No
Q16827	PTPRO	-5.20240023721607	1.65335329740733e-13	No	No
Q16836	HADH	-4.77981423658026	9.097310166372671e-20	No	No
Q16842	ST3GAL2	-3.22436423454127	2.7931753549901803e-09	No	No
Q16850	CYP51A1	-3.50802240634087	2.9184599783394e-09	No	No
Q16854	DGUOK	-3.11122163649069	0.0002510262180969	No	No
Q16877	PFKFB4	-2.59825789261283	2.3820824464442703e-09	No	No
Q16890	TPD52L1	-3.8532863087096	2.92138363392676e-15	No	No
Q16891	IMMT	-5.02627585767613	5.0828079009068494e-11	No	No
Q1KMD3	HNRNPUL2	-3.72135708129171	4.70631551840884e-14	No	No
Q2M1P5	KIF7	-3.55906745856751	0.0053912156155383	No	No
Q2M3G4	SHROOM1	-6.7909898289316	1.25751198015143e-07	No	No
Q2PZI1	DPY19L1	-5.15688268151154	1.1806702090816201e-21	No	No
Q2TAA2	IAH1	-3.60259574579224	1.37681305076528e-08	No	No
Q2TAA5	ALG11	-4.32847531828421	6.96953838869258e-07	No	No
Q2TBE0	CWF19L2	-4.91079271288965	4.7421425677635503e-14	No	No
Q2VWP7	PRTG	-7.01385024590491	0.0005203355476006	No	No
Q32M88	PGGHG	-4.81481856251929	0.0019146310514149	No	No
Q32P41	TRMT5	-6.27913128580555	1.76403482371817e-05	No	No
Q3I5F7	ACOT6	-5.98695436001263	1.08772360483879e-24	No	No
Q3MII6	TBC1D25	-5.60094342231403	3.87588438981852e-06	No	No
Q3MIN7	RGL3	-2.92176604674198	0.0078009952885265	No	No
Q3SYG4	BBS9	-3.17512751461218	1.58414522118595e-06	No	No
Q3T906	GNPTAB	-3.01161284126889	0.0018382778543107	No	No
Q3V6T2	CCDC88A	-3.63776001232367	2.10355105397785e-10	No	No
Q3ZCQ8	TIMM50	-4.41218593785287	7.4240467957505e-09	No	No
Q495W5	FUT11	-2.85998719827945	7.89799470022473e-08	No	No
Q49A26	GLYR1	-2.70115803843053	9.7743775253421e-06	No	No
Q49B96	COX19	-4.75843512153352	7.05581573737796e-07	No	No
Q4G0N4	NADK2	-4.03581554771079	1.06093283533975e-10	No	No
Q4G0W2	DUSP28	-7.55131369859078	9.5741820684842e-27	No	No
Q4G176	ACSF3	-8.20492836121844	8.45965731409972e-12	No	No
Q4LE39	ARID4B	-4.38930338095433	2.60864008889131e-06	No	No
Q4V9L6	TMEM119	-6.09821587426242	4.02766907840617e-21	No	No
Q4ZHG4	FNDC1	-7.47266729745231	3.32972931489609e-16	No	No
Q52LD8	RFTN2	-3.00545891858996	2.5432437464998203e-09	No	No
Q53EL6	PDCD4	-2.61930718314025	9.62872587640936e-14	No	No
Q53G44	IFI44L	-7.98224957376446	2.32895989021526e-25	No	No
Q53GS9	USP39	-4.24936837970052	1.08930162064745e-14	No	No
Q53GT1	KLHL22	-4.87144253930477	7.21255001224238e-10	No	No
Q53HC0	CCDC92	-2.89635453544573	0.0014297206789396	No	No
Q53RD9	FBLN7	-2.94535147332168	8.42932088125597e-08	No	No
Q58DX5	NAALADL2	-3.75723092131017	6.76321775014934e-07	No	No
Q58WW2	DCAF6	-5.9600497591	1.15985699205438e-16	No	No
Q5BKY9	FAM133B	-3.84470236090924	2.44023562615079e-17	No	No
Q5BKZ1	ZNF326	-4.95899075509841	2.48737101654931e-15	No	No
Q5C9Z4	NOM1	-2.82166106625374	0.0066721656153011	No	No
Q5DX21	IGSF11	-6.76963439678933	4.34795143107607e-22	No	No
Q5EB52	MEST	-3.81158715332771	5.24501994296095e-13	No	No
Q5EBM0	CMPK2	-4.48571428066969	1.87093702255626e-13	No	No
Q5EG05	CARD16	-6.89693849606051	1.35618919916529e-29	No	No
Q5FWE3	PRRT3	-8.18947282840602	2.4885416441756602e-31	No	No
Q5FYB0	ARSJ	-3.96764101634901	1.47381178125567e-07	No	No
Q5FYB1	ARSI	-7.05481138381349	1.40495337047518e-21	No	No
Q5GFL6	VWA2	-7.35295580714993	4.1176888521740104e-25	No	No
Q5H8A4	PIGG	-4.31093974334046	7.02213413399969e-07	No	No
Q5H8C1	FREM1	-5.46542629832154	4.99729918644105e-12	No	No
Q5HYK3	COQ5	-3.68136490354133	1.67781494738114e-06	No	No
Q5IJ48	CRB2	-2.8947219774137	0.0097390532347761	No	No
Q5JRA6	MIA3	-5.07912218555207	2.92132965991526e-07	No	No
Q5JRX3	PITRM1	-5.23379629962201	2.8241752995392503e-19	No	No
Q5JTB6	PLAC9	-4.79342229418088	1.43890434217638e-20	No	No
Q5JTY5;Q5RIA9	ZNG1C;ZNG1E	-3.22473996131901	1.8674165264841e-11	No	No
Q5JTZ9	AARS2	-5.36924257444823	4.76222255788432e-06	No	No
Q5JU69	TOR2A	-3.77426505325392	4.52700783244244e-09	No	No
Q5JU85	IQSEC2	-4.69150663599392	5.89541225533009e-07	No	No
Q5JVS0	HABP4	-3.57895165386802	2.88868998589632e-12	No	No
Q5K4L6	SLC27A3	-6.8861784326081	1.0642310665429e-25	No	No
Q5KU26	COLEC12	-4.60293542459126	3.62267414496833e-14	No	No
Q5MIZ7	PPP4R3B	-4.00864074016987	5.16433370941616e-08	No	No
Q5MNZ9	WIPI1	-2.88723963104531	2.6317276788637897e-13	No	No
Q5SR56	MFSD14B	-2.82373255334067	7.45619657823919e-14	No	No
Q5SRI9	MANEA	-2.68507864497154	0.0008939323547851	No	No
Q5ST30	VARS2	-6.31813325054686	1.7678293664252499e-12	No	No
Q5T160	RARS2	-2.94626837077139	1.5148695951828e-10	No	No
Q5T1C6	THEM4	-3.31366424188012	5.31111256599664e-08	No	No
Q5T200	ZC3H13	-4.92832696982695	2.3585165685212303e-15	No	No
Q5T440	IBA57	-8.62167689436245	3.48624857605479e-20	No	No
Q5T5U3	ARHGAP21	-2.89857667470389	1.51018813975772e-11	No	No
Q5T6V5	QNG1	-10.0017435689072	5.3113120978186005e-36	No	No
Q5T7M9	DIPK1A	-3.30516079565711	1.53150516275637e-09	No	No
Q5T7W0	ZNF618	-3.83346225242811	5.31446674468988e-05	No	No
Q5T848	GPR158	-5.48550064623903	1.87613579227666e-10	No	No
Q5TBB1	RNASEH2B	-3.90958712954864	1.7316344610748e-06	No	No
Q5TC12	ATPAF1	-6.37786650482548	2.1087780599427497e-11	No	No
Q5TEJ8	THEMIS2	-5.58933306139893	2.8884035502023404e-15	No	No
Q5TEU4	NDUFAF5	-3.30164672486361	2.1348562930735299e-13	No	No
Q5TF21	MTCL3	-5.58383319969041	2.54440346814055e-10	No	No
Q5THJ4	VPS13D	-2.72402022433626	0.0007036881765792	No	No
Q5TIE3	VWA5B1	-5.53452667077	9.2775100127822e-05	No	No
Q5TKA1	LIN9	-6.43175924894045	4.75774945435957e-08	No	No
Q5TZA2	CROCC	-3.74886778121257	0.0071157531684543	No	No
Q5U5X0	LYRM7	-10.0416086693214	8.562693845249591e-15	No	No
Q5UAW9	GPR157	-3.04716334251022	3.3412783195279803e-10	No	No
Q5VT52	RPRD2	-3.88278035494166	1.12592552607718e-07	No	No
Q5VTL8	PRPF38B	-3.13799873230854	2.5742071262945503e-09	No	No
Q5VTR2	RNF20	-3.11322524457542	3.88958372494857e-06	No	No
Q5VU43	PDE4DIP	-3.61006485492678	2.59815226235043e-05	No	No
Q5VV43	KIAA0319	-5.6827781848436	3.86039413051152e-18	No	No
Q5VWP3	MLIP	-6.49565315047619	2.53817326156827e-23	No	No
Q629K1	TRIQK	-4.80545384352192	8.03401543227264e-08	No	No
Q63HM9	PLCXD3	-4.7606080881137	3.557498837484e-12	No	No
Q63HN8	RNF213	-3.85163839355284	3.95425385517927e-23	No	No
Q641Q2	WASHC2A	-2.79072001879853	2.56767448083714e-05	No	No
Q641Q3	METRNL	-4.0429145349164	0.0002790254957081	No	No
Q66K79	CPZ	-7.81810144125765	9.0166713063893e-25	No	No
Q66PJ3	ARL6IP4	-4.62611127743599	3.19462389330563e-13	No	No
Q674X7	KAZN	-2.90735778070427	1.59306015365296e-11	No	No
Q68BL7	OLFML2A	-7.88929368376791	7.67829009230195e-22	No	No
Q68BL8	OLFML2B	-5.99546585983175	6.705314638647479e-11	No	No
Q68CP4	HGSNAT	-2.58022161756367	3.88075397104418e-10	No	No
Q68CP9	ARID2	-3.74249895993651	0.000228974403711	No	No
Q68CQ4	UTP25	-4.75986671597594	5.09640932607574e-06	No	No
Q68DA7	FMN1	-2.97372098057915	8.4649053354789205e-19	No	No
Q68DK2	ZFYVE26	-5.53052063623165	2.3945175706166998e-14	No	No
Q68E01	INTS3	-6.84966103762401	1.59637896944665e-13	No	No
Q69YN2	CWF19L1	-3.04280078710777	5.602098991970781e-10	No	No
Q69YN4	VIRMA	-5.22071244944701	3.70294175303921e-08	No	No
Q69YZ2	TMEM200B	-8.41053873027089	3.58178761130893e-27	No	No
Q6AWC2	WWC2	-5.8420174190434	1.21491996311427e-05	No	No
Q6AZY7	SCARA3	-3.55716661777415	7.69500623312818e-09	No	No
Q6BDS2	BLTP3A	-2.72894320783954	4.85867019624401e-05	No	No
Q6DD87	ZNF787	-5.24534559527368	4.2320890831509396e-11	No	No
Q6DKJ4	NXN	-2.93276088671324	9.60115521390599e-12	No	No
Q6DT37	CDC42BPG	-3.81394180294214	8.03052887563514e-07	No	No
Q6GPH4	XAF1	-7.97724228946219	1.5627516129678198e-22	No	No
Q6IC98	GRAMD4	-4.01985630190663	1.63732421191176e-16	No	No
Q6ICB4	PHETA2	-4.75442662651137	1.6019205796416302e-17	No	No
Q6ICG6	KIAA0930	-3.29125140072745	1.1246889309855602e-15	No	No
Q6IN85	PPP4R3A	-3.7595379624602	4.01335739416611e-14	No	No
Q6IS24	GALNT17	-5.18608795955014	1.21293383952096e-06	No	No
Q6JQN1	ACAD10	-5.08937245579816	4.85207661535797e-16	No	No
Q6MZW2	FSTL4	-2.89051966365685	0.004806289563853	No	No
Q6N063	OGFOD2	-3.07807851392268	6.97010701080007e-16	No	No
Q6NSJ0	MYORG	-2.62162186120085	0.00124583621697	No	No
Q6NT16	SLC18B1	-4.51370960199975	1.21602005103852e-16	No	No
Q6NUM9	RETSAT	-5.32995215255809	2.12506978157458e-11	No	No
Q6NUQ1	RINT1	-3.09225646706028	0.0016230816724626	No	No
Q6NUT3	MFSD12	-4.53912407551038	2.01127776839738e-16	No	No
Q6NWY9	PRPF40B	-3.23549594682349	7.302936827348271e-09	No	No
Q6NXG1	ESRP1	-3.83928636960775	1.37153697643923e-08	No	No
Q6NXT4	SLC30A6	-4.56711275738579	2.97066329108367e-21	No	No
Q6NYC1	JMJD6	-3.93474424968169	3.5797528499105903e-09	No	No
Q6NZY4	ZCCHC8	-3.30851990490309	4.85998595345563e-06	No	No
Q6NZY7	CDC42EP5	-3.16179699435175	8.01878729532727e-06	No	No
Q6P0Q8	MAST2	-3.72685920648276	0.0024876729893345	No	No
Q6P1K1	SLC48A1	-3.19967216979359	2.02525257394302e-12	No	No
Q6P1L5	FAM117B	-3.50390128516203	0.0001406921311535	No	No
Q6P1L8	MRPL14	-2.76329571181846	0.0011379097212083	No	No
Q6P1X6	C8orf82	-3.29191689954671	4.68525058164322e-07	No	No
Q6P2P2	PRMT9	-3.37866946181954	2.33106251189799e-13	No	No
Q6P996	PDXDC1	-2.57875028851821	1.926923606605e-10	No	No
Q6P9B9	INTS5	-3.70664222287994	0.0017743407806618	No	No
Q6PCB0	VWA1	-6.81877116003636	2.06280124501427e-15	No	No
Q6PCB5	RSBN1L	-3.86548719302319	6.88627663479418e-10	No	No
Q6PCB7	SLC27A1	-4.27847054176258	6.48097675408154e-11	No	No
Q6PCE3	PGM2L1	-2.76960465929513	2.51767203923798e-16	No	No
Q6PD62	CTR9	-5.34417521982986	2.14870704235785e-05	No	No
Q6PI48	DARS2	-2.64077391769629	4.20204382389148e-05	No	No
Q6PID6	TTC33	-5.32463656798164	8.70442475746898e-06	No	No
Q6PIJ6	FBXO38	-2.87572659421041	2.78734026431118e-05	No	No
Q6PK04	CCDC137	-2.72977490112874	0.0029094679324378	No	No
Q6PK18	OGFOD3	-4.27781697159442	1.9426810981702e-08	No	No
Q6STE5	SMARCD3	-3.00201727594552	1.86383534816018e-09	No	No
Q6UB28	METAP1D	-3.41441130719612	1.14781136896803e-18	No	No
Q6UN15	FIP1L1	-3.11369724547781	8.06755659852625e-06	No	No
Q6UVK1	CSPG4	-6.23998465777133	1.22452874655891e-20	No	No
Q6UVM3	KCNT2	-2.9487066291696	1.84302449978176e-07	No	No
Q6UW63	POGLUT2	-3.39334999831167	0.0002577124537962	No	No
Q6UWY5	OLFML1	-4.46588037741119	1.01518192372558e-17	No	No
Q6UX04	CWC27	-4.77147799039027	8.09980499274632e-08	No	No
Q6UXG2	ELAPOR1	-13.7597373375653	7.58586028300728e-20	No	No
Q6UXH8	CCBE1	-6.23689879035652	1.11610418299227e-12	No	No
Q6UXI9	NPNT	-4.1586792967821	2.02714928647797e-16	No	No
Q6UXY1	BAIAP2L2	-4.1958412056829	5.080048266193541e-09	No	No
Q6VUC0	TFAP2E	-3.95930539185132	4.59277721566169e-16	No	No
Q6WCQ1	MPRIP	-2.8346349993287	2.46368548756357e-16	No	No
Q6Y288	B3GLCT	-5.84081872290528	4.16641606985375e-23	No	No
Q6YN16	HSDL2	-2.7161357742717	9.63543445232685e-08	No	No
Q6ZMG9	CERS6	-5.1793741365056	1.28009458140801e-07	No	No
Q6ZMZ3	SYNE3	-3.79985128090082	2.79823642005218e-06	No	No
Q6ZNC4	ZNF704	-3.63739910277926	0.001142928679426	No	No
Q6ZPD9	DPY19L3	-7.70585279529375	2.0868889612197e-18	No	No
Q6ZRQ5	MMS22L	-4.5284597548473	6.01749636830135e-08	No	No
Q6ZRS2	SRCAP	-3.00076424687987	4.45548501404731e-05	No	No
Q6ZT12	UBR3	-3.14028270740694	1.61723968057599e-05	No	No
Q6ZU35	CRACD	-3.02883081326921	1.0031784627840902e-09	No	No
Q6ZUJ8	PIK3AP1	-4.61298216140578	0.0001952550241537	No	No
Q6ZUK4	TMEM26	-8.18295721951372	6.356583888689611e-23	No	No
Q6ZVF9	GPRIN3	-3.40505130665694	2.34296604849379e-10	No	No
Q6ZW49	PAXIP1	-3.64577428423022	1.93609579350704e-05	No	No
Q6ZXV5	TMTC3	-5.4159861506328	7.46544303781422e-11	No	No
Q709F0	ACAD11	-8.40725401762017	2.3420372568199197e-11	No	No
Q70CQ2	USP34	-3.59582550385124	1.37728603721706e-08	No	No
Q70UQ0	IKBIP	-4.4775379116486	7.90172027738316e-10	No	No
Q71F56	MED13L	-4.10922665261906	3.2111570702451e-05	No	No
Q71RS6	SLC24A5	-9.19966568940193	2.34460276205816e-28	No	No
Q75QN2	INTS8	-4.55242421621523	0.0009477504484832	No	No
Q75T13	PGAP1	-4.13548378135766	1.59508227665097e-14	No	No
Q75V66	ANO5	-6.9282582762934	3.4441656820805604e-15	No	No
Q76I76	SSH2	-5.30032181034831	4.515656682563e-10	No	No
Q76M96	CCDC80	-3.67645964244432	3.72362350881366e-06	No	No
Q7KZ85	SUPT6H	-3.80676562752308	7.9018710480192e-13	No	No
Q7L014	DDX46	-3.19053806848378	6.29176907786149e-14	No	No
Q7L099	RUFY3	-3.03772276333293	1.61271527420445e-16	No	No
Q7L0Y3	TRMT10C	-2.97231986784717	3.99924417879979e-07	No	No
Q7L266	ASRGL1	-5.83807995413533	2.16145293608097e-16	No	No
Q7L311	ARMCX2	-3.66753401398651	7.167118714088689e-11	No	No
Q7L3T8	PARS2	-4.63006940187732	2.3486583188937098e-22	No	No
Q7L513	FCRLA	-5.16743587506855	1.25265313222843e-21	No	No
Q7L592	NDUFAF7	-4.71061126006977	1.0048849368520698e-11	No	No
Q7L5Y6	DET1	-3.21300378130195	1.38240476994951e-11	No	No
Q7L775	EPM2AIP1	-3.10986581933302	6.054085936022101e-10	No	No
Q7L8C5	SYT13	-3.29513609619165	5.26140143713354e-05	No	No
Q7LBC6	KDM3B	-6.62753906487971	2.4524341676496e-09	No	No
Q7Z2D5	PLPPR4	-5.16660328406631	5.35624907662797e-13	No	No
Q7Z2K6	ERMP1	-3.01964298616949	0.0002278443946157	No	No
Q7Z2T5	TRMT1L	-6.0019538031197	6.41033544822371e-05	No	No
Q7Z2X4	PID1	-5.72565574167972	6.67831805595416e-11	No	No
Q7Z333	SETX	-5.32874366824973	3.18027228113844e-05	No	No
Q7Z3D6	DGLUCY	-4.42425610947784	6.416491690079641e-09	No	No
Q7Z3E2	CCDC186	-6.80903084251464	1.93423000464128e-06	No	No
Q7Z3E5	ARMC9	-4.39090434265756	3.50424939634846e-20	No	No
Q7Z3J2	VPS35L	-3.49404019458788	2.07626229580957e-17	No	No
Q7Z419	RNF144B	-5.0202554706167	9.70133292621773e-10	No	No
Q7Z449	CYP2U1	-5.26272098396571	1.43557775168475e-15	No	No
Q7Z4H8	POGLUT3	-6.29735939725758	1.98644342773819e-22	No	No
Q7Z4N2	TRPM1	-5.19857812091099	7.83995663722905e-16	No	No
Q7Z4S6	KIF21A	-4.42376611169584	1.8043572379210602e-17	No	No
Q7Z5J4	RAI1	-5.07644103387309	9.03021790656566e-05	No	No
Q7Z5L7	PODN	-5.51629558156472	2.5982354430377e-10	No	No
Q7Z5L9	IRF2BP2	-2.78855334015063	6.56562508577355e-06	No	No
Q7Z6B0	CCDC91	-3.48509468624151	2.29973778106992e-06	No	No
Q7Z6G3	NECAB2	-3.50266399114697	1.26240375847082e-07	No	No
Q7Z6J2	TAMALIN	-5.16804310200249	2.73869068820994e-14	No	No
Q7Z6L1	TECPR1	-4.50942458759265	2.32766299784786e-07	No	No
Q7Z7G0	ABI3BP	-5.18466381785938	1.1818733848163e-10	No	No
Q7Z7H5	TMED4	-3.01799264868746	2.25736784418032e-14	No	No
Q7Z7J7	LHFPL4	-3.32294483196252	2.24786222270143e-14	No	No
Q7Z7K0	CMC1	-2.88802243973611	1.62765161735527e-05	No	No
Q7Z7K6	CENPV	-6.08212588698979	1.05187038856178e-23	No	No
Q7Z7L7	ZER1	-2.91671047562171	3.97580400726376e-08	No	No
Q86SR1	GALNT10	-3.34801994108353	2.15280631938759e-06	No	No
Q86T65	DAAM2	-3.43439334894664	4.28862533313649e-18	No	No
Q86TX2	ACOT1	-4.65150492311831	1.47281255903813e-17	No	No
Q86U44	METTL3	-3.43678026541407	4.73236492045507e-10	No	No
Q86U86	PBRM1	-3.29824743635605	0.0001664496847813	No	No
Q86UA1	PRPF39	-4.39121482992081	2.06610325567508e-08	No	No
Q86UE4	MTDH	-3.72660623193021	2.59374792185498e-11	No	No
Q86UE8	TLK2	-5.15795243772666	9.80114524796563e-08	No	No
