Protein_Group	Genes	HIM-ST_vs_FMC29_logFC	HIM-ST_vs_FMC29_pval	Removed?	Contaminant?
Q9H461	FZD8	-2.62879794906831	1.08739813343389e-06	No	No
Q9H4E7	DEF6	-2.7412386450107	0.0001927748130583	No	No
Q9H6K1	ILRUN	-1.83308059781804	5.92287164144829e-08	No	No
Q9H6L2	TMEM231	-2.53791946623304	5.7689348828253694e-11	No	No
Q9H8M1	COQ10B	-1.86067899721141	0.0022728776990555	No	No
Q9H9R9	DBNDD1	-2.18176877503672	1.1328999601624402e-09	No	No
Q9HAT8	PELI2	-2.00436608731255	9.28359195359796e-10	No	No
Q9HBU6	ETNK1	-2.37065289742987	0.0044820631205885	No	No
Q9HCM3	KIAA1549	-1.88542972116666	7.2102455456209e-09	No	No
Q9HCS5	EPB41L4A	-2.41838332348891	0.0014595964989885	No	No
Q9HCU0	CD248	-3.17956996526918	0.0003528548022705	No	No
Q9NP87	POLM	-3.66292891925717	0.0063188425128744	No	No
Q9NQ66	PLCB1	-1.93915256895216	5.88195960063864e-08	No	No
Q9NQS7	INCENP	-3.12473722616298	3.98580707338471e-18	No	No
Q9NQW6	ANLN	-3.27792176278764	1.92921940852625e-19	No	No
Q9NRD8	DUOX2	-3.51873658225106	1.41592466576582e-05	No	No
Q9NRJ4	TULP4	-3.34697051082388	0.0005004882389665	No	No
Q9NRM7	LATS2	-2.26901454666856	0.0020108831385041	No	No
Q9NSV4	DIAPH3	-1.88312155055146	6.22783369186405e-12	No	No
Q9NTN9	SEMA4G	-2.05078464231003	0.0006036296162773	No	No
Q9NUJ3	TCP11L1	-1.82442663052638	0.0020847194544477	No	No
Q9NVN8	GNL3L	-1.96986081071164	2.77200404525917e-08	No	No
Q9NVR5	DNAAF2	-1.85317612933455	0.0033641064296031	No	No
Q9NW75	GPATCH2	-2.92273928455508	0.0003906271723402	No	No
Q9NWH7	SPATA6	-3.40967724045137	2.45841615543966e-06	No	No
Q9NXB0	MKS1	-2.33678522813934	2.65919710332753e-07	No	No
Q9NYF5	FAM13B	-5.53671098553874	1.09349519397106e-07	No	No
Q9NYS0	NKIRAS1	-2.35518180350223	7.53155294506347e-08	No	No
Q9NYY3	PLK2	-2.25475715691617	0.000950975910096	No	No
Q9NZT1	CALML5	-2.50065642827106	0.007606666690396	No	No
Q9P0N8	MARCHF2	-2.16397484061143	0.0005559734437504	No	No
Q9P202	WHRN	-1.88419616112521	0.0003098277988221	No	No
Q9P203	BTBD7	-3.79308907055818	1.33159501783777e-08	No	No
Q9P232	CNTN3	-2.39289620070895	2.051910132545e-05	No	No
Q9P241	ATP10D	-1.83286483982469	0.0008669076521338	No	No
Q9P244	LRFN1	-1.88410380363046	1.32686676154008e-05	No	No
Q9P2B7	CFAP97	-4.74800594856035	1.37166943159963e-06	No	No
Q9P2K1	CC2D2A	-2.27214885743784	0.0005130963104932	No	No
Q9UBS0	RPS6KB2	-3.45091322292933	0.0067566532790741	No	No
Q9UDX4	SEC14L3	-5.03623317806525	1.41833940175485e-05	No	No
Q9UEE5	STK17A	-6.92323455989384	4.8425301532546404e-09	No	No
Q9UGP4	LIMD1	-1.96131720423017	1.70343783327571e-12	No	No
Q9UH99	SUN2	-1.81388542648593	0.0001103345693483	No	No
Q9UHX3	ADGRE2	-2.05308499459297	9.02611768732203e-13	No	No
Q9UJT9	FBXL7	-1.94120934186067	4.6067784100836e-06	No	No
Q9UJY1	HSPB8	-3.41961430169763	2.53688093533583e-16	No	No
Q9ULD2	MTUS1	-2.32062618742035	0.001020111358249	No	No
Q9ULE0	WWC3	-1.93518620151314	0.0007560005464112	No	No
Q9ULL4	PLXNB3	-2.29863122013246	1.55909147913423e-07	No	No
Q9ULL8	SHROOM4	-2.19987434140341	0.0024132191635677	No	No
Q9ULM0	PLEKHH1	-2.08876263799587	0.0065028833484043	No	No
Q9ULX7	CA14	-2.16264752568364	2.8109553389614396e-11	No	No
Q9UM82	SPATA2	-2.05048903915921	5.10111093771378e-05	No	No
Q9UPM9	B9D1	-2.17408332003332	5.81108279114545e-06	No	No
Q9UPS8	ANKRD26	-2.42896870800412	0.0004776274521516	No	No
Q9UPZ9	CILK1	-1.85792460353587	0.0002015673259974	No	No
Q9UQ03	CORO2B	-3.15547817450955	1.37813511837963e-07	No	No
Q9UQB3	CTNND2	-2.37138582234203	7.36522541158984e-06	No	No
Q9Y2B5	VPS9D1	-1.83461470863457	7.67317801816337e-08	No	No
Q9Y2C4	EXOG	-2.62985566821958	4.81928908230103e-07	No	No
Q9Y2E4	DIP2C	-1.90125031914288	1.00969656162788e-13	No	No
Q9Y2G0	EFR3B	-2.18560750296018	8.79369637701426e-08	No	No
Q9Y2H5	PLEKHA6	-4.66135386567652	1.19119562454676e-15	No	No
Q9Y2I2	NTNG1	-1.77348496774285	0.0018785392061456	No	No
Q9Y2I8	WDR37	-1.90873273209192	9.729474895255681e-15	No	No
Q9Y2L6	FRMD4B	-3.43559690526427	0.0007520804204975	No	No
Q9Y2S2	CRYL1	-1.75822712435317	7.02649086818398e-07	No	No
Q9Y3E1	HDGFL3	-2.43237469228812	3.78335239711207e-06	No	No
Q9Y3R0	GRIP1	-2.82221177820804	3.0734903743483e-06	No	No
Q9Y3S2	ZNF330	-2.04053385006391	0.0028480817181293	No	No
Q9Y3V2	RWDD3	-1.91126360152668	3.06935656253959e-06	No	No
Q9Y4F5	CEP170B	-1.84955047550383	0.0029097602003219	No	No
Q9Y4F9	RIPOR2	-4.20703607019839	1.6161425085954502e-09	No	No
Q9Y4G8	RAPGEF2	-2.10076942819635	2.58282096655195e-07	No	No
Q9Y4J8	DTNA	-2.41712563037571	3.42707177243151e-10	No	No
Q9Y4X0	AMMECR1	-1.80506088294624	7.78909743251703e-07	No	No
Q9Y5H0	PCDHGA3	-2.49541254086396	2.44786520595669e-07	No	No
Q9Y5I1	PCDHA11	-2.068766161942	0.0028179605677926	No	No
Q9Y5S1	TRPV2	-2.28807946749784	8.09651673867743e-19	No	No
Q9Y5X0	SNX10	-2.35295282117704	7.872655554087831e-09	No	No
Q9Y5X9	LIPG	-3.37654409143522	2.46256706715331e-06	No	No
Q9Y6L7	TLL2	-5.56409598350151	0.0007961592094518	No	No
